player,normalized_player,pfr_player_id,gsis_id,cfb_player_id,draft_season,position,college,height_raw,height,weight,forty,vertical,broad,three_cone,short_shuttle,bench,combine_invite,combine_participation,pro_day_used,testing_source,ras_score,speed_score,burst_score,agility_score,ten_yard_split,twenty_yard_split,arm_length,hand_size,wingspan,bmi,testing_coverage_score,testing_notes
DJ Johnson,djjohnson,,,,2023,EDGE,Oregon,6-4,76.0,260.0,4.49,32.0,110.0,,,28.0,1,1,0,nflverse_combine,,,,,,,,,,31.644736842105264,0.7777777777777778,
Anthony Johnson,anthonyjohnson,JohnAn06,,anthony-johnson-14,2023,CB,Virginia,6-2,74.0,205.0,4.63,30.5,116.0,,,15.0,1,1,0,nflverse_combine,,,,,,,,,,26.31756756756757,0.7777777777777778,
Antonio Johnson,antoniojohnson,JohnAn07,00-0038596,antonio-johnson-6,2023,DB,Texas A&M,6-2,74.0,198.0,4.52,31.0,118.0,,,8.0,1,1,0,nflverse_combine,,,,,,,,,,25.41891891891892,0.7777777777777778,
Roschon Johnson,roschonjohnson,JohnRo07,00-0039021,roschon-johnson-1,2023,RB,Texas,6-0,72.0,219.0,4.58,31.5,122.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.69849537037037,0.6666666666666666,
Quentin Johnston,quentinjohnston,JohnQu02,00-0038544,quentin-johnston-1,2023,WR,TCU,6-3,75.0,208.0,,40.5,134.0,,,,1,1,0,nflverse_combine,,,,,,,,,,25.99537777777778,0.5555555555555556,
Broderick Jones,broderickjones,JoneBr09,00-0039109,broderick-jones-1,2023,OT,Georgia,6-5,77.0,311.0,4.97,30.0,108.0,,,,1,1,0,nflverse_combine,,,,,,,,,,36.87518974531962,0.6666666666666666,
Cam Jones,camjones,JoneCa04,00-0038513,cam-jones-1,2023,LB,Indiana,6-1,73.0,226.0,4.69,33.0,,,,17.0,1,1,0,nflverse_combine,,,,,,,,,,29.81384875211109,0.6666666666666666,
Charlie Jones,charliejones,JoneCh11,00-0038576,charlie-jones-7,2023,WR,Purdue,5-11,71.0,175.0,4.43,36.5,124.0,,,13.0,1,1,0,nflverse_combine,,,,,,,,,,24.404879984130133,0.7777777777777778,
Dawand Jones,dawandjones,JoneDa07,00-0039014,dawand-jones-1,2023,OT,Ohio St.,6-8,80.0,374.0,5.35,,,,,,1,1,0,nflverse_combine,,,,,,,,,,41.0815625,0.4444444444444444,
Jaylon Jones,jaylonjones,JoneJa13,00-0038407,jaylon-jones-3,2023,CB,Texas A&M,6-2,74.0,200.0,4.57,38.0,122.0,6.88,4.3,14.0,1,1,0,nflverse_combine,,,,,,,,,,25.675675675675677,1.0,
Nic Jones,nicjones,JoneNi00,00-0038986,nic-jones-1,2023,CB,Ball St.,6-0,72.0,189.0,4.51,34.5,122.0,,4.34,,1,1,0,nflverse_combine,,,,,,,,,,25.630208333333332,0.7777777777777778,
Tyreque Jones,tyrequejones,JoneTy01,00-0038847,tyreque-jones-1,2023,DB,Boise St.,6-2,74.0,195.0,4.52,32.0,119.0,,4.48,,1,1,0,nflverse_combine,,,,,,,,,,25.033783783783782,0.7777777777777778,
Brandon Joseph,brandonjoseph,JoseBr00,00-0038657,brandon-joseph-2,2023,DB,Notre Dame,6-0,72.0,202.0,4.62,30.5,118.0,7.08,4.23,17.0,1,1,0,nflverse_combine,,,,,,,,,,27.393132716049383,1.0,
Andre Jones Jr.,andrejonesjr,,,,2023,EDGE,Louisiana,6-5,77.0,248.0,,29.0,116.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.4052960026986,0.5555555555555556,
Anthony Johnson Jr.,anthonyjohnsonjr,,,anthony-johnson-15,2023,DB,Iowa St.,6-0,72.0,205.0,4.54,37.5,125.0,,,,1,1,0,nflverse_combine,,,,,,,,,,27.799961419753085,0.6666666666666666,
Chris Rodriguez Jr.,chrisrodriguezjr,,,,2023,RB,Kentucky,6-0,72.0,217.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,29.427276234567902,0.3333333333333333,
Viliami Fehoko Jr.,viliamifehokojr,,,,2023,DE,San Jose St.,6-4,76.0,276.0,,,,,,24.0,1,1,0,nflverse_combine,,,,,,,,,,33.5921052631579,0.4444444444444444,
Will Anderson Jr.,willandersonjr,AndeWi01,00-0039108,will-anderson-jr-1,2023,EDGE,Alabama,6-4,76.0,253.0,4.6,,,,,,1,1,0,nflverse_combine,,,,,,,,,,30.792763157894736,0.4444444444444444,
Earl Bostick Jr.,earlbostickjr,BostEa00,00-0038732,earl-bostick-jr-1,2023,OT,Kansas,6-6,78.0,309.0,5.05,31.0,111.0,,,,1,1,0,nflverse_combine,,,,,,,,,,35.70463510848126,0.6666666666666666,
Dontay Demus Jr.,dontaydemusjr,DemuDo00,00-0038447,dontay-demus-1,2023,WR,Maryland,6-3,75.0,212.0,4.57,35.5,123.0,,4.39,,1,1,0,nflverse_combine,,,,,,,,,,26.49528888888889,0.7777777777777778,
Emil Ekiyor Jr.,emilekiyorjr,EkiyEm01,00-0004806,emil-ekiyor-jr-1,2023,OG,Alabama,6-3,75.0,314.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,39.24302222222222,0.3333333333333333,
Paris Johnson Jr.,parisjohnsonjr,JohnPa03,00-0038540,paris-johnson-jr-1,2023,OT,Ohio St.,6-6,78.0,313.0,,,110.0,,,,1,1,0,nflverse_combine,,,,,,,,,,36.16683103221565,0.4444444444444444,
Darrell Luter Jr.,darrellluterjr,LuteDa00,00-0038594,darrell-luter-jr-1,2023,CB,South Alabama,6-0,72.0,189.0,4.46,40.5,123.0,6.9,4.43,,1,1,0,nflverse_combine,,,,,,,,,,25.630208333333332,0.8888888888888888,
Ivan Pace Jr.,ivanpacejr,PaceIv00,00-0038807,ivan-pace-jr-1,2023,LB,Cincinnati,5-11,71.0,231.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,32.21444157905177,0.3333333333333333,
Joey Porter Jr.,joeyporterjr,PortJo02,00-0039167,joey-porter-jr-1,2023,CB,Penn St.,6-3,75.0,193.0,4.46,35.0,129.0,,,17.0,1,1,0,nflverse_combine,,,,,,,,,,24.12071111111111,0.7777777777777778,
Calijah Kancey,calijahkancey,KancCa00,00-0039063,calijah-kancey-1,2023,DT,Pittsburgh,6-1,73.0,281.0,4.67,,,,,,1,1,0,nflverse_combine,,,,,,,,,,37.06943141302308,0.4444444444444444,
Kyu Blu Kelly,kyublukelly,,,kyu-blu-kelly-1,2023,CB,Stanford,6-0,72.0,191.0,4.52,36.0,131.0,,,,1,1,0,nflverse_combine,,,,,,,,,,25.901427469135804,0.6666666666666666,
Dalton Kincaid,daltonkincaid,KincDa00,00-0038933,dalton-kincaid-1,2023,TE,Utah,6-4,76.0,246.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,29.94078947368421,0.3333333333333333,
Jaxson Kirkland,jaxsonkirkland,KirkJa03,00-0038892,jaxson-kirkland-1,2023,OG,Washington,6-7,79.0,321.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,36.15814773273514,0.3333333333333333,
Malik Knowles,malikknowles,KnowMa00,00-0038806,malik-knowles-1,2023,WR,Kansas St.,6-2,74.0,196.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,25.16216216216216,0.3333333333333333,
Adam Korsak,adamkorsak,KorsAd00,,adam-korsak-1,2023,P,Rutgers,6-1,73.0,187.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,24.668981047100768,0.3333333333333333,
Tucker Kraft,tuckerkraft,KrafTu00,00-0038996,,2023,TE,South Dakota St.,6-5,77.0,254.0,4.69,34.0,122.0,7.08,4.29,23.0,1,1,0,nflverse_combine,,,,,,,,,,30.11671445437679,1.0,
Zack Kuntz,zackkuntz,KuntZa00,00-0038406,,2023,TE,Old Dominion,6-7,79.0,255.0,4.55,40.0,128.0,6.87,4.12,23.0,1,1,0,nflverse_combine,,,,,,,,,,28.723762217593336,1.0,
Tyler Lacy,tylerlacy,LacyTy00,00-0038940,tyler-lacy-1,2023,DE,Oklahoma St.,6-4,76.0,279.0,5.11,28.5,116.0,7.6,,30.0,1,1,0,nflverse_combine,,,,,,,,,,33.95723684210526,0.8888888888888888,
Brent Laing,brentlaing,,,,2023,OG,Duluth/University of Minnesota,6-4,76.0,304.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,37.0,0.3333333333333333,
Isaiah Land,isaiahland,,,,2023,EDGE,Florida A&M,6-4,76.0,236.0,4.62,34.5,126.0,7.2,4.56,21.0,1,1,0,nflverse_combine,,,,,,,,,,28.723684210526315,1.0,
Matt Landers,mattlanders,,,matt-landers-1,2023,WR,Arkansas,6-4,76.0,200.0,4.37,37.0,130.0,,,,1,1,0,nflverse_combine,,,,,,,,,,24.342105263157894,0.6666666666666666,
Sam LaPorta,samlaporta,LaPoSa01,00-0039065,sam-laporta-1,2023,TE,Iowa,6-3,75.0,245.0,4.59,35.0,123.0,6.91,4.25,,1,1,0,nflverse_combine,,,,,,,,,,30.619555555555557,0.8888888888888888,
Cameron Latu,cameronlatu,LatuCa01,00-0038564,cameron-latu-1,2023,TE,Alabama,6-4,76.0,242.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,29.45394736842105,0.3333333333333333,
Eku Leota,ekuleota,,,,2023,EDGE,Auburn,6-3,75.0,252.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,31.4944,0.3333333333333333,
Will Levis,willlevis,LeviWi00,00-0039152,will-levis-1,2023,QB,Kentucky,6-4,76.0,229.0,,34.0,124.0,,,,1,1,0,nflverse_combine,,,,,,,,,,27.87171052631579,0.5555555555555556,
Hunter Luepke,hunterluepke,,,,2023,FB,North Dakota St.,6-1,73.0,230.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,30.34152749108651,0.3333333333333333,
Will Mallory,willmallory,MallWi00,00-0038394,will-mallory-1,2023,TE,Miami,6-5,77.0,239.0,4.54,36.5,121.0,,,20.0,1,1,0,nflverse_combine,,,,,,,,,,28.33816832518131,0.7777777777777778,
Tashawn Manning,tashawnmanning,,,tashawn-manning-1,2023,OG,Kentucky,6-3,75.0,327.0,5.34,27.5,102.0,7.9,4.8,,1,1,0,nflverse_combine,,,,,,,,,,40.867733333333334,0.8888888888888888,
Jartavius Martin,jartaviusmartin,MartJa04,00-0039149,jartavius-martin-1,2023,DB,Illinois,5-11,71.0,194.0,4.46,44.0,133.0,,,15.0,1,1,0,nflverse_combine,,,,,,,,,,27.054552668121403,0.7777777777777778,
Ochaun Mathis,ochaunmathis,MathOc00,00-0039135,ochaun-mathis-1,2023,EDGE,Nebraska,6-5,77.0,250.0,4.74,33.5,118.0,,4.38,21.0,1,1,0,nflverse_combine,,,,,,,,,,29.64243548659133,0.8888888888888888,
Cody Mauch,codymauch,,,,2023,OT,North Dakota St.,6-5,77.0,302.0,5.08,29.0,108.0,7.33,4.55,,1,1,0,nflverse_combine,,,,,,,,,,35.808062067802325,0.8888888888888888,
Michael Mayer,michaelmayer,MayeMi00,00-0039066,michael-mayer-1,2023,TE,Notre Dame,6-5,77.0,249.0,4.7,32.5,118.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.523865744644965,0.6666666666666666,
DeWayne McBride,dewaynemcbride,,,,2023,RB,Alabama-Birmingham,5-10,70.0,209.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,29.985102040816326,0.3333333333333333,
Warren McClendon,warrenmcclendon,McClWa00,00-0039077,warren-mcclendon-1,2023,OT,Georgia,6-4,76.0,306.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,37.24342105263158,0.3333333333333333,
Jordan McFadden,jordanmcfadden,McFaJo00,00-0038595,jordan-mcfadden-1,2023,OG,Clemson,6-2,74.0,303.0,4.99,28.5,,7.7,4.81,,1,1,0,nflverse_combine,,,,,,,,,,38.898648648648646,0.7777777777777778,
Isaiah McGuire,isaiahmcguire,McGuIs00,00-0038574,isaiah-mcguire-1,2023,DE,Missouri,6-4,76.0,268.0,4.76,36.5,122.0,7.39,,,1,1,0,nflverse_combine,,,,,,,,,,32.61842105263158,0.7777777777777778,
Kenny McIntosh,kennymcintosh,McInKe00,00-0038636,kenny-mcintosh-1,2023,RB,Georgia,6-0,72.0,204.0,4.62,,,,,,1,1,0,nflverse_combine,,,,,,,,,,27.66435185185185,0.4444444444444444,
Tanner McKee,tannermckee,McKeTa01,00-0038400,tanner-mckee-1,2023,QB,Stanford,6-6,78.0,231.0,,33.0,114.0,7.22,4.41,,1,1,0,nflverse_combine,,,,,,,,,,26.691814595660748,0.7777777777777778,
Kaevon Merriweather,kaevonmerriweather,MerrKa00,00-0038823,kaevon-merriweather-1,2023,DB,Iowa,6-0,72.0,205.0,4.62,35.5,118.0,,,,1,1,0,nflverse_combine,,,,,,,,,,27.799961419753085,0.6666666666666666,
Kendre Miller,kendremiller,MillKe01,00-0038551,kendre-miller-1,2023,RB,TCU,5-11,71.0,215.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,29.983138266217022,0.3333333333333333,
Ventrell Miller,ventrellmiller,MillVe00,00-0038570,ventrell-miller-1,2023,LB,Florida,6-0,72.0,232.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,31.46141975308642,0.3333333333333333,
Marvin Mims,marvinmims,MimsMa00,00-0038976,marvin-mims-1,2023,WR,Oklahoma,5-11,71.0,183.0,4.38,39.5,129.0,6.9,,,1,1,0,nflverse_combine,,,,,,,,,,25.52053164054751,0.7777777777777778,
Jonathan Mingo,jonathanmingo,MingJo00,00-0039062,jonathan-mingo-1,2023,WR,Mississippi,6-2,74.0,220.0,4.46,39.5,129.0,,,22.0,1,1,0,nflverse_combine,,,,,,,,,,28.243243243243242,0.7777777777777778,
Cameron Mitchell,cameronmitchell,MitcCa01,00-0038585,cameron-mitchell-2,2023,CB,Northwestern,5-11,71.0,191.0,4.47,35.0,,,,15.0,1,1,0,nflverse_combine,,,,,,,,,,26.636183296964887,0.6666666666666666,
Keaton Mitchell,keatonmitchell,MitcKe01,00-0038454,keaton-mitchell-1,2023,RB,East Carolina,5-8,68.0,179.0,4.37,38.0,126.0,,,,1,1,0,nflverse_combine,,,,,,,,,,27.213884083044984,0.6666666666666666,
Jake Moody,jakemoody,MoodJa00,00-0038562,jake-moody-1,2023,K,Michigan,6-1,73.0,209.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,27.571214111465565,0.3333333333333333,
Isaiah Moore,isaiahmoore,MoorIs00,00-0038516,isaiah-moore-1,2023,LB,North Carolina St.,6-2,74.0,233.0,,,,,,26.0,1,1,0,nflverse_combine,,,,,,,,,,29.91216216216216,0.4444444444444444,
Jalen Moreno-Cropper,jalenmorenocropper,,,,2023,WR,Fresno St.,5-11,71.0,172.0,4.4,,121.0,,,,1,1,0,nflverse_combine,,,,,,,,,,23.986510612973618,0.5555555555555556,
Mike Morris,mikemorris,MorrMi00,00-0038591,mike-morris-5,2023,DE,Michigan,6-5,77.0,275.0,4.95,28.5,110.0,,,22.0,1,1,0,nflverse_combine,,,,,,,,,,32.606679035250465,0.7777777777777778,
Wanya Morris,wanyamorris,MorrWa01,00-0038981,wanya-morris-1,2023,OT,Oklahoma,6-5,77.0,307.0,5.1,28.5,111.0,,,,1,1,0,nflverse_combine,,,,,,,,,,36.40091077753416,0.6666666666666666,
Riley Moss,rileymoss,MossRi00,00-0038552,riley-moss-1,2023,CB,Iowa,6-1,73.0,193.0,4.45,39.0,127.0,,,,1,1,0,nflverse_combine,,,,,,,,,,25.460499155563895,0.6666666666666666,
Caleb Murphy,calebmurphy,,,,2023,EDGE,Ferris St.,6-3,75.0,254.0,4.81,28.5,119.0,7.28,4.45,,1,1,0,nflverse_combine,,,,,,,,,,31.744355555555554,0.8888888888888888,
Myles Murphy,mylesmurphy,MurpMy00,00-0038546,myles-murphy-1,2023,EDGE,Clemson,6-5,77.0,268.0,,,,,,25.0,1,1,0,nflverse_combine,,,,,,,,,,31.776690841625907,0.4444444444444444,
Luke Musgrave,lukemusgrave,MusgLu00,00-0039144,luke-musgrave-1,2023,TE,Oregon St.,6-6,78.0,253.0,4.61,36.0,125.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.23389217619987,0.6666666666666666,
PJ Mustipher,pjmustipher,MustPJ00,00-0038795,pj-mustipher-1,2023,DT,Penn St.,6-4,76.0,320.0,5.41,27.5,96.0,8.01,5.03,19.0,1,1,0,nflverse_combine,,,,,,,,,,38.94736842105263,1.0,
Puka Nacua,pukanacua,NacuPu00,00-0039075,puka-nacua-1,2023,WR,BYU,6-2,74.0,201.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,25.804054054054053,0.3333333333333333,
Lukas Van Ness,lukasvanness,,,lukas-van-ness-1,2023,EDGE,Iowa,6-5,77.0,272.0,4.58,31.0,118.0,7.02,4.32,17.0,1,1,0,nflverse_combine,,,,,,,,,,32.250969809411366,1.0,
Joseph Ngata,josephngata,NgatJo01,00-0038484,joseph-ngata-1,2023,WR,Clemson,6-3,75.0,217.0,4.54,34.5,124.0,,,,1,1,0,nflverse_combine,,,,,,,,,,27.120177777777776,0.6666666666666666,
Aidan O'Connell,aidanoconnell,OConAi00,00-0038579,aidan-oconnell-1,2023,QB,Purdue,6-3,75.0,213.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,26.620266666666666,0.3333333333333333,
Moro Ojomo,moroojomo,OjomMo00,00-0038412,moro-ojomo-1,2023,DT,Texas,6-3,75.0,292.0,5.04,33.0,112.0,,,29.0,1,1,0,nflverse_combine,,,,,,,,,,36.49351111111111,0.7777777777777778,
John Ojukwu,johnojukwu,OjukJo00,00-0038852,john-ojukwu-1,2023,OT,Boise St.,6-6,78.0,309.0,5.24,28.5,104.0,7.52,4.52,,1,1,0,nflverse_combine,,,,,,,,,,35.70463510848126,0.8888888888888888,
BJ Ojulari,bjojulari,OjulBJ00,00-0039155,bj-ojulari-1,2023,EDGE,LSU,6-2,74.0,248.0,,32.5,126.0,,,,1,1,0,nflverse_combine,,,,,,,,,,31.83783783783784,0.5555555555555556,
Olusegun Oluwatimi,olusegunoluwatimi,,,,2023,C,Michigan,6-3,75.0,309.0,5.38,29.0,110.0,,,,1,1,0,nflverse_combine,,,,,,,,,,38.61813333333333,0.6666666666666666,
Anfernee Orji,anferneeorji,OrjiAn00,00-0038908,anfernee-orji-1,2023,LB,Vanderbilt,6-1,73.0,230.0,4.53,38.5,122.0,7.0,4.43,,1,1,0,nflverse_combine,,,,,,,,,,30.34152749108651,0.8888888888888888,
DeMarvion Overshown,demarvionovershown,OverDe00,00-0038556,demarvion-overshown-1,2023,LB,Texas,6-3,75.0,229.0,4.56,,124.0,,,15.0,1,1,0,nflverse_combine,,,,,,,,,,28.61991111111111,0.6666666666666666,
Gervarrius Owens,gervarriusowens,OwenGe00,00-0038413,gervarrius-owens-1,2023,DB,Houston,6-0,72.0,195.0,,37.5,125.0,,,15.0,1,1,0,nflverse_combine,,,,,,,,,,26.44386574074074,0.6666666666666666,
Trey Palmer,treypalmer,PalmTr00,00-0039052,trey-palmer-1,2023,WR,Nebraska,6-0,72.0,192.0,4.33,,,,,,1,1,0,nflverse_combine,,,,,,,,,,26.037037037037038,0.4444444444444444,
Owen Pappoe,owenpappoe,PappOw00,00-0038600,owen-pappoe-1,2023,LB,Auburn,6-0,72.0,225.0,4.39,35.5,126.0,,,29.0,1,1,0,nflverse_combine,,,,,,,,,,30.51215277777778,0.7777777777777778,
Jarrett Patterson,jarrettpatterson,PattJa03,00-0038615,jarrett-patterson-1,2023,C,Notre Dame,6-5,77.0,306.0,5.33,29.5,106.0,7.96,4.73,,1,1,0,nflverse_combine,,,,,,,,,,36.28234103558779,0.8888888888888888,
Kyle Patterson,kylepatterson,PattKy00,,kyle-patterson-1,2023,TE,Air Force,6-5,77.0,260.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,30.828132906054982,0.3333333333333333,
Camerun Peoples,camerunpeoples,PeopCa00,,camerun-peoples-1,2023,RB,Appalachian St.,6-1,73.0,217.0,4.61,37.0,121.0,,,,1,1,0,nflverse_combine,,,,,,,,,,28.6265715894164,0.6666666666666666,
A.T. Perry,atperry,PerrAT00,00-0038612,at-perry-1,2023,WR,Wake Forest,6-4,76.0,198.0,4.47,35.0,133.0,,,,1,1,0,nflverse_combine,,,,,,,,,,24.098684210526315,0.6666666666666666,
Lonnie Phelps,lonniephelps,PhelLo00,00-0038718,lonnie-phelps-1,2023,EDGE,Kansas,6-2,74.0,244.0,4.55,,,,,31.0,1,1,0,nflverse_combine,,,,,,,,,,31.324324324324323,0.5555555555555556,
Zacch Pickens,zacchpickens,PickZa00,00-0038937,zacch-pickens-1,2023,DT,South Carolina,6-4,76.0,291.0,4.89,30.5,116.0,7.45,4.62,22.0,1,1,0,nflverse_combine,,,,,,,,,,35.41776315789474,1.0,
Jack Podlesny,jackpodlesny,,,jack-podlesny-1,2023,K,Georgia,6-0,72.0,194.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,26.308256172839506,0.3333333333333333,
B.T. Potter,btpotter,,,bt-potter-1,2023,K,Clemson,5-10,70.0,185.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,26.541836734693877,0.3333333333333333,
Deneric Prince,denericprince,PrinDe00,00-0038518,deneric-prince-1,2023,RB,Tulsa,6-0,72.0,216.0,4.41,35.5,124.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.291666666666668,0.6666666666666666,
Jose Ramirez,joseramirez,,,,2023,EDGE,Eastern Michigan,6-2,74.0,242.0,4.73,34.5,118.0,6.95,4.3,21.0,1,1,0,nflverse_combine,,,,,,,,,,31.06756756756757,1.0,
Jalen Redmond,jalenredmond,RedmJa01,00-0038778,jalen-redmond-1,2023,DT,Oklahoma,6-2,74.0,291.0,4.81,34.5,116.0,7.3,4.51,27.0,1,1,0,nflverse_combine,,,,,,,,,,37.358108108108105,1.0,
Jayden Reed,jaydenreed,ReedJa03,00-0039146,jayden-reed-1,2023,WR,Michigan St.,5-11,71.0,187.0,4.45,33.5,121.0,,4.29,,1,1,0,nflverse_combine,,,,,,,,,,26.0783574687562,0.7777777777777778,
Rashee Rice,rasheerice,RiceRa01,00-0039067,rashee-rice-1,2023,WR,SMU,6-1,73.0,204.0,4.51,41.0,128.0,,,,1,1,0,nflverse_combine,,,,,,,,,,26.911615687746295,0.6666666666666666,
Asim Richards,asimrichards,RichAs00,00-0038601,asim-richards-1,2023,OT,North Carolina,6-4,76.0,309.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,37.608552631578945,0.3333333333333333,
Anthony Richardson,anthonyrichardson,RichAn03,00-0039164,anthony-richardson-2,2023,QB,Florida,6-4,76.0,244.0,4.43,40.5,129.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.69736842105263,0.6666666666666666,
Eli Ricks,eliricks,RickEl00,00-0038487,eli-ricks-1,2023,CB,Alabama,6-2,74.0,188.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,24.135135135135137,0.3333333333333333,
Kelee Ringo,keleeringo,RingKe00,00-0039140,kelee-ringo-1,2023,CB,Georgia,6-2,74.0,207.0,4.36,33.5,122.0,,,,1,1,0,nflverse_combine,,,,,,,,,,26.574324324324323,0.6666666666666666,
Brad Robbins,bradrobbins,,,brad-robbins-1,2023,P,Michigan,6-1,73.0,199.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,26.25201726402702,0.3333333333333333,
Tavius Robinson,taviusrobinson,,,tavius-robinson-1,2023,EDGE,Mississippi,6-6,78.0,257.0,4.66,33.5,120.0,,4.62,23.0,1,1,0,nflverse_combine,,,,,,,,,,29.696088099934254,0.8888888888888888,
Bijan Robinson,bijanrobinson,RobiBi01,00-0038542,bijan-robinson-1,2023,RB,Texas,5-11,71.0,215.0,4.46,37.0,124.0,,,,1,1,0,nflverse_combine,,,,,,,,,,29.983138266217022,0.6666666666666666,
Jammie Robinson,jammierobinson,RobiJa03,00-0038587,jammie-robinson-1,2023,DB,Florida St.,5-11,71.0,191.0,4.59,33.5,116.0,,,23.0,1,1,0,nflverse_combine,,,,,,,,,,26.636183296964887,0.7777777777777778,
Jaquelin Roy,jaquelinroy,RoyxJa00,00-0038584,jaquelin-roy-1,2023,DT,LSU,6-3,75.0,305.0,,,,8.01,5.0,30.0,1,1,0,nflverse_combine,,,,,,,,,,38.11822222222222,0.6666666666666666,
Darius Rush,dariusrush,RushDa00,00-0038388,darius-rush-1,2023,CB,South Carolina,6-2,74.0,198.0,4.36,35.0,121.0,,,,1,1,0,nflverse_combine,,,,,,,,,,25.41891891891892,0.6666666666666666,
Chad Ryland,chadryland,RylaCh00,00-0038567,chad-ryland-1,2023,K,Maryland,6-0,72.0,190.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,25.765817901234566,0.3333333333333333,
Nick Saldiveri,nicksaldiveri,,,,2023,OG,Old Dominion,6-6,78.0,318.0,5.21,31.0,111.0,,4.69,,1,1,0,nflverse_combine,,,,,,,,,,36.74457593688363,0.7777777777777778,
Drew Sanders,drewsanders,SandDr00,00-0039003,drew-sanders-1,2023,LB,Arkansas,6-4,76.0,235.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,28.601973684210527,0.3333333333333333,
John Michael Schmitz,johnmichaelschmitz,,,john-michael-schmitz-1,2023,C,Minnesota,6-4,76.0,301.0,5.35,29.5,104.0,,4.56,,1,1,0,nflverse_combine,,,,,,,,,,36.63486842105263,0.7777777777777778,
Luke Schoonmaker,lukeschoonmaker,SchoLu00,00-0038547,luke-schoonmaker-1,2023,TE,Michigan,6-5,77.0,251.0,4.63,33.5,127.0,,4.27,,1,1,0,nflverse_combine,,,,,,,,,,29.761005228537694,0.7777777777777778,
Daniel Scott,danielscott,ScotDa03,00-0038392,daniel-scott-1,2023,DB,California,6-1,73.0,208.0,4.45,39.5,128.0,6.75,4.17,22.0,1,1,0,nflverse_combine,,,,,,,,,,27.439294426721712,1.0,
Tyler Scott,tylerscott,ScotTy00,00-0038941,tyler-scott-3,2023,WR,Cincinnati,5-10,70.0,177.0,4.44,39.5,133.0,,,,1,1,0,nflverse_combine,,,,,,,,,,25.394081632653062,0.6666666666666666,
Juice Scruggs,juicescruggs,ScruJu00,00-0038936,juice-scruggs-1,2023,C,Penn St.,6-3,75.0,301.0,5.22,32.0,102.0,7.75,4.82,,1,1,0,nflverse_combine,,,,,,,,,,37.61831111111111,0.8888888888888888,
Noah Sewell,noahsewell,SeweNo00,00-0038390,noah-sewell-1,2023,LB,Oregon,6-2,74.0,246.0,4.64,33.0,115.0,,,27.0,1,1,0,nflverse_combine,,,,,,,,,,31.58108108108108,0.7777777777777778,
Justin Shorter,justinshorter,ShorJu00,00-0038590,justin-shorter-1,2023,WR,Florida,6-4,76.0,229.0,4.55,35.5,126.0,,,18.0,1,1,0,nflverse_combine,,,,,,,,,,27.87171052631579,0.7777777777777778,
Nesta Jade Silvera,nestajadesilvera,,,,2023,DT,Arizona St.,6-2,74.0,304.0,5.16,29.5,110.0,,,,1,1,0,nflverse_combine,,,,,,,,,,39.027027027027025,0.6666666666666666,
Trenton Simpson,trentonsimpson,SimpTr00,00-0038504,trenton-simpson-1,2023,LB,Clemson,6-2,74.0,235.0,4.43,,,,,25.0,1,1,0,nflverse_combine,,,,,,,,,,30.16891891891892,0.5555555555555556,
JL Skinner,jlskinner,SkinJL00,00-0038605,jl-skinner-1,2023,DB,Boise St.,6-4,76.0,209.0,,,,,,,1,1,0,nflverse_combine,,,,,,,,,,25.4375,0.3333333333333333,
Peter Skoronski,peterskoronski,SkorPe00,00-0039034,peter-skoronski-1,2023,OT,Northwestern,6-4,76.0,313.0,5.16,34.5,115.0,7.8,,,1,1,0,nflverse_combine,,,,,,,,,,38.0953947368421,0.7777777777777778,
