player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Mike Perish,14400,QB,INDIANA ST,2,2.65,2.55,3.15,4.8,83,191,75.0,36,37,7.4,1.86,0,2,5.1,67.6,25,12,7.4,38,45.8,2,0.32,0,,,,,69.0,73.3,74.8,,72.6,,,,,,0,0,40,52.6,8.3,93.2,2.6,1,0,0,1,1,1,2.5,229,6.2,58.6,29,38,14.3,3.31,0,3,7.7,44.7,17,21,0.0,45,54.2,0,-0.32,0,,,,,69.4,65.3,75.3,,67.6,,,51.6,,,1,0,46,33.3,23.8,81.5,11.1,5,2,0,8,2,0,0.0,224,5.9
Wade Freebeck,46432,QB,VANDERBILT,5,2.57,2.43,2.67,4.9,83,333,67.6,37,40,5.3,1.93,1,0,0.0,60.0,24,14,4.0,43,51.8,1,-0.44,0,,,,,69.2,55.2,75.0,,55.0,,,,,,2,1,43,41.9,21.4,67.5,7.0,3,0,0,0,1,2,4.7,168,4.2,35.7,28,32,16.4,3.26,1,3,8.8,31.3,10,17,0.0,40,48.2,0,-0.99,0,,,,,69.1,35.8,74.9,,39.3,,,47.9,,,1,4,42,20.0,23.5,15.6,10.0,4,4,0,2,0,4,9.5,208,6.5
Patton Robinette,37962,QB,VANDERBILT,6,2.9,2.65,3.65,4.71,81,333,67.6,34,36,8.6,1.98,1,0,0.0,61.1,22,8,4.3,36,44.4,1,-0.38,0,,,,,68.9,50.0,74.6,,50.0,,,,,,0,2,38,38.9,0.0,59.6,0.0,0,0,0,1,1,2,5.3,177,4.9,73.3,30,32,14.0,3.63,0,0,0.0,65.6,21,18,4.5,45,55.6,1,-0.15,0,,,,,69.6,50.1,11.2,,52.2,,,56.5,,,1,1,50,48.9,33.3,100.7,13.3,6,7,0,1,2,4,8.0,277,8.7
Chad Chalich,27637,QB,IDAHO,4,3.22,2.96,4.0,4.46,81,185,73.1,26,27,6.2,1.89,1,1,3.6,59.3,16,5,15.8,27,33.3,3,0.29,0,,,,,68.0,73.6,73.5,,72.9,,,,,,0,0,28,55.6,0.0,85.0,0.0,0,0,0,0,0,0,0.0,217,8.0,65.7,35,39,13.7,3.89,0,5,10.9,53.8,21,26,8.7,54,66.7,2,0.09,0,,,,,70.3,67.3,76.3,,62.4,,,69.4,,,0,2,61,48.1,11.5,73.1,5.6,3,12,0,4,2,3,4.9,285,7.3
Trenton Norvell,24813,QB,W ILLINOIS,2,2.3,2.17,2.93,4.95,78,345,78.6,42,43,4.3,1.65,1,0,0.0,72.1,31,10,6.1,44,56.4,2,0.31,0,,,,,34.3,63.2,75.2,,62.8,,,,,,0,0,45,50.0,10.0,94.1,2.3,1,0,0,0,1,2,4.4,250,5.8,56.5,23,27,12.7,3.14,1,2,7.4,40.7,11,17,15.4,34,43.6,2,-1.06,0,,,,,28.6,60.1,74.2,,63.3,,,51.2,,,0,2,34,26.5,29.4,28.3,14.7,5,2,0,3,0,3,8.8,150,5.6
Jalen Whitlow,14821,QB,E ILLINOIS,2,2.36,2.16,3.6,4.32,76,158,75.0,52,53,6.7,1.84,1,0,0.0,67.9,36,3,7.7,53,69.7,3,0.12,0,,,,,70.0,51.3,76.0,,51.2,,,,,,0,0,56,52.8,0.0,87.9,0.0,0,0,0,0,1,2,3.6,291,5.5,50.0,14,15,12.0,3.56,0,1,6.3,46.7,7,12,0.0,23,30.3,0,-0.28,0,,,,,67.6,57.4,73.0,,44.5,,,76.6,,,0,1,24,39.1,25.0,40.1,13.0,3,5,0,1,0,1,4.2,97,6.5
Kendal Thompson,11451,QB,UTAH,7,3.09,2.28,4.5,5.03,76,328,90.9,33,34,3.6,1.75,1,0,0.0,76.5,26,4,13.3,35,46.1,4,-0.05,0,,,,,68.6,80.0,74.3,,79.2,,,,,,0,1,35,45.7,25.0,91.4,2.9,1,0,0,0,1,0,0.0,229,6.7,55.6,18,18,17.4,4.23,0,0,0.0,33.3,6,19,40.0,41,53.9,4,-0.47,0,,,,,34.9,57.3,75.3,,64.0,,,51.7,,,0,1,46,31.7,42.1,47.2,19.5,8,15,0,0,1,1,2.2,95,5.3
Josh Woodrum,11253,QB,LIBERTY,2,2.1,2.02,2.9,3.57,75,206,76.9,52,53,4.8,1.62,0,1,1.8,62.3,33,8,17.5,53,70.7,7,0.08,0,,,,,70.1,70.0,76.1,,69.3,,,,,,0,2,57,45.3,0.0,79.0,0.0,0,0,0,1,2,1,1.8,359,6.8,56.3,16,17,20.8,3.25,0,3,17.6,41.2,7,10,22.2,22,29.3,2,0.19,0,,,,,67.4,88.2,72.7,,90.3,,,57.4,,,0,1,22,40.9,20.0,74.9,9.1,2,3,0,1,1,1,4.5,177,10.4
Greg McGhee,12419,QB,HOWARD,2,2.73,2.41,2.97,4.51,72,184,75.9,29,31,3.4,1.92,0,0,0.0,61.3,19,10,13.6,34,47.2,3,-0.43,0,,,,,68.7,65.9,74.4,,65.4,,,,,,1,0,36,29.4,30.0,74.5,8.8,3,0,0,1,0,1,2.8,159,5.1,42.9,21,25,11.0,3.44,0,0,0.0,28.0,7,27,22.2,38,52.8,2,-0.27,1,,,,,31.3,31.1,74.7,,27.3,,,67.3,,,1,1,39,31.6,14.8,23.9,10.5,4,9,0,3,0,5,12.8,81,3.2
Cody Thomas,12913,QB,OKLAHOMA,7,2.61,2.4,3.3,5.7,72,261,67.9,28,31,2.4,1.86,2,0,0.0,54.8,17,4,10.5,31,43.1,2,-0.11,0,,,,,68.5,49.7,74.1,,49.7,,,,,,1,1,33,45.2,0.0,77.2,0.0,0,0,0,0,2,1,3.0,159,5.1,43.8,32,35,13.1,3.17,0,0,0.0,37.1,13,11,7.1,41,56.9,1,-0.4,0,,,,,69.1,29.3,74.9,,30.5,,,48.0,,,0,3,42,31.7,18.2,19.1,4.9,2,4,0,3,0,2,4.8,183,5.2
Phillip Ely,19653,QB,TOLEDO,2,2.29,2.23,3.3,,72,316,74.4,39,41,4.3,1.81,1,1,2.4,58.5,24,8,17.2,43,59.7,5,-0.09,0,,,,,69.1,57.4,75.0,,57.1,,,,,,1,1,43,44.2,25.0,82.7,4.7,2,0,0,0,2,4,9.3,253,6.2,64.0,25,26,12.0,3.12,0,1,3.7,61.5,16,12,0.0,28,38.9,0,0.47,0,,,,,68.1,70.7,73.6,,70.1,,,,,,1,0,29,57.1,16.7,124.2,7.1,2,0,0,0,2,1,3.4,282,10.8
Kieran McDonagh,21282,QB,PORTLAND,2,2.13,2.09,3.17,,70,269,74.4,43,44,4.1,1.4,0,0,0.0,68.2,30,6,6.3,45,64.3,2,-0.16,0,,,,,69.5,55.9,75.4,,55.7,,,,,,0,0,48,40.0,16.7,80.6,2.2,1,0,0,1,0,1,2.1,229,5.2,52.6,19,23,18.8,3.46,0,2,7.4,34.8,8,16,20.0,25,35.7,2,-0.44,0,,,,,68.1,48.4,73.6,,48.4,,,,,,0,2,29,28.0,12.5,26.0,8.0,2,0,0,4,1,2,6.9,92,4.0
Stephen Rivers,16594,QB,VANDERBILT,4,2.52,2.5,2.2,4.4,69,333,40.0,35,37,11.5,1.94,1,2,5.3,35.1,13,8,7.1,38,55.1,1,-0.59,0,,,,,69.0,42.9,74.8,,43.1,,,,,,0,1,40,31.6,12.5,38.8,2.6,1,0,0,1,0,2,5.0,166,4.5,52.2,23,29,10.7,3.24,0,0,0.0,41.4,12,16,0.0,31,44.9,0,-1.03,1,,,,,68.3,42.9,74.0,,44.0,,,57.3,,,3,2,32,41.9,6.3,32.0,3.2,1,1,0,3,0,2,6.3,168,5.8
E.J. Hilliard,18127,QB,FIU,6,2.59,1.94,4.04,5.02,67,166,81.6,38,39,5.9,1.62,1,0,0.0,74.4,29,5,6.5,39,58.2,2,-0.06,1,,,,,68.9,64.3,74.7,,63.9,,,,,,0,0,39,48.7,0.0,99.4,0.0,0,0,0,0,1,1,2.6,251,6.4,55.6,9,10,17.7,3.95,0,1,8.3,50.0,5,18,0.0,28,41.8,0,-1.07,0,,,,,27.7,49.6,0.0,,52.8,,,56.8,,,0,0,31,25.0,66.7,81.3,42.9,12,6,0,1,0,1,3.2,90,9.0
Hunter Vaughn,38201,QB,S ALABAMA,4,2.68,2.53,3.45,4.63,66,288,72.2,36,37,6.1,1.97,1,0,0.0,70.3,26,10,0.0,37,56.1,0,-0.3,0,,,,,68.8,43.3,74.5,,43.5,,,,,,0,3,37,54.1,0.0,58.1,0.0,0,0,0,0,1,3,8.1,197,5.3,63.2,19,23,8.3,3.59,0,0,0.0,52.2,12,15,0.0,29,43.9,0,-0.77,1,,,,,28.0,29.3,0.0,,33.1,,,48.2,,,0,3,30,27.6,13.3,32.2,6.9,2,4,0,4,0,4,13.3,145,6.3
Jake Coker,10951,QB,ALABAMA,5,2.88,2.61,5.37,5.0,66,103,80.0,25,25,3.8,1.69,0,0,0.0,76.0,19,1,5.0,25,37.9,1,0.24,0,,,,,67.7,57.6,73.1,,57.4,,,,,,0,0,25,60.0,0.0,114.3,0.0,0,0,0,0,2,0,0.0,133,5.3,75.0,32,34,16.0,3.6,0,2,5.7,55.9,19,18,20.8,41,62.1,5,0.0,0,,,,,69.1,80.2,74.9,,79.4,,,63.3,,,0,0,42,48.8,16.7,101.3,7.3,3,4,0,2,2,1,2.4,270,7.9
Heys McMath,21611,QB,PRESBYTERN,3,2.15,2.02,3.09,3.2,64,271,69.8,43,46,4.1,1.84,0,1,2.0,63.0,29,8,3.3,47,73.4,1,-0.43,0,,,,,69.7,57.6,75.6,,57.3,,,,,,0,2,50,29.8,12.5,52.2,2.1,1,0,0,3,0,2,4.0,173,3.8,40.0,10,10,20.5,3.04,0,1,10.0,30.0,3,11,25.0,17,26.6,1,-1.07,0,,,,,27.9,33.5,72.0,,35.7,,,53.4,,,0,0,18,17.6,54.5,45.0,35.3,6,1,0,0,0,2,11.1,43,4.3
Jared Lebowitz,26965,QB,UNLV,3,2.67,2.65,3.3,,64,325,74.2,31,31,8.0,1.89,0,1,3.0,54.8,17,4,26.1,31,48.4,6,-0.15,0,,,,,68.5,61.7,74.1,,61.4,,,,,,0,0,33,29.0,0.0,85.8,0.0,0,0,0,0,1,1,3.0,203,6.5,42.3,26,31,17.0,3.41,1,0,0.0,25.8,8,14,27.3,33,51.6,3,-0.74,0,,,,,68.6,39.6,74.3,,39.9,,,,,,0,1,35,30.3,14.3,30.6,6.1,2,0,0,4,0,4,11.4,126,4.1
Zack Oliver,18691,QB,NWESTERN,4,2.65,2.49,3.35,4.28,64,256,66.7,27,27,7.4,2.01,0,2,6.7,55.6,15,4,16.7,27,42.2,3,0.5,0,,,,,68.2,81.1,73.7,,80.2,,,,,,0,0,30,51.9,0.0,86.0,0.0,0,0,0,0,1,1,3.3,164,6.1,63.3,30,30,15.8,3.12,0,3,9.4,50.0,15,15,21.1,37,57.8,4,-0.54,0,,,,,68.9,60.7,74.7,,65.2,,,49.1,,,0,3,39,32.4,13.3,43.5,5.4,2,5,0,0,1,2,5.1,203,6.8
Brandon Connette,13640,QB,FRESNO ST,3,2.95,2.72,3.93,4.35,63,169,66.7,21,23,3.9,1.8,2,0,0.0,52.2,12,3,14.3,23,36.5,2,-0.89,0,,,,,67.8,51.3,73.3,,51.3,,,,,,0,1,26,30.4,0.0,63.0,0.0,0,0,0,0,1,0,0.0,116,5.0,59.3,27,30,8.3,3.61,1,0,0.0,53.3,16,17,0.0,40,63.5,0,-0.2,1,,,,,69.1,39.9,4.2,,43.9,,,52.1,,,0,2,41,37.5,23.5,54.9,10.0,4,6,0,2,1,2,4.9,180,6.0
Zach Adkins,15824,QB,NWSTATE,2,2.37,2.07,2.87,4.92,63,257,66.7,39,41,9.6,1.84,1,0,0.0,56.1,23,14,11.5,43,68.3,3,-0.15,0,,,,,69.3,57.3,75.1,,57.1,,,,,,0,3,44,41.9,14.3,43.4,4.7,2,0,0,1,0,2,4.5,247,6.0,77.8,9,11,7.2,3.52,0,0,0.0,45.5,5,12,28.6,20,31.7,2,-0.35,0,,,,,67.1,54.7,72.4,,59.4,,,53.6,,,0,0,20,25.0,33.3,59.3,20.0,4,5,0,2,0,0,0.0,51,4.6
Michael Eubank,19235,QB,SAMFORD,2,2.87,2.57,3.36,4.36,62,282,73.7,19,22,3.3,1.91,1,0,0.0,63.6,14,6,0.0,22,35.5,0,-0.54,0,,,,,67.8,61.9,73.3,,61.5,,,,,,1,0,26,18.2,0.0,69.3,0.0,0,0,0,1,0,0,0.0,75,3.4,55.0,20,25,12.0,3.4,0,1,4.0,40.0,10,29,9.1,40,64.5,1,0.0,0,,,,,68.9,57.8,74.8,,46.3,,,76.9,,,1,3,40,45.0,27.6,28.7,20.0,8,7,0,4,1,3,7.5,117,4.7
Grant Rohach,46510,QB,IOWA STATE,2,2.7,2.51,4.63,4.2,61,193,61.8,34,36,7.0,1.88,1,0,0.0,52.8,19,3,9.5,37,60.7,2,-0.49,0,,,,,30.3,46.7,74.7,,46.7,,,,,,0,1,39,32.4,33.3,68.2,2.7,1,0,0,1,2,2,5.1,131,3.6,47.4,19,19,11.0,3.96,0,1,4.8,47.4,9,13,0.0,24,39.3,0,-0.27,0,,,,,26.3,53.7,73.3,,49.0,,,69.7,,,0,0,26,41.7,23.1,74.2,12.5,3,2,0,0,0,3,11.5,149,7.8
London Lacy,13737,QB,UC DAVIS,2,2.61,2.57,3.2,,60,322,73.5,34,34,5.3,1.94,0,0,0.0,67.6,23,4,8.0,35,58.3,2,-0.39,0,,,,,68.7,61.1,74.4,,60.8,,,,,,0,1,36,31.4,25.0,62.5,2.9,1,0,0,0,0,0,0.0,133,3.9,57.1,21,22,10.4,3.54,0,0,0.0,45.5,10,10,16.7,25,41.7,2,-0.42,0,,,,,67.8,50.7,73.3,,50.7,,,,,,0,1,26,32.0,30.0,59.1,12.0,3,0,0,1,1,2,7.7,121,5.5
Austin Whipple,30308,QB,UMASS,2,2.79,2.49,3.28,5.08,59,216,71.0,31,32,6.2,1.91,1,2,6.3,59.4,19,3,13.6,32,54.2,3,-0.29,0,,,,,68.4,55.2,74.0,,55.1,,,,,,0,2,32,50.0,0.0,62.6,0.0,0,0,0,0,1,3,9.4,205,6.4,42.9,14,16,15.8,3.83,1,0,0.0,37.5,6,15,0.0,27,45.8,0,-0.57,1,,,,,27.0,27.2,73.5,,29.3,,,39.2,,,0,1,28,29.6,40.0,78.1,22.2,6,5,0,1,2,3,10.7,120,7.5
Vernon Adams Jr.,20008,QB,E WASHGTON,1,2.95,2.6,3.8,4.57,59,161,87.5,24,25,8.3,1.83,1,2,7.7,76.0,19,3,9.5,26,44.1,2,1.11,0,,,,,68.0,91.1,73.5,,90.8,,,,,,0,0,28,65.4,33.3,149.2,3.8,1,0,0,0,4,0,0.0,265,10.6,60.0,20,21,17.2,3.84,0,2,9.5,57.1,12,11,0.0,33,55.9,0,0.57,0,,,,,68.6,62.4,74.3,,67.0,,,53.1,,,0,0,35,57.6,45.5,129.4,15.2,5,7,0,1,3,3,8.6,202,9.6
Ker-Sean Wilson,19177,QB,SVANNAH ST,2,2.76,2.54,3.3,5.0,58,286,75.0,24,25,3.4,1.95,0,0,0.0,60.0,15,7,16.7,26,44.8,3,-0.65,0,,,,,26.3,48.0,73.3,,47.9,,,,,,1,0,26,30.8,14.3,64.8,3.8,1,0,0,0,0,1,3.8,76,3.0,50.0,20,25,12.3,3.42,0,0,0.0,36.0,9,17,10.0,32,55.2,1,-0.39,0,,,,,68.7,46.7,74.4,,47.4,,,55.5,,,0,2,36,28.1,17.6,15.9,9.4,3,4,0,5,0,3,8.3,103,4.1
Caleb Rowe,18200,QB,MARYLAND,4,2.26,2.19,2.2,4.0,57,215,71.1,38,39,6.0,1.77,0,0,0.0,64.1,25,5,7.4,40,70.2,2,0.13,0,,,,,69.0,56.9,74.8,,56.7,,,,,,0,4,40,45.0,20.0,87.9,2.5,1,0,0,1,4,3,7.5,354,9.1,64.3,14,15,15.4,3.39,0,1,6.3,60.0,9,7,0.0,17,29.8,0,-0.04,0,,,,,66.8,63.9,72.0,,67.9,,,52.8,,,0,0,18,41.2,0.0,111.8,0.0,0,2,0,1,1,1,5.6,135,9.0
Sean Maguire,22742,QB,FLORIDA ST,4,2.94,2.7,3.87,5.95,57,167,85.7,21,21,5.5,2.05,0,0,0.0,71.4,15,5,16.7,21,36.8,3,0.43,0,,,,,67.2,72.8,72.5,,72.2,,,,,,0,1,21,52.4,0.0,72.5,0.0,0,0,0,0,0,1,4.8,155,7.4,52.4,21,28,12.6,3.45,2,1,3.4,35.7,10,23,9.1,36,63.2,1,-0.77,0,,,,,68.8,43.7,74.5,,49.6,,,43.1,,,4,1,37,22.2,26.1,55.4,16.7,6,2,0,1,1,3,8.1,178,6.4
Josh Greer,38105,QB,N TEXAS,3,2.61,2.55,3.18,,56,251,54.3,35,35,8.0,1.93,0,2,5.6,45.7,16,7,15.8,35,62.5,3,-0.97,0,,,,,68.7,48.4,74.4,,48.4,,,,,,0,2,36,22.9,0.0,28.9,0.0,0,0,0,0,0,1,2.8,87,2.5,57.1,14,16,9.1,3.73,1,0,0.0,50.0,8,16,0.0,21,37.5,0,-0.9,0,,,,,67.2,42.2,72.5,,42.3,,,,,,0,0,21,23.8,31.3,65.6,23.8,5,0,0,1,0,1,4.8,84,5.3
Neal Burcham,38131,QB,SMU,2,2.2,2.02,3.22,4.9,56,287,77.8,36,38,1.5,1.64,0,0,0.0,65.8,25,6,10.7,41,73.2,3,-0.93,0,,,,,31.8,49.3,74.9,,49.2,,,,,,0,0,41,26.8,50.0,71.8,7.3,3,0,0,2,0,1,2.4,136,3.6,40.0,10,11,12.2,3.75,0,0,0.0,18.2,2,8,50.0,15,26.8,2,-1.3,0,,,,,66.4,37.5,71.8,,39.0,,,57.3,,,0,2,17,26.7,37.5,0.0,20.0,3,1,0,1,0,2,11.8,22,2.0
Greg Hankerson Jr.,22834,QB,FAU,5,2.7,2.31,3.88,6.43,56,165,80.0,30,31,4.8,1.82,1,1,2.9,61.3,19,4,20.8,32,57.1,5,-0.69,0,,,,,68.6,73.3,74.3,,72.7,,,,,,0,0,35,34.4,25.0,81.5,3.1,1,0,0,0,1,1,2.9,131,4.2,20.0,15,16,18.0,3.89,0,0,0.0,18.8,3,10,0.0,24,42.9,0,-0.87,0,,,,,67.9,40.4,73.7,,30.5,67.3,,68.2,,,0,0,27,16.7,50.0,39.6,20.8,5,3,0,1,0,1,3.7,21,1.3
Austin Wilson,38034,QB,SYRACUSE,5,2.73,2.47,4.47,5.3,56,304,90.9,22,22,1.7,1.74,0,0,0.0,86.4,19,0,5.0,22,39.3,1,0.15,0,,,,,67.7,73.6,73.1,,73.0,,,,,,0,0,25,59.1,,92.2,0.0,0,0,0,0,0,1,4.0,135,6.1,34.6,26,28,15.8,3.37,0,1,3.4,32.1,9,16,0.0,34,60.7,0,-0.94,0,,,,,29.1,24.6,74.3,,25.0,,,51.0,,,0,4,35,23.5,18.8,6.8,8.8,3,3,0,2,0,8,22.9,118,4.2
Jarod Neal,19674,QB,TENN MARTN,2,2.48,2.35,4.27,4.0,55,310,84.0,25,25,5.8,1.79,0,1,3.8,80.0,20,1,4.8,25,45.5,1,0.22,0,,,,,67.8,70.5,73.3,,69.9,,,,,,0,0,26,60.0,0.0,92.2,0.0,0,0,0,0,0,0,0.0,153,6.1,54.2,24,26,16.0,3.05,0,0,0.0,42.3,11,17,15.4,30,54.5,2,0.04,0,,,,,68.2,43.4,73.9,,44.6,,,57.0,,,0,0,31,40.0,17.6,91.3,10.0,3,1,0,2,2,3,9.7,177,6.8
Mark Iannotti,37982,QB,S ILLINOIS,1,2.35,2.17,3.0,3.95,55,295,65.6,32,34,5.6,1.71,1,1,2.9,61.8,21,7,0.0,35,63.6,0,-0.08,0,,,,,68.7,45.7,74.4,,45.8,,,,,,0,0,36,40.0,14.3,74.3,2.9,1,0,0,1,0,1,2.8,169,5.0,58.3,12,14,9.8,3.46,0,0,0.0,42.9,6,14,14.3,20,36.4,1,-0.08,0,,,,,67.1,70.0,72.4,,60.0,,,74.3,,,1,1,20,40.0,14.3,38.7,10.0,2,4,0,1,0,0,0.0,103,7.4
Jeremiah Briscoe,27427,QB,UAB,6,2.68,2.57,3.0,4.7,53,321,45.8,24,25,7.0,1.95,1,0,0.0,44.0,11,5,0.0,26,49.1,0,-1.28,0,,,,,67.8,27.4,73.3,,27.6,,,,,,0,1,26,15.4,20.0,34.6,3.8,1,0,0,0,0,2,7.7,31,1.2,30.4,23,23,25.3,3.38,0,4,16.0,30.4,7,13,0.0,27,50.9,0,0.15,0,,,,,68.1,57.0,73.6,,59.0,,,53.8,,,0,3,29,29.6,15.4,79.5,7.4,2,2,0,0,3,3,10.3,326,14.2
KD Humphries,20162,QB,MURRAY ST,2,2.48,2.4,3.13,4.1,53,236,66.7,30,31,11.5,1.94,1,3,9.1,61.3,19,3,5.0,32,60.4,1,0.12,0,,,,,68.5,80.7,74.2,,79.8,,,,,,0,0,34,53.1,33.3,104.9,3.1,1,0,0,0,2,2,5.9,225,7.3,58.8,17,18,11.6,3.29,0,0,0.0,50.0,9,7,10.0,21,39.6,1,-0.1,0,,,,,67.4,52.8,72.7,,54.3,,,57.3,,,0,0,22,28.6,28.6,71.1,9.5,2,1,0,1,0,1,4.5,118,6.6
Jaylian Williamson,46482,QB,HAMPTON,1,2.64,2.45,3.43,4.65,53,178,88.5,26,26,2.8,1.71,0,1,3.7,88.5,23,5,0.0,27,50.9,0,0.73,0,,,,,27.0,56.3,73.5,,56.1,,,,,,0,0,28,63.0,20.0,145.7,3.7,1,0,0,0,3,1,3.6,253,9.7,61.1,18,19,17.6,3.61,0,2,10.5,47.4,9,12,18.2,26,49.1,2,-0.05,0,,,,,16.4,52.6,73.3,,54.9,,,53.8,,,0,1,26,38.5,41.7,53.4,19.2,5,2,0,1,0,4,15.4,154,8.1
Jordan Gehrke,21879,QB,COLORADO,4,2.87,2.51,4.35,5.38,52,143,56.5,23,24,4.4,1.93,1,0,0.0,50.0,12,2,7.7,24,46.2,1,-0.62,0,,,,,67.7,45.1,73.1,,45.2,,,,,,0,0,25,25.0,0.0,56.4,0.0,0,0,0,0,0,0,0.0,73,3.0,55.6,18,20,7.3,3.68,0,0,0.0,40.0,8,16,20.0,28,53.8,2,-0.47,1,,,,,68.0,60.9,73.5,,60.5,,,60.4,,,0,0,28,32.1,25.0,55.6,14.3,4,4,0,2,0,0,0.0,97,4.9
Zack Greenlee,46587,QB,FRESNO ST,3,3.35,2.97,3.65,5.28,51,169,82.4,17,19,6.0,1.77,2,1,5.3,63.2,12,1,14.3,19,37.3,2,-0.34,0,,,,,67.0,73.9,72.2,,73.3,,,,,,0,0,19,31.6,0.0,105.8,0.0,0,0,0,0,1,0,0.0,153,8.1,43.8,16,22,14.9,4.3,0,0,0.0,27.3,6,13,14.3,32,62.7,1,-0.4,0,,,,,68.4,30.4,74.0,,33.3,,,48.3,,,1,0,32,34.4,15.4,39.6,6.3,2,8,0,5,0,1,3.1,60,2.7
Quentin Williams,14116,QB,BETH COOK,2,3.08,2.34,3.17,4.93,51,119,70.6,17,18,4.0,1.85,1,0,0.0,55.6,10,3,16.7,19,37.3,2,0.45,0,,,,,67.1,63.1,72.4,,62.8,,,,,,0,0,20,57.9,33.3,76.2,5.3,1,0,0,0,0,0,0.0,120,6.7,63.6,11,11,16.3,3.81,0,1,8.3,63.6,7,22,0.0,32,62.7,0,-0.06,1,,,,,68.5,70.4,74.1,,72.3,,,61.2,,,0,0,33,34.4,45.5,135.0,31.3,10,11,0,0,1,0,0.0,131,11.9
Matt Floyd,20237,QB,S ALABAMA,3,2.57,2.4,3.48,4.65,50,288,62.1,29,29,10.6,2.09,0,2,6.7,41.4,12,3,33.3,29,58.0,6,-0.66,0,,,,,68.2,42.1,73.7,,42.3,,,,,,0,2,30,27.6,0.0,26.9,0.0,0,0,0,0,0,4,13.3,133,4.6,46.7,15,15,15.9,3.25,0,1,6.7,46.7,7,7,0.0,21,42.0,0,-0.66,0,,,,,67.2,45.2,72.5,,48.1,,,52.8,,,0,1,21,33.3,57.1,49.3,19.0,4,2,0,0,0,1,4.8,130,8.7
Brandon Harris,46538,QB,LSU,7,3.13,2.99,4.1,4.45,50,211,73.3,15,15,4.6,1.93,0,1,5.9,66.7,10,3,9.1,16,32.0,1,0.47,0,,,,,66.8,69.4,72.0,,69.0,,,,,,0,0,18,56.3,33.3,128.3,6.3,1,0,0,0,3,0,0.0,112,7.5,53.6,28,29,21.5,3.7,0,4,12.9,48.3,14,11,6.7,34,68.0,1,0.33,0,,,,,68.7,67.1,74.4,,64.1,,,68.5,,,0,2,36,44.1,27.3,92.2,8.8,3,2,0,1,3,2,5.6,307,10.6
Nick Bawden,27413,QB,S DIEGO ST,3,2.99,2.65,3.73,4.4,50,284,50.0,20,21,8.1,1.8,1,0,0.0,38.1,8,3,20.0,21,42.0,2,-0.37,0,,,,,67.2,32.3,72.5,,32.7,,,,,,0,1,21,42.9,0.0,27.1,0.0,0,0,0,0,0,1,4.8,66,3.1,47.1,17,18,16.9,3.86,0,0,0.0,27.8,5,12,37.5,29,58.0,3,-0.6,0,,,,,27.3,45.6,73.6,,52.0,,,48.2,,,0,1,29,31.0,25.0,41.2,10.3,3,8,0,1,1,2,6.9,81,4.5
Jordan Johnson,14691,QB,MONTANA,1,2.53,2.42,3.3,4.0,49,232,76.0,25,27,4.5,1.76,2,0,0.0,63.0,17,7,10.5,27,55.1,2,-0.01,0,,,,,67.9,41.5,73.4,,41.6,,,,,,0,0,27,44.4,0.0,87.3,0.0,0,0,0,0,1,3,11.1,132,4.9,60.0,15,18,15.3,3.48,0,0,0.0,38.9,7,7,22.2,22,44.9,2,-0.37,0,,,,,67.5,40.5,72.8,,39.7,,,58.3,,,0,0,23,31.8,14.3,47.0,4.5,1,3,0,3,0,2,8.7,53,2.9
