season,cfbd_id,player,position,team,conference,average_ppa_all,average_ppa_pass,average_ppa_rush,average_ppa_first_down,average_ppa_second_down,average_ppa_third_down,average_ppa_standard_downs,average_ppa_passing_downs,total_ppa_all,total_ppa_pass,total_ppa_rush,total_ppa_first_down,total_ppa_second_down,total_ppa_third_down,total_ppa_standard_downs,total_ppa_passing_downs,normalized_name,canonical_school
2020,4429665,Terrance Gipson,QB,SMU,AAC,0.31,0.478,0.185,0.555,-0.182,0.476,0.582,-0.369,2.173,1.434,0.739,1.111,-0.365,1.427,2.911,-0.738,terrance gipson,SMU
2024,4429665,Terrance Gipson,QB,Eastern Illinois,,0.561,0.561,,0.803,0.604,-0.273,0.688,0.281,17.936,17.936,0.0,12.048,7.254,-1.365,15.128,2.808,terrance gipson,Eastern Illinois
2014,514440,Terrel Hunt,QB,Syracuse,ACC,0.167,0.032,0.574,0.029,0.178,0.378,0.084,0.292,32.804,4.674,28.129,2.002,12.309,20.019,10.013,22.791,terrel hunt,Syracuse
2015,514440,Terrel Hunt,QB,Syracuse,ACC,-1.283,-1.61,-0.63,-0.417,-1.716,,-0.523,-2.803,-3.85,-3.22,-0.63,-0.417,-3.433,0.0,-1.047,-2.803,terrel hunt,Syracuse
2025,5301193,Terrell Russell,QB,Howard,,1.203,1.429,0.525,0.525,4.619,-0.166,0.525,1.429,4.812,4.287,0.525,0.525,4.619,-0.332,0.525,4.287,terrell russell,Howard
2018,4038940,Terry Wilson,QB,Kentucky,SEC,0.187,0.143,0.297,-0.036,0.36,0.254,0.071,0.366,66.664,36.419,30.246,-5.061,43.542,22.618,15.405,51.259,terry wilson,Kentucky
2019,4038940,Terry Wilson,QB,Kentucky,SEC,0.127,0.226,-0.176,0.174,-0.275,0.618,0.148,0.094,8.769,11.768,-2.998,4.867,-6.61,10.512,6.224,2.546,terry wilson,Kentucky
2020,4038940,Terry Wilson,QB,Kentucky,SEC,0.109,0.092,0.146,-0.038,0.132,0.326,-0.008,0.291,32.932,19.097,13.835,-4.449,12.413,27.371,-1.397,34.329,terry wilson,Kentucky
2021,4038940,Terry Wilson,QB,New Mexico,MWC,0.13,0.157,-0.006,0.225,-0.071,0.114,0.123,0.139,17.767,17.914,-0.146,12.159,-2.682,4.995,9.981,7.787,terry wilson,New Mexico
2017,4039390,Tevaka Tuioti,QB,New Mexico,MWC,0.117,0.05,0.426,-0.019,0.285,0.11,-0.16,0.449,17.018,5.936,11.083,-0.992,13.679,4.287,-12.625,29.643,tevaka tuioti,New Mexico
2018,4039390,Tevaka Tuioti,QB,New Mexico,MWC,0.606,0.777,0.067,0.113,0.665,1.24,0.069,1.222,35.126,34.191,0.935,2.035,15.299,18.598,2.133,32.993,tevaka tuioti,New Mexico
2019,4039390,Tevaka Tuioti,QB,New Mexico,MWC,0.142,0.073,0.491,0.094,0.145,0.327,0.082,0.227,34.618,14.987,19.631,9.316,10.457,21.899,11.694,22.923,tevaka tuioti,New Mexico
2020,4039390,Tevaka Tuioti,QB,New Mexico,MWC,0.359,0.194,1.06,0.253,0.205,0.407,0.48,0.171,28.322,12.426,15.896,7.839,4.921,8.548,23.016,5.305,tevaka tuioti,New Mexico
2023,4801301,Tevin Carter,QB,Memphis,AAC,0.496,1.7,-1.911,0.362,3.65,-0.25,1.024,-0.031,2.979,6.8,-3.821,0.362,7.299,-0.499,3.071,-0.092,tevin carter,Memphis
2024,4801301,Tevin Carter,QB,Tennessee State,,-0.078,0.131,-0.111,0.181,-0.134,0.321,-0.016,-0.239,-2.253,0.524,-2.777,1.628,-1.74,1.929,-0.342,-1.911,tevin carter,Tennessee State
2025,4801301,Tevin Carter,QB,Prairie View A&M,,0.22,0.128,0.5,-0.078,0.109,0.947,-0.018,0.601,27.471,11.281,17.982,-4.378,3.8,29.345,-1.383,28.855,tevin carter,Prairie View A&M
2019,4360846,Theo Day,QB,Michigan State,B1G,0.285,0.694,-0.944,1.038,-1.358,-0.944,0.285,,1.139,2.083,-0.944,1.038,-1.358,-0.944,1.139,0.0,theo day,Michigan State
2022,4360846,Theo Day,QB,Northern Iowa,,0.623,0.768,-0.076,0.393,0.591,1.019,0.597,0.678,141.337,144.302,-2.965,38.078,41.348,59.083,93.168,48.169,theo day,Northern Iowa
2023,4360846,Theo Day,QB,Northern Iowa,,0.404,0.475,-0.266,0.257,0.476,0.552,0.327,0.518,119.32,126.778,-7.458,29.544,45.224,43.029,57.157,62.163,theo day,Northern Iowa
2022,4773919,Thomas Castellanos,QB,UCF,AAC,0.304,0.017,0.734,-0.099,-0.439,1.278,0.045,0.502,9.123,0.314,8.809,-0.987,-3.952,14.062,0.585,8.538,thomas castellanos,UCF
2023,4773919,Thomas Castellanos,QB,Boston College,ACC,0.346,0.259,0.484,0.024,0.197,0.763,0.185,0.602,178.249,81.942,96.306,4.635,32.667,101.516,58.488,119.761,thomas castellanos,Boston College
2024,4773919,Thomas Castellanos,QB,Boston College,ACC,0.31,0.439,-0.003,0.078,0.24,0.521,0.208,0.443,77.139,77.338,-0.199,5.588,20.434,42.76,29.336,47.803,thomas castellanos,Boston College
2025,4773919,Thomas Castellanos,QB,Florida State,ACC,0.317,0.297,0.373,0.273,0.088,0.599,0.188,0.494,133.014,92.313,40.7,44.489,12.195,58.117,45.597,87.417,thomas castellanos,Florida State
2025,5142146,Thomas Gotkowski,QB,Miami (OH),MAC,0.064,0.044,0.212,0.06,0.033,0.238,-0.061,0.233,7.189,3.851,5.095,2.752,1.17,6.91,-3.982,11.171,thomas gotkowski,Miami (OH)
2023,5093930,Thomas Landry,QB,East Texas A&M,,-0.851,-0.851,,,-0.617,-1.043,-1.089,-0.772,-3.405,-3.405,0.0,0.0,-1.234,-1.043,-1.089,-2.317,thomas landry,East Texas A&M
2019,4036065,Thomas MacVittie,QB,Kansas,B12,-3.077,-3.077,,-3.077,,,-3.077,,-3.077,-3.077,0.0,-3.077,0.0,0.0,-3.077,0.0,thomas macvittie,Kansas
2020,4036065,Thomas MacVittie,QB,Kansas,B12,-0.236,-0.519,0.079,-0.532,-0.269,0.279,-0.637,0.21,-4.48,-5.19,0.71,-4.259,-1.615,1.393,-6.367,1.887,thomas macvittie,Kansas
2014,530478,Thomas Sirk,QB,Duke,ACC,0.508,0.518,0.505,-0.035,0.609,0.936,0.45,0.838,30.479,7.247,23.231,-0.691,9.134,15.915,22.933,7.546,thomas sirk,Duke
2015,530478,Thomas Sirk,QB,Duke,ACC,0.197,0.226,0.115,0.05,0.083,0.502,0.062,0.403,116.381,98.768,17.613,10.793,16.668,81.371,22.011,94.37,thomas sirk,Duke
2017,530478,Thomas Sirk,QB,East Carolina,AAC,0.2,0.193,0.228,0.045,0.022,0.484,0.123,0.313,61.122,47.906,13.216,5.249,1.901,42.617,22.599,38.523,thomas sirk,East Carolina
2015,3124371,Thomas Stuart,QB,Boise State,MWC,0.199,-0.097,0.459,-0.183,-0.168,0.656,0.324,-0.003,9.336,-2.129,11.465,-2.381,-3.024,8.526,9.393,-0.056,thomas stuart,Boise State
2016,3124371,Thomas Stuart,QB,Boise State,MWC,0.772,0.964,-0.193,,0.133,1.411,,0.772,4.63,4.822,-0.193,0.0,0.398,4.232,0.0,4.63,thomas stuart,Boise State
2015,550357,Thomas Woodson,QB,Akron,MAC,0.231,0.258,0.164,0.219,-0.089,0.627,0.184,0.311,96.161,76.823,19.338,38.969,-11.82,63.334,47.978,48.183,thomas woodson,Akron
2016,550357,Thomas Woodson,QB,Akron,MAC,0.262,0.343,-0.396,0.135,0.285,0.528,0.153,0.424,73.603,85.87,-12.267,17.577,23.368,33.263,25.674,47.929,thomas woodson,Akron
2017,550357,Thomas Woodson,QB,Akron,MAC,0.116,0.15,-0.208,-0.056,-0.032,0.551,0.051,0.21,35.961,42.189,-6.229,-7.495,-2.89,48.506,9.326,26.635,thomas woodson,Akron
2016,4047251,Thurston Rubin Jr.,QB,Mississippi Valley State,,-0.233,-0.056,-0.498,-0.023,-1.082,-0.019,-0.376,-0.019,-1.165,-0.169,-0.996,-0.046,-1.082,-0.038,-1.127,-0.038,thurston rubin,Mississippi Valley State
2014,546675,Tim Boyle,QB,UConn,AAC,-0.09,-0.044,-0.563,-0.157,-0.413,0.264,-0.027,-0.166,-6.183,-2.803,-3.38,-3.756,-7.025,7.115,-1.025,-5.158,tim boyle,UConn
2015,546675,Tim Boyle,QB,UConn,AAC,-0.022,0.007,-0.478,-0.33,0.226,0.362,-0.121,0.038,-1.458,0.454,-1.912,-5.605,4.961,8.336,-3.026,1.568,tim boyle,UConn
2017,546675,Tim Boyle,QB,Eastern Kentucky,,0.148,0.172,-0.247,-0.108,0.324,0.511,-0.107,0.528,12.898,14.133,-1.235,-4.77,7.452,10.216,-5.578,18.476,tim boyle,Eastern Kentucky
2014,512366,Tim Byerly,QB,Georgia Tech,ACC,0.657,0.771,0.622,-0.002,0.954,1.309,0.452,1.163,38.766,10.796,27.97,-0.057,17.175,18.323,18.998,19.768,tim byerly,Georgia Tech
2015,512366,Tim Byerly,QB,Georgia Tech,ACC,0.713,1.1,0.658,0.069,0.692,1.4,0.713,,5.706,1.1,4.606,0.138,2.769,2.8,5.706,0.0,tim byerly,Georgia Tech
2024,5126465,Tim Carpenter,QB,Tulsa,AAC,0.578,0.469,0.676,0.307,-0.006,1.247,0.52,0.739,10.981,4.224,6.757,2.15,-0.036,6.237,7.284,3.697,tim carpenter,Tulsa
2019,4367790,Tim DeMorat,QB,Fordham,,0.233,0.236,0.179,0.266,0.431,0.238,0.178,0.272,9.097,8.739,0.358,3.193,6.031,2.857,2.842,6.255,tim demorat,Fordham
2021,4367790,Tim DeMorat,QB,Fordham,,0.114,0.125,-0.296,0.195,0.412,-0.194,0.201,0.035,4.561,4.857,-0.296,2.735,4.528,-2.717,3.821,0.74,tim demorat,Fordham
2022,4367790,Tim DeMorat,QB,Fordham,,0.912,0.942,0.596,0.733,0.741,1.495,0.842,1.03,169.66,160.125,9.535,60.136,44.459,58.301,98.562,71.098,tim demorat,Fordham
2014,552353,Tim DiGiorgio,QB,Temple,AAC,-0.081,-0.081,,,,-0.081,,-0.081,-0.081,-0.081,0.0,0.0,0.0,-0.081,0.0,-0.081,tim digiorgio,Temple
2015,552353,Tim DiGiorgio,QB,Temple,AAC,-0.432,,-0.432,,,-0.432,-0.432,,-0.432,0.0,-0.432,0.0,0.0,-0.432,-0.432,0.0,tim digiorgio,Temple
2016,537643,Timarious Mitchell,QB,Austin Peay,,0.015,0.015,,-0.562,0.547,0.042,-0.124,0.131,0.165,0.165,0.0,-1.687,1.642,0.211,-0.621,0.786,timarious mitchell,Austin Peay
2021,4433969,Timmy McClain,QB,South Florida,AAC,0.211,0.243,0.123,-0.108,0.325,0.566,0.027,0.457,79.357,67.217,12.141,-15.669,41.904,52.027,5.715,73.642,timmy mcclain,South Florida
2023,4433969,Timmy McClain,QB,UCF,B12,0.438,0.524,0.155,0.299,0.302,0.887,0.261,0.77,61.763,56.641,5.122,20.308,11.47,24.842,24.049,37.714,timmy mcclain,UCF
2024,4433969,Timmy McClain,QB,Arkansas State,SBC,0.308,0.394,0.155,-0.171,0.133,1.272,0.266,0.431,12.01,9.84,2.17,-2.572,1.858,12.724,7.7,4.31,timmy mcclain,Arkansas State
2025,4433969,Timmy McClain,QB,Bethune-Cookman,,0.29,0.376,-0.069,0.138,0.35,0.559,0.142,0.521,40.256,42.125,-1.869,7.455,18.875,15.665,12.112,28.144,timmy mcclain,Bethune-Cookman
2023,4878286,Timothy Dorsey,QB,East Tennessee State,,-0.159,-0.582,0.561,-0.152,-0.19,-0.348,0.091,-0.359,-4.291,-9.902,5.611,-1.371,-1.137,-3.831,1.092,-5.383,timothy dorsey,East Tennessee State
2017,4250464,Tino Smith,QB,Savannah St,,-0.346,,-0.346,-0.575,,-0.117,-0.346,,-0.691,0.0,-0.691,-0.575,0.0,-0.117,-0.691,0.0,tino smith,Savannah St
2022,5096971,Tison Hill,QB,Texas Southern,,-0.207,0.254,-0.761,-1.294,-0.716,0.582,-1.078,0.29,-2.281,1.526,-3.807,-3.881,-1.431,2.909,-4.311,2.029,tison hill,Texas Southern
2021,4362896,Tj McMahon,QB,Rice,CUSA,-1.209,,-1.209,,,-1.209,,-1.209,-1.209,0.0,-1.209,0.0,0.0,-1.209,0.0,-1.209,tj mcmahon,Rice
2022,4362896,Tj McMahon,QB,Rice,CUSA,0.404,0.432,0.45,0.365,0.236,0.767,0.249,0.598,120.843,111.141,17.553,42.303,24.347,55.971,41.314,79.529,tj mcmahon,Rice
2023,4362896,Tj McMahon,QB,Marshall,SBC,0.752,0.752,,0.752,,,0.752,,0.752,0.752,0.0,0.752,0.0,0.0,0.752,0.0,tj mcmahon,Marshall
2023,5086596,Tobin O'Dell,QB,San Diego State,MWC,-0.014,-0.325,0.193,0.193,-0.614,-0.035,-0.009,-0.035,-0.07,-0.649,0.58,0.58,-0.614,-0.035,-0.035,-0.035,tobin odell,San Diego State
2017,4243276,Todd Centeio,QB,Temple,AAC,-0.099,-0.045,-0.207,-2.044,0.156,1.366,-0.757,0.559,-0.594,-0.18,-0.414,-4.087,0.312,1.366,-2.271,1.677,todd centeio,Temple
2018,4243276,Todd Centeio,QB,Temple,AAC,0.087,0.103,0.07,-0.318,-0.243,1.292,0.014,0.245,3.294,1.966,1.328,-4.45,-3.402,9.045,0.358,2.936,todd centeio,Temple
2019,4243276,Todd Centeio,QB,Temple,AAC,0.105,0.253,-0.084,-0.332,-0.108,0.677,0.142,0.051,9.378,12.643,-3.265,-11.959,-2.812,16.253,7.529,1.849,todd centeio,Temple
2020,4243276,Todd Centeio,QB,Colorado State,MWC,-0.038,0.009,-0.117,-0.205,0.208,0.381,-0.362,0.333,-2.253,0.324,-2.577,-4.501,3.944,6.103,-11.582,9.329,todd centeio,Colorado State
2021,4243276,Todd Centeio,QB,Colorado State,MWC,0.355,0.358,0.342,0.07,0.377,0.654,0.243,0.496,173.428,141.99,31.438,12.5,50.539,105.971,66.699,106.729,todd centeio,Colorado State
2022,4243276,Todd Centeio,QB,James Madison,SBC,0.485,0.506,0.411,0.302,0.596,0.719,0.36,0.688,179.053,146.162,32.891,45.898,67.922,66.868,82.04,97.013,todd centeio,James Madison
2016,552969,Todd Porter,QB,Eastern Michigan,MAC,0.195,0.204,0.16,0.134,0.091,0.493,0.247,0.121,35.651,29.573,6.078,8.018,6.119,26.618,26.47,9.181,todd porter,Eastern Michigan
2015,3916725,Tom Flacco,QB,Western Michigan,MAC,0.845,0.929,0.81,0.748,0.473,1.438,0.894,0.709,28.737,9.292,19.445,8.978,6.619,8.627,22.359,6.378,thomas flacco,Western Michigan
2016,3916725,Tom Flacco,QB,Western Michigan,MAC,-0.006,-1.162,0.139,1.045,-0.36,0.017,0.39,-0.797,-0.051,-1.162,1.111,2.09,-2.158,0.017,2.34,-2.39,thomas flacco,Western Michigan
2018,3916725,Tom Flacco,QB,Towson,,0.178,0.145,0.361,-0.194,0.604,0.529,-0.029,0.441,11.722,8.109,3.614,-5.234,13.896,7.411,-1.078,12.8,thomas flacco,Towson
2019,3916725,Tom Flacco,QB,Towson,,0.168,0.047,0.795,-0.239,0.498,0.31,-0.24,0.555,6.23,1.461,4.769,-3.347,6.476,3.1,-4.312,10.542,thomas flacco,Towson
2016,3925382,Tom Jewell,QB,Idaho State,,-0.493,-0.493,,-0.611,-0.327,-0.512,-0.735,-0.09,-3.943,-3.943,0.0,-1.223,-0.98,-1.024,-3.673,-0.27,thomas jewell,Idaho State
2019,3912536,Tom Stewart,QB,Rice,CUSA,0.129,0.141,0.068,0.144,0.003,0.24,0.137,0.116,26.355,23.961,2.395,12.206,0.119,15.353,16.861,9.494,thomas stewart,Rice
2014,533270,Tommy Armstrong Jr.,QB,Nebraska,B1G,0.218,0.246,0.139,0.032,0.154,0.496,0.099,0.378,106.261,88.585,17.676,5.947,24.247,69.486,27.656,78.606,thomas armstrong,Nebraska
2015,533270,Tommy Armstrong Jr.,QB,Nebraska,B1G,0.287,0.241,0.497,0.067,0.303,0.498,0.158,0.446,142.297,98.09,44.207,10.579,57.592,71.242,43.38,98.917,thomas armstrong,Nebraska
2016,533270,Tommy Armstrong Jr.,QB,Nebraska,B1G,0.321,0.328,0.302,0.039,0.202,0.618,0.148,0.536,130.288,97.988,32.3,4.459,30.477,82.248,33.32,96.969,thomas armstrong,Nebraska
2022,4876423,Tommy Brown,QB,Wagner,,-0.721,-0.749,-0.653,-1.041,-0.277,-0.405,-1.023,-0.319,-5.049,-3.744,-1.305,-3.122,-0.553,-0.405,-4.091,-0.958,thomas brown,Wagner
2023,4876423,Tommy Brown,QB,Wagner,,0.331,,0.331,,,0.331,,0.331,0.331,0.0,0.331,0.0,0.0,0.331,0.0,0.331,thomas brown,Wagner
2024,4876423,Tommy Brown,QB,Wagner,,-0.321,-0.321,,,-0.321,,,-0.321,-0.321,-0.321,0.0,0.0,-0.321,0.0,0.0,-0.321,thomas brown,Wagner
2018,4240391,Tommy DeVito,QB,Syracuse,ACC,-0.076,-0.086,-0.004,-0.12,0.09,-0.132,-0.175,0.061,-8.257,-8.211,-0.047,-4.429,3.677,-3.955,-11.047,2.79,thomas devito,Syracuse
2019,4240391,Tommy DeVito,QB,Syracuse,ACC,0.151,0.121,0.32,-0.07,0.171,0.544,-0.002,0.354,67.317,45.906,21.411,-11.162,24.957,70.24,-0.586,67.903,thomas devito,Syracuse
2020,4240391,Tommy DeVito,QB,Syracuse,ACC,-0.047,-0.067,0.054,-0.125,0.211,-0.047,-0.218,0.142,-6.479,-7.731,1.252,-5.771,10.131,-1.97,-15.882,9.403,thomas devito,Syracuse
2021,4240391,Tommy DeVito,QB,Syracuse,ACC,0.433,0.378,0.605,0.164,0.659,0.275,0.258,0.712,30.322,20.034,10.288,3.929,17.142,4.674,11.086,19.236,thomas devito,Syracuse
2022,4240391,Tommy DeVito,QB,Illinois,B1G,0.32,0.298,0.477,0.231,0.357,0.413,0.367,0.255,126.437,103.551,22.886,30.319,47.872,47.513,84.064,42.373,thomas devito,Illinois
2015,3921966,Tommy Fiedler,QB,Northern Illinois,MAC,0.006,0.035,-0.101,-0.052,-0.257,0.103,0.07,-0.049,0.35,1.665,-1.315,-1.193,-4.626,1.547,1.959,-1.609,thomas fiedler,Northern Illinois
2016,4051921,Tommy Hays,QB,Austin Peay,,0.554,0.673,0.424,0.439,0.138,0.832,0.428,0.79,12.742,8.081,4.66,3.955,0.828,5.827,6.423,6.318,thomas hays,Austin Peay
2018,4366961,Tommy Herion,QB,New Hampshire,,0.454,0.661,-1.202,-0.874,0.384,0.811,-0.874,0.833,4.083,5.285,-1.202,-1.747,1.537,1.622,-1.747,5.83,thomas herion,New Hampshire
2021,4366961,Tommy Herion,QB,New Hampshire,,-0.032,-0.032,,-0.362,0.548,-0.86,-0.76,0.697,-0.127,-0.127,0.0,-0.362,1.096,-0.86,-1.52,1.393,thomas herion,New Hampshire
2018,4039268,Tommy Lazzaro,QB,Central Michigan,MAC,0.115,0.038,0.256,-0.109,0.004,0.507,0.001,0.255,27.39,5.899,21.491,-9.508,0.331,35.012,0.103,27.287,thomas lazzaro,Central Michigan
2019,4039268,Tommy Lazzaro,QB,Central Michigan,MAC,0.468,0.079,0.579,0.085,0.516,0.459,0.55,0.28,16.842,0.63,16.212,0.683,5.681,7.35,13.757,3.085,thomas lazzaro,Central Michigan
2025,4874414,Tommy Lock,QB,Missouri,SEC,-0.402,-0.402,,,,-0.402,,-0.402,-0.402,-0.402,0.0,0.0,0.0,-0.402,0.0,-0.402,thomas lock,Missouri
2016,3912188,Tommy McKee,QB,William & Mary,,0.016,0.279,-0.115,0.325,,-0.138,-0.115,0.279,0.048,0.279,-0.231,0.325,0.0,-0.277,-0.231,0.279,thomas mckee,William & Mary
2017,3912188,Tommy McKee,QB,William & Mary,,0.359,0.129,0.573,0.029,0.531,0.069,0.096,0.805,9.693,1.674,8.02,0.317,4.247,0.415,1.639,8.055,thomas mckee,William & Mary
2022,4775196,Tommy Mellott,QB,Montana State,,0.355,0.343,0.379,0.21,0.385,0.644,0.272,0.538,80.56,52.519,28.041,22.718,29.277,27.035,42.375,38.186,thomas mellott,Montana State
2023,4775196,Tommy Mellott,QB,Montana State,,0.601,0.608,0.591,0.547,0.394,1.041,0.575,0.648,98.516,56.543,41.973,43.227,17.318,37.482,60.934,37.582,thomas mellott,Montana State
2024,4775196,Tommy Mellott,QB,Montana State,,0.654,0.571,0.894,0.387,0.768,1.036,0.514,0.995,249.703,162.075,87.628,65.088,82.133,101.484,139.294,110.409,thomas mellott,Montana State
2022,4878284,Tommy Rittenhouse,QB,Illinois State,,0.085,-0.029,0.308,0.176,0.094,-0.115,-0.091,0.268,4.507,-1.032,5.538,2.998,1.872,-1.724,-2.454,6.961,thomas rittenhouse,Illinois State
2023,4878284,Tommy Rittenhouse,QB,Illinois State,,0.494,0.645,0.14,0.046,0.248,0.694,0.289,0.727,14.808,13.544,1.264,0.365,2.981,5.551,4.632,10.176,thomas rittenhouse,Illinois State
2024,4878284,Tommy Rittenhouse,QB,Illinois State,,0.402,0.373,0.578,0.251,0.263,0.831,0.292,0.566,179.703,143.262,36.442,46.903,35.535,99.672,77.871,101.832,thomas rittenhouse,Illinois State
2025,4878284,Tommy Rittenhouse,QB,Illinois State,,0.268,0.291,0.172,0.113,0.337,0.496,0.177,0.425,151.971,141.661,13.281,26.989,59.594,67.02,63.171,88.799,thomas rittenhouse,Illinois State
2021,4579073,Tommy Schuster,QB,North Dakota,,0.488,0.488,,0.314,0.407,0.934,0.34,0.687,20.515,20.515,0.0,6.285,4.887,9.343,8.155,12.36,thomas schuster,North Dakota
2022,4579073,Tommy Schuster,QB,North Dakota,,0.355,0.373,0.229,0.128,0.419,0.782,0.254,0.5,137.177,126.185,10.992,21.239,51.986,64.915,57.615,79.562,thomas schuster,North Dakota
2023,4579073,Tommy Schuster,QB,North Dakota,,0.318,0.319,0.31,0.219,0.199,0.643,0.287,0.368,105.176,94.026,11.15,32.23,19.853,48.859,59.163,46.013,thomas schuster,North Dakota
2024,4579073,Tommy Schuster,QB,Michigan State,B1G,0.065,-0.051,1.38,-0.016,-0.368,0.556,0.228,-0.174,2.413,-1.727,4.139,-0.262,-3.316,5.558,5.018,-2.606,thomas schuster,Michigan State
2016,3791110,Tommy Stevens,QB,Penn State,B1G,0.419,0.069,0.49,0.504,0.438,0.747,0.258,0.905,10.067,0.276,9.79,6.554,2.626,2.99,4.636,5.431,thomas stevens,Penn State
2017,3791110,Tommy Stevens,QB,Penn State,B1G,0.429,0.153,0.881,0.391,0.468,0.466,0.323,0.656,28.304,6.291,22.013,12.892,11.222,4.19,14.527,13.777,thomas stevens,Penn State
2018,3791110,Tommy Stevens,QB,Penn State,B1G,-0.066,-0.527,0.218,-0.36,-0.113,0.493,-0.274,0.521,-2.762,-8.435,5.673,-7.196,-1.464,3.945,-8.494,5.732,thomas stevens,Penn State
2019,3791110,Tommy Stevens,QB,Mississippi State,SEC,0.278,0.213,0.449,0.168,0.358,0.499,0.332,0.195,67.622,37.569,30.053,16.589,31.13,25.462,48.859,18.763,thomas stevens,Mississippi State
2023,5082965,Tommy Ulatowski,QB,Kent State,MAC,0.171,0.157,0.217,-0.076,0.394,-0.009,0.155,0.191,27.36,19.103,8.257,-3.895,22.45,-0.396,13.451,13.909,thomas ulatowski,Kent State
2024,5082965,Tommy Ulatowski,QB,Kent State,MAC,0.273,0.31,0.083,0.021,0.373,0.456,0.056,0.483,51.614,49.053,2.561,1.397,23.152,23.267,5.24,46.374,thomas ulatowski,Kent State
2025,5082965,Tommy Ulatowski,QB,Kennesaw State,CUSA,-0.243,-0.244,-0.236,-0.685,-0.19,-0.096,-0.438,0.147,-1.456,-1.22,-0.236,-1.37,-0.381,-0.096,-1.751,0.295,thomas ulatowski,Kennesaw State
2022,5086865,Tony Bartalo,QB,Charleston Southern,,0.155,0.14,0.244,-0.109,0.174,0.465,-0.123,0.46,20.494,15.859,4.635,-4.909,7.296,18.609,-8.499,28.994,anthony bartalo,Charleston Southern
2023,5086865,Tony Bartalo,QB,Charleston Southern,,-0.054,0.019,-0.327,-0.865,-0.382,0.483,-0.081,-0.034,-1.021,0.286,-1.307,-4.326,-1.526,4.832,-0.647,-0.374,anthony bartalo,Charleston Southern
2014,513615,Tony Daniel,QB,Buffalo,MAC,0.787,0.663,1.095,-0.153,-0.516,2.433,-0.388,1.668,16.519,9.95,6.569,-0.767,-3.098,19.467,-3.494,20.013,anthony daniel,Buffalo
2015,513615,Tony Daniel,QB,Buffalo,MAC,0.87,0.455,1.909,0.209,1.092,0.353,1.282,0.321,6.093,2.275,3.817,0.418,2.184,0.705,5.13,0.963,anthony daniel,Buffalo
2016,3910040,Tony Dawson,QB,Houston Christian,,0.144,-0.112,1.075,0.217,-0.301,0.589,-0.067,0.291,7.323,-4.499,11.823,1.951,-5.727,12.967,-1.406,8.729,anthony dawson,Houston Christian
2021,4775264,Tony Muskett,QB,Monmouth,,0.131,0.035,2.32,0.103,-0.261,-0.115,-0.043,0.466,5.364,1.332,4.641,1.654,-3.129,-1.032,-1.164,6.528,anthony muskett,Monmouth
2022,4775264,Tony Muskett,QB,Monmouth,,0.495,0.523,0.374,0.18,0.439,0.984,0.347,0.751,129.79,111.823,17.967,20.919,34.647,56.075,57.676,72.114,anthony muskett,Monmouth
2023,4775264,Tony Muskett,QB,Virginia,ACC,0.192,0.235,0.024,-0.048,0.452,0.318,0.098,0.358,39.259,38.259,1.0,-4.625,21.226,17.516,12.769,26.49,anthony muskett,Virginia
2024,4775264,Tony Muskett,QB,Virginia,ACC,0.369,0.171,1.121,0.028,0.473,0.71,0.308,0.479,37.252,13.702,23.551,1.138,14.678,17.038,20.008,17.244,anthony muskett,Virginia
2015,546646,Tra'Von Chapman,QB,Akron,MAC,-0.179,-0.198,-0.156,-0.198,-0.299,0.024,-0.156,-0.206,-11.818,-7.136,-4.682,-5.336,-6.872,0.391,-5.633,-6.184,travon chapman,Akron
2016,546646,Tra'Von Chapman,QB,Akron,MAC,0.104,0.011,0.386,0.017,0.24,0.062,0.032,0.226,17.129,1.305,15.824,1.171,11.779,2.684,3.368,13.761,travon chapman,Akron
2017,546646,Tra'Von Chapman,QB,Akron,MAC,0.349,0.365,-0.922,0.086,0.051,0.716,0.225,0.497,27.574,28.496,-0.922,2.331,0.913,24.329,9.677,17.897,travon chapman,Akron
2023,5081178,Trace Campbell,QB,UAB,AAC,0.478,0.167,0.945,0.288,0.084,0.173,0.905,-0.161,7.176,1.507,5.67,1.44,0.251,0.693,8.142,-0.966,trace campbell,UAB
2024,5081178,Trace Campbell,QB,UAB,AAC,0.386,-0.55,0.948,-0.062,-0.607,1.108,0.203,0.935,3.091,-1.649,4.741,-0.125,-1.215,4.43,1.22,1.871,trace campbell,UAB
2015,3116172,Trace McSorley,QB,Penn State,B1G,0.172,0.158,0.22,-0.105,-0.343,0.154,0.033,0.317,9.124,6.49,2.634,-1.568,-4.454,2.773,0.889,8.235,trace mcsorley,Penn State
2016,3116172,Trace McSorley,QB,Penn State,B1G,0.35,0.422,0.116,0.19,0.483,0.426,0.187,0.576,186.064,171.699,14.366,39.07,91.323,53.261,57.699,128.365,trace mcsorley,Penn State
2017,3116172,Trace McSorley,QB,Penn State,B1G,0.333,0.355,0.252,0.091,0.285,0.824,0.116,0.698,198.14,166.615,31.525,21.624,60.441,109.658,43.096,155.044,trace mcsorley,Penn State
2018,3116172,Trace McSorley,QB,Penn State,B1G,0.173,0.105,0.352,0.086,0.173,0.354,0.138,0.234,91.631,40.218,51.413,19.956,28.435,44.938,46.186,45.445,trace mcsorley,Penn State
