rank,player,position,posg,college,team,round,pick,age,draft_prior,football_score,profile_lift,pre_draft_prob_v6,early_evidence_prob,early_evidence_weight,success_prob_v6,model_confidence,feature_completeness,football_features_used_count,duplicate_count,data_flags,top_features_used,pre_draft_prob,success_prob,ras_score,pffx_yprr,pffx_g_off
358,Nash Hutmacher,DL,DL,Nebraska,TB,,,,0.035,0,0,0.035,,0,0.035,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.0,0.0,7.4,,
359,Luke Elkin,LS,ST,Iowa,CHI,,,,0.005,0.333,0.03,0.035,,0,0.035,0.68,0.667,2,1,missing_pick;missing_age;too_few_football_features,ras_score|pffx_g_off,0.009,0.009,8.76,,60.0
360,Donte Kent,CB,DB,Central Michigan,PIT,7.0,229.0,23.0,0.05,-0.168,-0.015,0.035,,0,0.035,0.75,0.333,1,1,too_few_football_features,ras_score|age,0.067,0.05,7.54,,
361,LaMareon James,CB,DB,TCU; Old Dominion,NYG,,,,0.03,0.051,0.005,0.035,,0,0.035,0.68,0.667,2,1,missing_pick;missing_age;too_few_football_features,ras_score|pffx_g_off,0.003,0.003,7.82,,60.0
362,Stephen Gosnell,WR,WR,Virginia Tech; North Carolina,BUF,,,,0.045,-0.066,-0.011,0.034,,0,0.034,0.815,0.923,597,1,missing_pick;missing_age,ras_score|pffx_yprr|pffx_g_off|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avg_depth_of_target|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_caught_percent|pff_receiving_concept_screen_contested_receptions|pff_receiving_concept_screen_contested_targets|pff_receiving_concept_screen_drops|pff_receiving_concept_screen_epa|pff_receiving_concept_screen_first_downs|pff_receiving_concept_screen_fumbles|pff_receiving_concept_screen_grades_pass_route|pff_receiving_concept_screen_interceptions|pff_receiving_concept_screen_longest|pff_receiving_concept_screen_pass_block_rate|pff_receiving_concept_screen_pass_blocks|pff_receiving_concept_screen_pass_plays|pff_receiving_concept_screen_positive_epa_percent|pff_receiving_concept_screen_receptions|pff_receiving_concept_screen_route_rate|pff_receiving_concept_screen_routes|pff_receiving_concept_screen_targeted_qb_rating|pff_receiving_concept_screen_targets|pff_receiving_concept_screen_targets_percent|pff_receiving_concept_screen_touchdowns|pff_receiving_concept_screen_yards|pff_receiving_concept_screen_yards_after_catch|pff_receiving_concept_screen_yprr|pff_receiving_concept_slot_avg_depth_of_target|pff_receiving_concept_slot_avoided_tackles|pff_receiving_concept_slot_caught_percent,0.0,0.0,6.81,21.18,64.9
363,Leander Wiegand,OT,OL,UCF,NYJ,,,,0.045,-0.118,-0.011,0.034,,0,0.034,0.182,0.019,1,1,missing_pick;missing_age;too_few_football_features;low_position_feature_completeness,ras_score,0.0,0.0,7.91,,
364,Bryce Cabeldue,OT,OL,Kansas,SEA,6.0,192.0,24.0,0.065,-0.111,-0.031,0.034,,0,0.034,0.85,0.5,27,1,,ras_score|pffx_g_off|pff_offense_blocking_block_percent|pff_offense_blocking_declined_penalties|pff_offense_blocking_grades_offense|pff_offense_blocking_grades_pass_block|pff_offense_blocking_grades_run_block|pff_offense_blocking_hits_allowed|pff_offense_blocking_hurries_allowed|pff_offense_blocking_non_spike_pass_block|pff_offense_blocking_non_spike_pass_block_percentage|pff_offense_blocking_pass_block_percent|pff_offense_blocking_pbe|pff_offense_blocking_penalties|pff_offense_blocking_pressures_allowed|pff_offense_blocking_sacks_allowed|pff_offense_blocking_snap_counts_block|pff_offense_blocking_snap_counts_ce|pff_offense_blocking_snap_counts_lg|pff_offense_blocking_snap_counts_lt|pff_offense_blocking_snap_counts_offense|pff_offense_blocking_snap_counts_pass_block|pff_offense_blocking_snap_counts_pass_play|pff_offense_blocking_snap_counts_rg|pff_offense_blocking_snap_counts_rt|pff_offense_blocking_snap_counts_run_block|pff_offense_blocking_snap_counts_te|age,0.096,0.07,9.91,,71.6
365,Dante Barnett,DE,DL,Dickinson College,GB,,,,0.035,-0.013,-0.001,0.034,,0,0.034,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.0,0.0,7.38,,
366,Elliott Davison,SAF,DB,Texas-San Antonio,NO,,,,0.03,0.041,0.004,0.034,,0,0.034,0.68,0.667,2,1,missing_pick;missing_age;too_few_football_features,ras_score|pffx_g_off,0.003,0.003,7.8,,60.0
367,Shemar James,LB,LB,Florida,DAL,5.0,152.0,21.0,0.045,-0.126,-0.011,0.034,,0,0.034,0.75,0.333,1,1,too_few_football_features,ras_score|age,0.245,0.299,5.66,,
368,Trace Ford,LB,LB,Oklahoma; Oklahoma State,NYG,,,,0.025,0.093,0.008,0.033,,0,0.033,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.003,0.003,8.32,,
369,Kyrese Rowan,WR,WR,Utah State; Utah,DEN,,,,0.045,-0.073,-0.012,0.033,,0,0.033,0.815,0.966,625,1,missing_pick;missing_age,ras_score|pffx_yprr|pffx_g_off|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avg_depth_of_target|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_caught_percent|pff_receiving_concept_screen_contested_receptions|pff_receiving_concept_screen_contested_targets|pff_receiving_concept_screen_drop_rate|pff_receiving_concept_screen_drops|pff_receiving_concept_screen_epa|pff_receiving_concept_screen_first_downs|pff_receiving_concept_screen_fumbles|pff_receiving_concept_screen_grades_hands_drop|pff_receiving_concept_screen_grades_pass_route|pff_receiving_concept_screen_interceptions|pff_receiving_concept_screen_longest|pff_receiving_concept_screen_pass_block_rate|pff_receiving_concept_screen_pass_blocks|pff_receiving_concept_screen_pass_plays|pff_receiving_concept_screen_positive_epa_percent|pff_receiving_concept_screen_receptions|pff_receiving_concept_screen_route_rate|pff_receiving_concept_screen_routes|pff_receiving_concept_screen_targeted_qb_rating|pff_receiving_concept_screen_targets|pff_receiving_concept_screen_targets_percent|pff_receiving_concept_screen_touchdowns|pff_receiving_concept_screen_yards|pff_receiving_concept_screen_yards_after_catch|pff_receiving_concept_screen_yards_after_catch_per_reception|pff_receiving_concept_screen_yards_per_reception,0.0,0.0,7.63,8.4,85.6
370,Silas Bolden,WR,WR,Texas; Oregon State,HOU,,,,0.045,-0.074,-0.012,0.033,,0,0.033,0.815,0.913,591,1,missing_pick;missing_age,ras_score|pffx_yprr|pffx_g_off|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avg_depth_of_target|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_caught_percent|pff_receiving_concept_screen_contested_receptions|pff_receiving_concept_screen_contested_targets|pff_receiving_concept_screen_drop_rate|pff_receiving_concept_screen_drops|pff_receiving_concept_screen_epa|pff_receiving_concept_screen_first_downs|pff_receiving_concept_screen_fumbles|pff_receiving_concept_screen_grades_hands_drop|pff_receiving_concept_screen_grades_pass_route|pff_receiving_concept_screen_interceptions|pff_receiving_concept_screen_longest|pff_receiving_concept_screen_pass_block_rate|pff_receiving_concept_screen_pass_blocks|pff_receiving_concept_screen_pass_plays|pff_receiving_concept_screen_positive_epa_percent|pff_receiving_concept_screen_receptions|pff_receiving_concept_screen_route_rate|pff_receiving_concept_screen_routes|pff_receiving_concept_screen_targeted_qb_rating|pff_receiving_concept_screen_targets|pff_receiving_concept_screen_targets_percent|pff_receiving_concept_screen_touchdowns|pff_receiving_concept_screen_yards|pff_receiving_concept_screen_yards_after_catch|pff_receiving_concept_screen_yards_after_catch_per_reception|pff_receiving_concept_screen_yards_per_reception,0.003,0.003,2.68,15.57,84.0
371,Cody Lindenberg,LB,LB,Minnesota,LVR,7.0,222.0,23.0,0.045,-0.132,-0.012,0.033,,0,0.033,0.75,0.333,1,1,too_few_football_features,ras_score|age,0.048,0.039,8.17,,
372,Beaux Collins,WR,WR,Notre Dame; Clemson,NYG,,,,0.045,-0.075,-0.012,0.033,,0,0.033,0.815,0.977,632,1,missing_pick;missing_age,ras_score|pffx_yprr|pffx_g_off|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avg_depth_of_target|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_caught_percent|pff_receiving_concept_screen_contested_receptions|pff_receiving_concept_screen_contested_targets|pff_receiving_concept_screen_drop_rate|pff_receiving_concept_screen_drops|pff_receiving_concept_screen_epa|pff_receiving_concept_screen_first_downs|pff_receiving_concept_screen_fumbles|pff_receiving_concept_screen_grades_hands_drop|pff_receiving_concept_screen_grades_pass_route|pff_receiving_concept_screen_interceptions|pff_receiving_concept_screen_longest|pff_receiving_concept_screen_pass_block_rate|pff_receiving_concept_screen_pass_blocks|pff_receiving_concept_screen_pass_plays|pff_receiving_concept_screen_positive_epa_percent|pff_receiving_concept_screen_receptions|pff_receiving_concept_screen_route_rate|pff_receiving_concept_screen_routes|pff_receiving_concept_screen_targeted_qb_rating|pff_receiving_concept_screen_targets|pff_receiving_concept_screen_targets_percent|pff_receiving_concept_screen_touchdowns|pff_receiving_concept_screen_yards|pff_receiving_concept_screen_yards_after_catch|pff_receiving_concept_screen_yards_after_catch_per_reception|pff_receiving_concept_screen_yards_per_reception,0.009,0.009,9.09,11.64,59.8
373,DJ Giddens,RB,RB,Kansas St.,IND,5.0,151.0,22.0,0.035,-0.007,-0.002,0.033,,0,0.033,0.85,0.86,592,1,,ras_score|pffx_yprr|pffx_g_off|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avg_depth_of_target|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_caught_percent|pff_receiving_concept_screen_contested_receptions|pff_receiving_concept_screen_contested_targets|pff_receiving_concept_screen_drop_rate|pff_receiving_concept_screen_drops|pff_receiving_concept_screen_epa|pff_receiving_concept_screen_first_downs|pff_receiving_concept_screen_fumbles|pff_receiving_concept_screen_grades_hands_drop|pff_receiving_concept_screen_grades_pass_route|pff_receiving_concept_screen_interceptions|pff_receiving_concept_screen_longest|pff_receiving_concept_screen_pass_block_rate|pff_receiving_concept_screen_pass_blocks|pff_receiving_concept_screen_pass_plays|pff_receiving_concept_screen_positive_epa_percent|pff_receiving_concept_screen_receptions|pff_receiving_concept_screen_route_rate|pff_receiving_concept_screen_routes|pff_receiving_concept_screen_targeted_qb_rating|pff_receiving_concept_screen_targets|pff_receiving_concept_screen_targets_percent|pff_receiving_concept_screen_touchdowns|pff_receiving_concept_screen_yards|pff_receiving_concept_screen_yards_after_catch|pff_receiving_concept_screen_yards_after_catch_per_reception|pff_receiving_concept_screen_yards_per_reception,0.218,0.148,9.78,45.0,87.0
374,JJ Galbreath,TE,TE,South Dakota,PIT,,,,0.015,0.194,0.017,0.033,,0,0.033,0.148,0.001,1,1,missing_pick;missing_age;too_few_football_features;low_position_feature_completeness,ras_score,0.0,0.0,8.41,,
375,Hal Presley,WR,WR,Baylor,TEN,,,,0.045,-0.079,-0.013,0.032,,0,0.032,0.815,0.943,610,1,missing_pick;missing_age,ras_score|pffx_yprr|pffx_g_off|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avg_depth_of_target|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_caught_percent|pff_receiving_concept_screen_contested_receptions|pff_receiving_concept_screen_contested_targets|pff_receiving_concept_screen_drop_rate|pff_receiving_concept_screen_drops|pff_receiving_concept_screen_epa|pff_receiving_concept_screen_first_downs|pff_receiving_concept_screen_fumbles|pff_receiving_concept_screen_grades_hands_drop|pff_receiving_concept_screen_grades_pass_route|pff_receiving_concept_screen_interceptions|pff_receiving_concept_screen_longest|pff_receiving_concept_screen_pass_block_rate|pff_receiving_concept_screen_pass_blocks|pff_receiving_concept_screen_pass_plays|pff_receiving_concept_screen_positive_epa_percent|pff_receiving_concept_screen_receptions|pff_receiving_concept_screen_route_rate|pff_receiving_concept_screen_routes|pff_receiving_concept_screen_targeted_qb_rating|pff_receiving_concept_screen_targets|pff_receiving_concept_screen_targets_percent|pff_receiving_concept_screen_touchdowns|pff_receiving_concept_screen_yards|pff_receiving_concept_screen_yards_after_catch|pff_receiving_concept_screen_yards_after_catch_per_reception|pff_receiving_concept_screen_yards_per_reception,0.009,0.009,5.96,11.69,70.0
376,Jeffrey Bassa,LB,LB,Oregon,KAN,5.0,156.0,22.0,0.045,-0.141,-0.013,0.032,,0,0.032,0.75,0.667,2,1,too_few_football_features,ras_score|pffx_g_off|age,0.091,0.101,6.83,,60.0
377,Sal Wormley,G,OL,Penn State,JAX,,,,0.045,-0.083,-0.013,0.032,,0,0.032,0.815,0.5,27,1,missing_pick;missing_age,ras_score|pffx_g_off|pff_offense_blocking_block_percent|pff_offense_blocking_declined_penalties|pff_offense_blocking_grades_offense|pff_offense_blocking_grades_pass_block|pff_offense_blocking_grades_run_block|pff_offense_blocking_hits_allowed|pff_offense_blocking_hurries_allowed|pff_offense_blocking_non_spike_pass_block|pff_offense_blocking_non_spike_pass_block_percentage|pff_offense_blocking_pass_block_percent|pff_offense_blocking_pbe|pff_offense_blocking_penalties|pff_offense_blocking_pressures_allowed|pff_offense_blocking_sacks_allowed|pff_offense_blocking_snap_counts_block|pff_offense_blocking_snap_counts_ce|pff_offense_blocking_snap_counts_lg|pff_offense_blocking_snap_counts_lt|pff_offense_blocking_snap_counts_offense|pff_offense_blocking_snap_counts_pass_block|pff_offense_blocking_snap_counts_pass_play|pff_offense_blocking_snap_counts_rg|pff_offense_blocking_snap_counts_rt|pff_offense_blocking_snap_counts_run_block|pff_offense_blocking_snap_counts_te,0.0,0.0,5.19,,61.4
378,Eugene Asante,LB,LB,Auburn; North Carolina,ATL,,,,0.025,0.074,0.007,0.032,,0,0.032,0.68,0.667,2,1,missing_pick;missing_age;too_few_football_features,ras_score|pffx_g_off,0.012,0.012,8.4,,60.0
379,Reuben Lowery,DB,DB,Tennessee-Chattanooga,IND,,,,0.03,0.015,0.001,0.031,,0,0.031,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.0,0.0,7.74,,
380,Ale Kaho,LB,LB,UCLA; Alabama,WAS,,,,0.025,0.071,0.006,0.031,,0,0.031,0.68,0.667,2,1,missing_pick;missing_age;too_few_football_features,ras_score|pffx_g_off,0.012,0.012,7.34,,76.3
381,Kevin Knowles,DB,DB,Florida State,KC,,,,0.03,0.005,0,0.03,,0,0.03,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.003,0.003,7.68,,
382,Seth Coleman,DE,DL,Illinois,MIA,,,,0.035,-0.053,-0.005,0.03,,0,0.03,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.0,0.0,7.16,,
383,Jahdae Walker,WR,WR,Texas A&M; Grand Valley,CHI,,,,0.045,-0.093,-0.015,0.03,,0,0.03,0.815,0.947,613,1,missing_pick;missing_age,ras_score|pffx_yprr|pffx_g_off|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avg_depth_of_target|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_caught_percent|pff_receiving_concept_screen_contested_receptions|pff_receiving_concept_screen_contested_targets|pff_receiving_concept_screen_drop_rate|pff_receiving_concept_screen_drops|pff_receiving_concept_screen_epa|pff_receiving_concept_screen_first_downs|pff_receiving_concept_screen_fumbles|pff_receiving_concept_screen_grades_hands_drop|pff_receiving_concept_screen_grades_pass_route|pff_receiving_concept_screen_interceptions|pff_receiving_concept_screen_longest|pff_receiving_concept_screen_pass_block_rate|pff_receiving_concept_screen_pass_blocks|pff_receiving_concept_screen_pass_plays|pff_receiving_concept_screen_positive_epa_percent|pff_receiving_concept_screen_receptions|pff_receiving_concept_screen_route_rate|pff_receiving_concept_screen_routes|pff_receiving_concept_screen_targeted_qb_rating|pff_receiving_concept_screen_targets|pff_receiving_concept_screen_targets_percent|pff_receiving_concept_screen_touchdowns|pff_receiving_concept_screen_yards|pff_receiving_concept_screen_yards_after_catch|pff_receiving_concept_screen_yards_after_catch_per_reception|pff_receiving_concept_screen_yards_per_reception,0.0,0.0,8.82,13.45,64.3
384,Dante Trader,SAF,DB,Maryland,MIA,5.0,155.0,22.0,0.05,-0.222,-0.02,0.03,,0,0.03,0.75,0.667,2,1,too_few_football_features,ras_score|pffx_g_off|age,0.084,0.097,2.94,,60.0
385,Cobee Bryant,CB,DB,Kansas,ATL,,,,0.03,0,0,0.03,,0,0.03,0.11,0,0,1,missing_pick;missing_age;missing_ras;too_few_football_features;low_position_feature_completeness,,0.003,0.003,,,
386,Jayden Price,CB,DB,North Dakota State,NO,,,,0.03,0,0,0.03,,0,0.03,0.11,0,0,1,missing_pick;missing_age;missing_ras;too_few_football_features;low_position_feature_completeness,,0.003,0.003,,,
387,Zion Childress,DB,DB,Kentucky; Texas State-San Marcos,DAL,,,,0.03,0,0,0.03,,0,0.03,0.11,0,0,1,missing_pick;missing_age;missing_ras;too_few_football_features;low_position_feature_completeness,,0.003,0.003,,,
388,Alijah Huzzie,DB,DB,North Carolina; East Tennessee State,HOU,,,,0.03,0,0,0.03,,0,0.03,0.11,0,0,1,missing_pick;missing_age;missing_ras;too_few_football_features;low_position_feature_completeness,,0.003,0.003,,,
389,Michael Reid,CB,DB,South Dakota; Monmouth,CAR,,,,0.03,0,0,0.03,,0,0.03,0.11,0,0,1,missing_pick;missing_age;missing_ras;too_few_football_features;low_position_feature_completeness,,0.003,0.003,,,
390,Jakob Robinson,CB,DB,BYU; Utah State,SF,,,,0.03,-0.005,-0,0.03,,0,0.03,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.003,0.003,7.67,,
391,Micah Robinson,CB,DB,Tulane,GNB,7.0,237.0,23.0,0.05,-0.229,-0.021,0.029,,0,0.029,0.75,0.333,1,1,too_few_football_features,ras_score|age,0.069,0.052,6.77,,
392,Chandler Martin,LB,LB,Memphis; East Tennessee State,PHI,,,,0.025,0.042,0.004,0.029,,0,0.029,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.003,0.003,8.21,,
393,K.C. Ossai,LB,LB,Louisiana,MIA,,,,0.025,0.04,0.004,0.029,,0,0.029,0.68,0.667,2,1,missing_pick;missing_age;too_few_football_features,ras_score|pffx_g_off,0.012,0.012,8.24,,60.0
394,Vershon Lee,OL,OL,South Carolina,MIN,,,,0.045,-0.105,-0.017,0.028,,0,0.028,0.78,0.481,26,1,missing_pick;missing_age;missing_ras,pffx_g_off|pff_offense_blocking_block_percent|pff_offense_blocking_declined_penalties|pff_offense_blocking_grades_offense|pff_offense_blocking_grades_pass_block|pff_offense_blocking_grades_run_block|pff_offense_blocking_hits_allowed|pff_offense_blocking_hurries_allowed|pff_offense_blocking_non_spike_pass_block|pff_offense_blocking_non_spike_pass_block_percentage|pff_offense_blocking_pass_block_percent|pff_offense_blocking_pbe|pff_offense_blocking_penalties|pff_offense_blocking_pressures_allowed|pff_offense_blocking_sacks_allowed|pff_offense_blocking_snap_counts_block|pff_offense_blocking_snap_counts_ce|pff_offense_blocking_snap_counts_lg|pff_offense_blocking_snap_counts_lt|pff_offense_blocking_snap_counts_offense|pff_offense_blocking_snap_counts_pass_block|pff_offense_blocking_snap_counts_pass_play|pff_offense_blocking_snap_counts_rg|pff_offense_blocking_snap_counts_rt|pff_offense_blocking_snap_counts_run_block|pff_offense_blocking_snap_counts_te,0.012,0.012,,,68.9
