rank,player,position,posg,college,team,round,pick,age,draft_prior,football_score,profile_lift,pre_draft_prob_v6,early_evidence_prob,early_evidence_weight,success_prob_v6,model_confidence,feature_completeness,football_features_used_count,duplicate_count,data_flags,top_features_used,pre_draft_prob,success_prob,ras_score,pffx_yprr,pffx_g_off
312,Ramel Keyton,WR,WR,Tennessee,LV,,,,0.045,-0.036,-0.006,0.039,,0,0.039,0.815,0.93,602,1,missing_pick;missing_age,ras_score|pffx_yprr|pffx_g_off|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avg_depth_of_target|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_caught_percent|pff_receiving_concept_screen_contested_receptions|pff_receiving_concept_screen_contested_targets|pff_receiving_concept_screen_drop_rate|pff_receiving_concept_screen_drops|pff_receiving_concept_screen_epa|pff_receiving_concept_screen_first_downs|pff_receiving_concept_screen_fumbles|pff_receiving_concept_screen_grades_hands_drop|pff_receiving_concept_screen_grades_pass_route|pff_receiving_concept_screen_interceptions|pff_receiving_concept_screen_longest|pff_receiving_concept_screen_pass_block_rate|pff_receiving_concept_screen_pass_blocks|pff_receiving_concept_screen_pass_plays|pff_receiving_concept_screen_positive_epa_percent|pff_receiving_concept_screen_receptions|pff_receiving_concept_screen_route_rate|pff_receiving_concept_screen_routes|pff_receiving_concept_screen_targeted_qb_rating|pff_receiving_concept_screen_targets|pff_receiving_concept_screen_targets_percent|pff_receiving_concept_screen_touchdowns|pff_receiving_concept_screen_yards|pff_receiving_concept_screen_yards_after_catch|pff_receiving_concept_screen_yards_after_catch_per_reception|pff_receiving_concept_screen_yards_per_reception,0.009,0.009,7.23,11.91,60.1
313,Eric Watts,DE,DL,Connecticut,NYJ,,,,0.035,0.043,0.004,0.039,,0,0.039,0.68,0.667,2,1,missing_pick;missing_age;too_few_football_features,ras_score|pffx_g_off,0.0,0.0,8.31,,60.0
314,Jaden Crumedy,DT,DL,Mississippi St.,CAR,6.0,200.0,24.0,0.055,-0.179,-0.016,0.039,,0,0.039,0.75,0.333,1,1,too_few_football_features,ras_score|age,0.073,0.041,7.55,,
315,Jackson Sirmon,LB,LB,California; Washington,NYJ,,,,0.025,0.149,0.013,0.038,,0,0.038,0.68,0.667,2,1,missing_pick;missing_age;too_few_football_features,ras_score|pffx_g_off,0.012,0.012,7.46,,64.5
316,Trajan Jeffcoat,DE,DL,Arkansas; Missouri,NO,,,,0.035,0.036,0.003,0.038,,0,0.038,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.003,0.003,7.62,,
317,Isaiah Johnson,CB,DB,Syracuse; Dartmouth,MIA,,,,0.03,0.087,0.008,0.038,,0,0.038,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.0,0.0,7.97,,
318,Nick Samac,C,OL,Michigan St.,BAL,7.0,228.0,23.0,0.065,-0.099,-0.028,0.037,,0,0.037,0.85,0.481,26,1,missing_ras,pffx_g_off|pff_offense_blocking_block_percent|pff_offense_blocking_declined_penalties|pff_offense_blocking_grades_offense|pff_offense_blocking_grades_pass_block|pff_offense_blocking_grades_run_block|pff_offense_blocking_hits_allowed|pff_offense_blocking_hurries_allowed|pff_offense_blocking_non_spike_pass_block|pff_offense_blocking_non_spike_pass_block_percentage|pff_offense_blocking_pass_block_percent|pff_offense_blocking_pbe|pff_offense_blocking_penalties|pff_offense_blocking_pressures_allowed|pff_offense_blocking_sacks_allowed|pff_offense_blocking_snap_counts_block|pff_offense_blocking_snap_counts_ce|pff_offense_blocking_snap_counts_lg|pff_offense_blocking_snap_counts_lt|pff_offense_blocking_snap_counts_offense|pff_offense_blocking_snap_counts_pass_block|pff_offense_blocking_snap_counts_pass_play|pff_offense_blocking_snap_counts_rg|pff_offense_blocking_snap_counts_rt|pff_offense_blocking_snap_counts_run_block|pff_offense_blocking_snap_counts_te|age,0.061,0.036,,,72.5
319,Myles Cole,OLB,LB,Texas Tech,JAX,7.0,236.0,24.0,0.045,-0.087,-0.008,0.037,,0,0.037,0.75,0.667,2,1,too_few_football_features,ras_score|pffx_g_off|age,0.029,0.024,8.52,,60.0
320,Marcus Harris,DL,DL,Auburn,HOU,7.0,247.0,23.0,0.055,-0.199,-0.018,0.037,,0,0.037,0.75,0.333,1,1,too_few_football_features,ras_score|age,0.073,0.041,5.96,,
321,Caelen Carson,DB,DB,Wake Forest,DAL,5.0,174.0,22.0,0.05,-0.145,-0.013,0.037,,0,0.037,0.75,0.333,1,1,too_few_football_features,ras_score|age,0.166,0.138,6.21,,
322,Joe Evans,LB,LB,Iowa,BAL,,,,0.025,0.132,0.012,0.037,,0,0.037,0.68,0.667,2,1,missing_pick;missing_age;too_few_football_features,ras_score|pffx_g_off,0.012,0.012,8.73,,60.0
323,Zion Logue,DL,DL,Georgia,ATL,6.0,197.0,23.0,0.055,-0.204,-0.018,0.037,,0,0.037,0.75,0.667,2,1,too_few_football_features,ras_score|pffx_g_off|age,0.067,0.039,5.14,,60.0
324,Kamal Hadden,DB,DB,Tennessee,KAN,6.0,211.0,23.0,0.05,-0.149,-0.013,0.037,,0,0.037,0.75,0.333,1,1,too_few_football_features,ras_score|age,0.079,0.044,7.48,,
325,Dallin Holker,TE,TE,Colorado State; BYU,NO,,,,0.015,0.133,0.021,0.036,,0,0.036,0.815,0.9,605,1,missing_pick;missing_age,ras_score|pffx_yprr|pffx_g_off|pff_offense_blocking_block_percent|pff_offense_blocking_declined_penalties|pff_offense_blocking_grades_offense|pff_offense_blocking_grades_pass_block|pff_offense_blocking_grades_run_block|pff_offense_blocking_hits_allowed|pff_offense_blocking_hurries_allowed|pff_offense_blocking_non_spike_pass_block|pff_offense_blocking_non_spike_pass_block_percentage|pff_offense_blocking_pass_block_percent|pff_offense_blocking_pbe|pff_offense_blocking_penalties|pff_offense_blocking_pressures_allowed|pff_offense_blocking_sacks_allowed|pff_offense_blocking_snap_counts_block|pff_offense_blocking_snap_counts_ce|pff_offense_blocking_snap_counts_lg|pff_offense_blocking_snap_counts_lt|pff_offense_blocking_snap_counts_offense|pff_offense_blocking_snap_counts_pass_block|pff_offense_blocking_snap_counts_pass_play|pff_offense_blocking_snap_counts_rg|pff_offense_blocking_snap_counts_rt|pff_offense_blocking_snap_counts_run_block|pff_offense_blocking_snap_counts_te|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avg_depth_of_target|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_caught_percent|pff_receiving_concept_screen_contested_receptions,0.0,0.0,6.07,10.07,68.5
326,Devin Culp,TE,TE,Washington,TAM,7.0,246.0,24.0,0.035,0.004,0.001,0.036,,0,0.036,0.85,0.876,589,1,,ras_score|pffx_yprr|pffx_g_off|pff_offense_blocking_block_percent|pff_offense_blocking_declined_penalties|pff_offense_blocking_grades_offense|pff_offense_blocking_grades_pass_block|pff_offense_blocking_grades_run_block|pff_offense_blocking_hits_allowed|pff_offense_blocking_hurries_allowed|pff_offense_blocking_non_spike_pass_block|pff_offense_blocking_non_spike_pass_block_percentage|pff_offense_blocking_pass_block_percent|pff_offense_blocking_pbe|pff_offense_blocking_penalties|pff_offense_blocking_pressures_allowed|pff_offense_blocking_sacks_allowed|pff_offense_blocking_snap_counts_block|pff_offense_blocking_snap_counts_ce|pff_offense_blocking_snap_counts_lg|pff_offense_blocking_snap_counts_lt|pff_offense_blocking_snap_counts_offense|pff_offense_blocking_snap_counts_pass_block|pff_offense_blocking_snap_counts_pass_play|pff_offense_blocking_snap_counts_rg|pff_offense_blocking_snap_counts_rt|pff_offense_blocking_snap_counts_run_block|pff_offense_blocking_snap_counts_te|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avg_depth_of_target|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_caught_percent|pff_receiving_concept_screen_contested_receptions,0.089,0.048,8.14,12.38,68.8
327,Thomas Harper,SAF,DB,Notre Dame; Oklahoma State,DET,,,,0.03,0.067,0.006,0.036,,0,0.036,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.0,0.0,7.92,,
328,Doug Nester,G,OL,West Virginia; Virginia Tech,PIT,,,,0.045,-0.056,-0.009,0.036,,0,0.036,0.815,0.5,27,1,missing_pick;missing_age,ras_score|pffx_g_off|pff_offense_blocking_block_percent|pff_offense_blocking_declined_penalties|pff_offense_blocking_grades_offense|pff_offense_blocking_grades_pass_block|pff_offense_blocking_grades_run_block|pff_offense_blocking_hits_allowed|pff_offense_blocking_hurries_allowed|pff_offense_blocking_non_spike_pass_block|pff_offense_blocking_non_spike_pass_block_percentage|pff_offense_blocking_pass_block_percent|pff_offense_blocking_pbe|pff_offense_blocking_penalties|pff_offense_blocking_pressures_allowed|pff_offense_blocking_sacks_allowed|pff_offense_blocking_snap_counts_block|pff_offense_blocking_snap_counts_ce|pff_offense_blocking_snap_counts_lg|pff_offense_blocking_snap_counts_lt|pff_offense_blocking_snap_counts_offense|pff_offense_blocking_snap_counts_pass_block|pff_offense_blocking_snap_counts_pass_play|pff_offense_blocking_snap_counts_rg|pff_offense_blocking_snap_counts_rt|pff_offense_blocking_snap_counts_run_block|pff_offense_blocking_snap_counts_te,0.009,0.009,3.35,,67.5
329,Jeff Foreman,WR,WR,Arkansas State,LV,,,,0.045,-0.057,-0.009,0.036,,0,0.036,0.815,0.909,588,1,missing_pick;missing_age,ras_score|pffx_yprr|pffx_g_off|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_contested_receptions|pff_receiving_concept_screen_contested_targets|pff_receiving_concept_screen_drops|pff_receiving_concept_screen_epa|pff_receiving_concept_screen_first_downs|pff_receiving_concept_screen_fumbles|pff_receiving_concept_screen_grades_pass_route|pff_receiving_concept_screen_interceptions|pff_receiving_concept_screen_longest|pff_receiving_concept_screen_pass_block_rate|pff_receiving_concept_screen_pass_blocks|pff_receiving_concept_screen_pass_plays|pff_receiving_concept_screen_positive_epa_percent|pff_receiving_concept_screen_receptions|pff_receiving_concept_screen_route_rate|pff_receiving_concept_screen_routes|pff_receiving_concept_screen_targeted_qb_rating|pff_receiving_concept_screen_targets|pff_receiving_concept_screen_targets_percent|pff_receiving_concept_screen_touchdowns|pff_receiving_concept_screen_yards|pff_receiving_concept_screen_yards_after_catch|pff_receiving_concept_screen_yprr|pff_receiving_concept_slot_avg_depth_of_target|pff_receiving_concept_slot_avoided_tackles|pff_receiving_concept_slot_caught_percent|pff_receiving_concept_slot_contested_receptions|pff_receiving_concept_slot_contested_targets,0.003,0.003,6.9,15.75,77.4
330,Tanner Knue,WR,WR,Eastern Michigan,TB,,,,0.045,-0.06,-0.01,0.035,,0,0.035,0.815,0.972,629,1,missing_pick;missing_age,ras_score|pffx_yprr|pffx_g_off|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avg_depth_of_target|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_caught_percent|pff_receiving_concept_screen_contested_receptions|pff_receiving_concept_screen_contested_targets|pff_receiving_concept_screen_drop_rate|pff_receiving_concept_screen_drops|pff_receiving_concept_screen_epa|pff_receiving_concept_screen_first_downs|pff_receiving_concept_screen_fumbles|pff_receiving_concept_screen_grades_hands_drop|pff_receiving_concept_screen_grades_pass_route|pff_receiving_concept_screen_interceptions|pff_receiving_concept_screen_longest|pff_receiving_concept_screen_pass_block_rate|pff_receiving_concept_screen_pass_blocks|pff_receiving_concept_screen_pass_plays|pff_receiving_concept_screen_positive_epa_percent|pff_receiving_concept_screen_receptions|pff_receiving_concept_screen_route_rate|pff_receiving_concept_screen_routes|pff_receiving_concept_screen_targeted_qb_rating|pff_receiving_concept_screen_targets|pff_receiving_concept_screen_targets_percent|pff_receiving_concept_screen_touchdowns|pff_receiving_concept_screen_yards|pff_receiving_concept_screen_yards_after_catch|pff_receiving_concept_screen_yards_after_catch_per_reception|pff_receiving_concept_screen_yards_per_reception,0.008,0.008,7.57,9.67,70.2
331,Kohl Levao,OL,OL,Hawaii; City College (SF),NYJ,,,,0.045,-0.061,-0.01,0.035,,0,0.035,0.78,0.481,26,1,missing_pick;missing_age;missing_ras,pffx_g_off|pff_offense_blocking_block_percent|pff_offense_blocking_declined_penalties|pff_offense_blocking_grades_offense|pff_offense_blocking_grades_pass_block|pff_offense_blocking_grades_run_block|pff_offense_blocking_hits_allowed|pff_offense_blocking_hurries_allowed|pff_offense_blocking_non_spike_pass_block|pff_offense_blocking_non_spike_pass_block_percentage|pff_offense_blocking_pass_block_percent|pff_offense_blocking_pbe|pff_offense_blocking_penalties|pff_offense_blocking_pressures_allowed|pff_offense_blocking_sacks_allowed|pff_offense_blocking_snap_counts_block|pff_offense_blocking_snap_counts_ce|pff_offense_blocking_snap_counts_lg|pff_offense_blocking_snap_counts_lt|pff_offense_blocking_snap_counts_offense|pff_offense_blocking_snap_counts_pass_block|pff_offense_blocking_snap_counts_pass_play|pff_offense_blocking_snap_counts_rg|pff_offense_blocking_snap_counts_rt|pff_offense_blocking_snap_counts_run_block|pff_offense_blocking_snap_counts_te,0.003,0.003,,,64.8
332,Jotham Russell,DE,DL,,NE,,,,0.035,0,0,0.035,,0,0.035,0.11,0,0,1,missing_pick;missing_age;missing_ras;too_few_football_features;low_position_feature_completeness,,0.003,0.003,,,
333,Camron Peterson,DE,DL,Southern; McNeese State,NO,,,,0.035,0,0,0.035,,0,0.035,0.11,0,0,1,missing_pick;missing_age;missing_ras;too_few_football_features;low_position_feature_completeness,,0.003,0.003,,,
334,Norell Pollard,DT,DL,Virginia Tech,WAS,,,,0.035,0,0,0.035,,0,0.035,0.11,0,0,1,missing_pick;missing_age;missing_ras;too_few_football_features;low_position_feature_completeness,,0.003,0.003,,,
335,Pheldarius Payne,DT,DL,Virginia Tech; Nebraska,IND,,,,0.035,0,0,0.035,,0,0.035,0.11,0,0,1,missing_pick;missing_age;missing_ras;too_few_football_features;low_position_feature_completeness,,0.003,0.003,,,
336,Jalen Redmond,DL,DL,Oklahoma,MIN,,,,0.035,0,0,0.035,,0,0.035,0.11,0,0,1,missing_pick;missing_age;missing_ras;too_few_football_features;low_position_feature_completeness,,0.003,0.003,,,
337,Kehinde Oginni Hassan,DL,DL,,ATL,,,,0.035,0,0,0.035,,0,0.035,0.11,0,0,1,missing_pick;missing_age;missing_ras;too_few_football_features;low_position_feature_completeness,,0.003,0.003,,,
338,Jaray Jenkins,WR,WR,LSU,PIT,,,,0.045,-0.064,-0.01,0.035,,0,0.035,0.78,0.963,623,1,missing_pick;missing_age;missing_ras,pffx_yprr|pffx_g_off|pff_receiving_concept_base_targets|pff_receiving_concept_declined_penalties|pff_receiving_concept_penalties|pff_receiving_concept_screen_avg_depth_of_target|pff_receiving_concept_screen_avoided_tackles|pff_receiving_concept_screen_caught_percent|pff_receiving_concept_screen_contested_receptions|pff_receiving_concept_screen_contested_targets|pff_receiving_concept_screen_drop_rate|pff_receiving_concept_screen_drops|pff_receiving_concept_screen_epa|pff_receiving_concept_screen_first_downs|pff_receiving_concept_screen_fumbles|pff_receiving_concept_screen_grades_hands_drop|pff_receiving_concept_screen_grades_pass_route|pff_receiving_concept_screen_interceptions|pff_receiving_concept_screen_longest|pff_receiving_concept_screen_pass_block_rate|pff_receiving_concept_screen_pass_blocks|pff_receiving_concept_screen_pass_plays|pff_receiving_concept_screen_positive_epa_percent|pff_receiving_concept_screen_receptions|pff_receiving_concept_screen_route_rate|pff_receiving_concept_screen_routes|pff_receiving_concept_screen_targeted_qb_rating|pff_receiving_concept_screen_targets|pff_receiving_concept_screen_targets_percent|pff_receiving_concept_screen_touchdowns|pff_receiving_concept_screen_yards|pff_receiving_concept_screen_yards_after_catch|pff_receiving_concept_screen_yards_after_catch_per_reception|pff_receiving_concept_screen_yards_per_reception|pff_receiving_concept_screen_yprr,0.009,0.009,,14.42,66.2
339,Devin Richardson,LB,LB,Washington State; Texas; New Mexico State,SEA,,,,0.025,0.109,0.01,0.035,,0,0.035,0.68,0.667,2,1,missing_pick;missing_age;too_few_football_features,ras_score|pffx_g_off,0.012,0.012,8.59,,60.0
340,Matthew Cindric,C,OL,California,NYJ,,,,0.045,-0.064,-0.01,0.035,,0,0.035,0.815,0.5,27,1,missing_pick;missing_age,ras_score|pffx_g_off|pff_offense_blocking_block_percent|pff_offense_blocking_declined_penalties|pff_offense_blocking_grades_offense|pff_offense_blocking_grades_pass_block|pff_offense_blocking_grades_run_block|pff_offense_blocking_hits_allowed|pff_offense_blocking_hurries_allowed|pff_offense_blocking_non_spike_pass_block|pff_offense_blocking_non_spike_pass_block_percentage|pff_offense_blocking_pass_block_percent|pff_offense_blocking_pbe|pff_offense_blocking_penalties|pff_offense_blocking_pressures_allowed|pff_offense_blocking_sacks_allowed|pff_offense_blocking_snap_counts_block|pff_offense_blocking_snap_counts_ce|pff_offense_blocking_snap_counts_lg|pff_offense_blocking_snap_counts_lt|pff_offense_blocking_snap_counts_offense|pff_offense_blocking_snap_counts_pass_block|pff_offense_blocking_snap_counts_pass_play|pff_offense_blocking_snap_counts_rg|pff_offense_blocking_snap_counts_rt|pff_offense_blocking_snap_counts_run_block|pff_offense_blocking_snap_counts_te,0.0,0.0,8.05,,51.2
341,Marcellas Dial,DB,DB,South Carolina,NWE,6.0,180.0,23.0,0.05,-0.172,-0.016,0.034,,0,0.034,0.75,0.333,1,1,too_few_football_features,ras_score|age,0.079,0.044,7.18,,
342,Braiden McGregor,DE,DL,Michigan,NYJ,,,,0.035,-0.007,-0.001,0.034,,0,0.034,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.0,0.0,7.47,,
343,Tyrek Funderburk,CB,DB,Appalachian State; Richmond,CAR,,,,0.03,0.048,0.004,0.034,,0,0.034,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.0,0.0,7.84,,
344,Nate Lynn,LB,LB,William & Mary,TEN,,,,0.025,0.103,0.009,0.034,,0,0.034,0.68,0.333,1,1,missing_pick;missing_age;too_few_football_features,ras_score,0.003,0.003,8.28,,
345,Darrian Dalcourt,G,OL,Alabama,CLE,,,,0.045,-0.068,-0.011,0.034,,0,0.034,0.815,0.5,27,1,missing_pick;missing_age,ras_score|pffx_g_off|pff_offense_blocking_block_percent|pff_offense_blocking_declined_penalties|pff_offense_blocking_grades_offense|pff_offense_blocking_grades_pass_block|pff_offense_blocking_grades_run_block|pff_offense_blocking_hits_allowed|pff_offense_blocking_hurries_allowed|pff_offense_blocking_non_spike_pass_block|pff_offense_blocking_non_spike_pass_block_percentage|pff_offense_blocking_pass_block_percent|pff_offense_blocking_pbe|pff_offense_blocking_penalties|pff_offense_blocking_pressures_allowed|pff_offense_blocking_sacks_allowed|pff_offense_blocking_snap_counts_block|pff_offense_blocking_snap_counts_ce|pff_offense_blocking_snap_counts_lg|pff_offense_blocking_snap_counts_lt|pff_offense_blocking_snap_counts_offense|pff_offense_blocking_snap_counts_pass_block|pff_offense_blocking_snap_counts_pass_play|pff_offense_blocking_snap_counts_rg|pff_offense_blocking_snap_counts_rt|pff_offense_blocking_snap_counts_run_block|pff_offense_blocking_snap_counts_te,0.009,0.009,3.11,,69.7
