player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_snap,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_snap,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Tyler Beverett,142985,QB,BUCKNELL,1,3.25,2.5,,4.0,2,125,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,24.0,3.25,0,0,0.0,0.0,0,1,,2,100.0,0,-0.31,1,,,,,61.8,49.1,65.5,,38.9,,,64.1,,,,0,1,2,50.0,0.0,0.0,0.0,0,1,0,0,0,1,50.0,0,0.0
Aaron Young,97161,HB,RUTGERS,2,5.6,3.6,7.6,,2,278,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,23.0,5.6,0,0,0.0,0.0,0,1,,2,100.0,0,-0.95,0,,,,,61.8,56.3,65.3,,56.4,,,,,,,0,0,2,0.0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Kadarius Toney,61245,WR,FLORIDA,2,4.75,4.75,,,2,163,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,15.5,4.75,0,0,0.0,50.0,1,1,0.0,2,100.0,0,-0.23,1,,,,,61.8,59.3,65.8,,59.3,,,,,,,0,0,2,50.0,0.0,68.8,0.0,0,0,0,0,0,0,0.0,12,6.0
Nate Martens,103929,QB,N IOWA,1,4.25,5.0,3.5,,2,255,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,1,,4.25,0,0,0.0,0.0,0,2,,2,100.0,0,-0.98,0,,,,,61.8,47.0,65.5,,47.8,,,,,,,1,0,2,0.0,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Shi Smith,61643,WR,S CAROLINA,2,3.25,3.25,,,2,289,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,2,2,9.5,3.25,0,0,0.0,0.0,0,1,,2,100.0,0,-0.75,0,,,,,61.8,43.7,66.8,,42.7,,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Christian Graves,104106,WR,SM HOUSTON,2,2.1,2.1,,,2,281,100.0,1,1,-5.0,1.4,0,0,0.0,100.0,1,0,0.0,1,50.0,0,-1.08,0,,,,,61.8,53.8,66.1,,54.6,,,,,,,0,0,2,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,0.0,1,1,16.0,2.8,0,0,0.0,0.0,0,0,,1,50.0,0,-2.93,0,,,,,60.3,26.7,63.6,,27.2,,,,,,,0,1,1,0.0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Sema'J Davis,78486,QB,ABILENE CH,1,2.75,2.75,,,2,100,0.0,1,1,-8.0,2.2,0,0,0.0,0.0,0,0,,1,50.0,0,-0.54,0,,,,,60.3,54.8,63.6,,55.3,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,7.0,3.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0.59,0,,,,,60.3,61.0,63.6,,60.9,,,,,,,0,0,1,100.0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Noah Smith,104112,HB,SM HOUSTON,2,3.75,3.6,3.9,,2,281,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,40.0,3.75,0,0,0.0,0.0,0,1,,2,100.0,0,-1.08,0,,,,,61.8,48.4,64.9,,47.5,,,,,,,0,0,2,0.0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Kevin Yeager,102371,QB,INCAR WORD,1,1.7,1.7,,,2,189,100.0,2,2,8.0,1.7,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1.44,1,,,,,61.8,88.2,65.5,,87.3,,,,,,,0,0,2,100.0,,137.5,0.0,0,0,0,0,1,0,0.0,15,7.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Maurice Bellan,102864,QB,ARMY,1,2.85,2.2,3.5,,2,114,100.0,1,1,10.0,2.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,2.96,1,,,,,60.3,75.0,63.6,,74.3,,,,,,,0,0,1,100.0,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,,0,0,,3.5,0,0,,,0,1,,1,50.0,0,-1.98,0,,,,,60.3,59.7,63.6,,60.0,,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Zach Weir,138031,QB,E ILLINOIS,1,2.25,1.8,2.7,,2,158,100.0,1,1,6.0,1.8,0,0,0.0,100.0,1,0,0.0,1,50.0,0,-0.14,0,,,,,60.3,60.4,63.6,,60.4,,,,,,,0,0,1,0.0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,,0,0,,2.7,0,0,,,0,1,,1,50.0,0,-3.01,0,,,,,60.3,59.0,63.6,,59.4,,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Jeff Foreman,97868,WR,ARK STATE,2,3.15,3.15,,,2,113,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,34.0,3.15,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.17,1,,,,,61.8,53.7,66.2,,53.3,,,,,,,0,1,2,50.0,,95.8,0.0,0,0,0,0,1,1,50.0,48,24.0
Trey Fisher,138155,QB,TENN MARTN,1,1.55,1.55,,,2,310,100.0,2,2,1.0,1.55,0,0,0.0,100.0,2,0,0.0,2,100.0,0,-1.05,0,,,,,61.8,63.1,65.5,,62.9,,,,,,,0,0,2,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,3,1.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Roshauud Paul,61714,WR,ARK STATE,2,4.65,4.65,,,2,113,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,13.0,4.65,0,0,0.0,100.0,2,2,0.0,2,100.0,0,2.14,2,,,,,61.8,82.3,65.8,,83.6,,,,,,,0,0,2,100.0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,39,19.5
Quadry Jones,77640,QB,UCF,1,2.15,2.15,,,2,323,50.0,2,2,4.5,2.15,0,0,0.0,50.0,1,1,0.0,2,100.0,0,-0.95,0,,,,,61.8,58.0,65.5,,58.0,,,,,,,0,0,2,0.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Kyle Adams,138444,QB,JAMES MAD,1,3.6,2.1,,5.1,2,197,0.0,1,1,29.0,2.1,0,0,0.0,0.0,0,1,,1,50.0,0,-1.13,0,,,,,60.3,50.5,63.6,,50.8,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,5.1,0,0,,,0,1,,1,50.0,0,3.6,1,,,,,60.3,69.4,63.6,,,,,64.2,,,,0,0,1,100.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Baniko Harley,54989,WR,AUSTINPEAY,2,5.1,5.1,,,2,116,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,26.0,5.1,0,0,0.0,50.0,1,2,0.0,2,100.0,0,0.01,1,,,,,61.8,62.9,67.5,,62.4,,,,,,,0,0,2,50.0,0.0,81.3,0.0,0,0,0,0,0,0,0.0,18,9.0
Taylor Holston,102343,QB,ARKAPB,2,2.8,2.8,,,2,112,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,4.0,2.8,0,0,0.0,50.0,1,2,0.0,2,100.0,0,-0.19,1,,,,,61.8,59.9,65.5,,59.8,,,,,,,0,0,2,50.0,0.0,95.8,0.0,0,0,0,0,1,0,0.0,5,2.5
Darius Ocean,123459,QB,W KENTUCKY,1,2.9,2.4,3.4,,2,346,100.0,1,1,19.0,2.4,0,0,0.0,0.0,0,1,100.0,1,50.0,1,-1.15,0,,,,,60.3,55.2,63.6,,55.3,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,3.4,0,0,,,0,1,,1,50.0,0,-1.46,0,,,,,60.3,58.5,63.6,,60.0,,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Connor Adair,60445,QB,MEMPHIS,1,1.85,1.85,,,2,218,100.0,1,2,-3.0,1.85,0,0,0.0,0.0,0,0,100.0,2,100.0,1,-1.13,0,,,,,61.8,58.9,65.5,,58.9,,,,,,,0,0,2,0.0,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Anthony Paoletti,91403,QB,DELAWARE,2,0.6,0.6,,,2,151,100.0,2,2,-4.0,0.6,0,0,0.0,100.0,2,0,0.0,2,100.0,0,-0.4,1,,,,,61.8,62.9,65.5,,62.7,,,,,,,0,0,2,50.0,,79.2,0.0,0,0,0,0,0,0,0.0,4,2.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Brandon Mallory,104764,QB,JACKSON ST,1,2.1,2.1,,,2,194,0.0,2,2,18.5,2.1,0,0,0.0,0.0,0,1,,2,100.0,0,-2.69,0,,,,,61.8,52.7,65.5,,52.9,,,,,,,0,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Parker McNeil,123714,QB,TROY,1,2.05,2.05,,,2,318,0.0,2,2,15.5,2.05,0,0,0.0,0.0,0,0,,2,100.0,0,-1.14,0,,,,,61.8,44.9,65.5,,45.2,,,,,,,0,0,2,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Dejuan Miller,84125,WR,ARKAPB,2,2.9,2.9,,,2,112,100.0,1,1,-4.0,2.4,0,0,0.0,100.0,1,0,0.0,1,50.0,0,2.41,1,,,,,60.3,61.9,64.1,,60.4,,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0,100.0,1,1,5.0,3.4,0,0,0.0,0.0,0,1,100.0,1,50.0,1,-0.99,0,,,,,60.3,61.9,63.4,,60.6,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Coltin Clack,97987,QB,ARK STATE,1,2.55,2.55,,,2,113,0.0,1,1,13.0,2.4,0,0,0.0,0.0,0,1,,1,50.0,0,-0.96,0,,,,,60.3,54.7,63.6,,54.8,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,27.0,2.7,0,0,0.0,0.0,0,1,,1,50.0,0,-0.94,0,,,,,60.3,51.6,63.6,,51.9,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Grant Loy,40276,QB,AUBURN,3,3.45,3.45,,,2,115,0.0,1,1,5.0,2.2,0,0,0.0,0.0,0,0,,1,50.0,0,-0.87,0,,,,,61.8,68.1,65.5,,67.8,,,,,,,0,0,2,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,1,,4.7,0,0,0.0,0.0,0,1,,1,50.0,0,-2.04,0,,,,,61.8,55.4,66.4,,55.6,,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Keyion Dixon,40175,WR,E KENTUCKY,2,3.4,3.4,,,2,159,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,24.5,3.4,0,0,0.0,50.0,1,0,0.0,2,100.0,0,0.21,1,,,,,61.8,65.8,66.2,,66.1,,,,,,,0,0,2,50.0,,95.8,0.0,0,0,0,0,0,0,0.0,26,13.0
Jared Cole,128079,HB,UMASS,1,3.5,3.5,,,1,216,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,23.0,3.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1.58,1,,,,,60.3,72.3,63.5,,76.2,,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,25,25.0
Joshua Moore,78101,WR,TEXAS,1,3.2,3.2,,,1,311,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,1,,3.2,1,0,0.0,0.0,0,1,,1,100.0,0,-1.04,0,,,,,60.3,56.5,63.4,,60.0,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Anthony Beck II,78452,P,GA SOUTHRN,1,6.0,6.0,,,1,174,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,10.0,6.0,0,0,0.0,0.0,0,1,100.0,1,100.0,1,-1.36,0,,,,,,31.8,60.0,,43.0,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Jequez Ezzard,47664,WR,SM HOUSTON,1,4.0,4.0,,,1,281,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,33.0,4.0,0,0,0.0,0.0,0,0,,1,100.0,0,-0.86,0,,,,,60.3,48.0,64.1,,50.1,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kyle Williams,128374,WR,UNLV,1,3.2,3.2,,,1,325,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,14.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.79,1,,,,,60.3,75.3,64.8,,72.6,,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0
John Gentry,128379,HB,UTAH ST,1,0.8,0.8,,,1,329,100.0,1,1,-5.0,0.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.14,0,,,,,60.3,60.8,63.6,,60.6,,,,,,,0,0,1,100.0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
LaMartez Brooks,88738,WR,MURRAY ST,1,3.9,,3.9,,1,236,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.9,0,0,,,0,1,,1,100.0,0,-1.22,0,,,,,60.3,56.5,64.1,,60.0,,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Ethan Dirrim,129552,WR,MERCER,1,4.5,4.5,,,1,219,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,20.0,4.5,0,0,0.0,0.0,0,1,100.0,1,100.0,1,-0.91,0,,,,,60.3,79.7,64.1,,76.2,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Aveon Smith,130529,QB,MIAMI OH,1,3.1,3.1,,,1,221,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-1.0,3.1,0,0,0.0,100.0,1,1,0.0,1,100.0,0,-0.21,0,,,,,60.3,60.6,63.6,,60.4,,,,,,,0,0,1,0.0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
Dustin Fletcher,130553,QB,N ILLINOIS,1,1.8,,1.8,,1,254,,0,0,,1.8,0,0,,,0,1,,1,100.0,0,-2.3,0,,,,,23.7,54.9,63.6,,60.0,,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,1,100.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Grant McKinniss,44786,P,MISSOURI,1,2.8,2.8,,,1,229,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,15.0,2.8,0,0,0.0,0.0,0,1,,1,100.0,0,-3.05,0,,,,,60.3,47.0,70.3,,36.7,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Glendon McDaniel,78483,QB,SOUTHERN U,1,2.6,2.6,,,1,297,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,21.0,2.6,0,1,100.0,100.0,1,0,0.0,1,100.0,0,3.46,1,,,,,60.3,89.4,63.6,,88.1,,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,43,43.0
Luke Akers,131788,K,UCLA,1,2.8,,2.8,,1,324,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,-3.41,0,,,,,24.0,46.5,70.3,,51.5,,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,1,100.0,0,
Sione Tupou,44093,LB,TEXAS ST,1,1.9,1.9,,,1,314,0.0,1,1,10.0,1.9,0,0,0.0,0.0,0,0,,1,100.0,0,-2.24,0,,,,,60.3,47.0,60.0,,36.7,,,,,,,0,1,1,0.0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Cade Snotherly,133210,QB,W CAROLINA,1,3.3,3.3,,,1,344,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,9.0,3.3,0,0,0.0,0.0,0,1,,1,100.0,0,-3.17,0,,,,,,49.5,60.0,,53.9,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Dylan Soehner,42375,TE,IOWA STATE,1,2.7,2.7,,,1,193,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,28.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.9,1,,,,,60.3,79.7,64.1,,76.2,,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,28,28.0
Cooper Burton,134537,WR,MO WE ST,1,4.0,4.0,,,1,995,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,29.0,4.0,0,0,0.0,0.0,0,1,,1,100.0,0,-3.57,0,,,,,60.3,24.9,63.4,,27.6,,,,,,,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Justin Phillips,134579,QB,MO WE ST,1,2.8,2.8,,,1,995,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,0.0,2.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1.31,1,,,,,60.3,60.8,63.6,,60.6,,,,,,,0,0,1,100.0,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0
Adrian Hardy,42172,WR,LA TECH,1,4.2,4.2,,,1,208,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,21.0,4.2,0,0,0.0,0.0,0,1,,1,100.0,0,-0.66,0,,,,,60.3,58.1,64.1,,58.4,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chandler Smith,87722,WR,SAMFORD,1,3.5,3.5,,,1,282,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-7.0,3.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.93,1,,,,,60.3,61.9,64.3,,60.6,,,,,,,0,0,1,100.0,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0
Cee Jay Powell,42146,WR,LA TECH,1,3.4,3.4,,,1,208,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,37.0,3.4,0,1,100.0,0.0,0,1,100.0,1,100.0,1,-0.82,0,,,,,60.3,90.8,63.4,,87.3,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Johnny Ford,86854,HB,USF,1,3.3,3.3,,,1,327,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,1,,3.3,0,0,0.0,0.0,0,1,,1,100.0,0,-0.7,0,,,,,60.3,56.5,64.1,,60.0,,,,,,,1,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Matlin Marshall,42084,WR,GA STATE,1,4.2,,4.2,,1,175,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.2,0,0,,,0,1,,1,100.0,0,-0.99,0,,,,,60.3,56.5,64.1,,60.0,,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Mason Donaldson,41994,WR,CAMPBELL,1,3.6,3.6,,,1,131,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-3.0,3.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,3.26,1,,,,,60.3,61.9,64.1,,60.4,,,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,26,26.0
DJ Williams,138061,QB,MURRAY ST,1,2.2,2.2,,,1,236,100.0,1,1,-5.0,2.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,-2.09,0,,,,,60.3,61.1,63.6,,61.0,,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,-3,-3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
David Johnson,138080,QB,TENN STATE,1,3.2,3.2,,,1,308,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,5.0,3.2,0,0,0.0,0.0,0,0,100.0,1,100.0,1,-4.81,0,,,,,60.3,60.6,63.6,,60.4,,,,,,,0,1,1,0.0,,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Andrew Henley,138163,WR,TENN MARTN,1,2.7,2.7,,,1,310,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,22.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,2.96,1,,,,,60.3,79.7,64.1,,76.2,,,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,39,39.0
Jackson Waring,138217,QB,ILL STATE,1,5.3,,,5.3,1,188,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.3,0,0,,,0,1,,1,100.0,0,-0.51,0,,,,,60.3,55.1,63.6,,,,,57.8,,,,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
