player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_epa,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_positive_epa_percent,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_epa,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_positive_epa_percent,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_epa,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_positive_epa_percent,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_epa,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_positive_epa_percent,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
J.T. Shrout,83562,QB,TENNESSEE,4,-29.26,0,50,307,69.2,39,40,13.5,2.68,1,4,9.3,55.0,22,14,18.5,46,92.0,5,0.02,13,,,,,70.1,68.1,77.0,,69.8,,,54.4,,,0,3,50,47.8,21.4,83.0,6.5,3,3,0,0,4,4,8.0,317,7.9,81.3,32,32,10.8,2.39,0,2,6.1,65.6,21,11,19.2,38,76.0,5,0.15,10,,,,,32.5,75.9,76.4,,77.2,,,57.1,,,0,1,40,52.6,27.3,95.7,7.9,3,2,0,0,2,1,2.5,239,7.5,40.0,10,11,16.6,3.08,1,2,15.4,36.4,4,3,0.0,12,24.0,0,-0.65,3,,,,,66.2,37.5,71.2,,39.2,,,57.3,,,0,2,14,25.0,0.0,64.2,0.0,0,1,0,0,2,3,21.4,84,7.6,0,100.0,3,3,-5.3,1.1,0,0,0.0,100.0,3,0,0.0,4,8.0,0,-0.69,0,,,,,10.7,31.3,67.4,,31.7,,,,,,0,0,4,25.0,,79.2,0.0,0,0,0,0,0,0,0.0,6,2.0,0.17
Jovoni Johnson-McCray,100830,QB,RICE,2,-27.42,0,48,275,68.8,32,32,9.0,2.61,0,1,3.1,65.6,21,13,4.5,41,85.4,1,-0.06,12,,,,,75.3,71.9,44.7,,67.5,,,69.0,,,0,0,41,48.8,38.5,95.2,12.2,5,4,0,0,1,0,0.0,215,6.7,80.6,31,31,6.2,2.38,0,1,3.2,77.4,24,10,4.0,37,77.1,1,0.06,13,,,,,75.3,72.4,43.7,,66.3,,,70.5,,,0,0,37,54.1,30.0,106.3,8.1,3,3,0,0,1,0,0.0,215,6.9,50.0,8,8,9.8,2.75,0,0,0.0,50.0,4,4,0.0,11,22.9,0,-0.53,1,,,,,65.6,65.7,70.4,,68.7,,,57.3,,,0,0,11,18.2,50.0,56.3,18.2,2,1,0,0,0,0,0.0,21,2.6,0,100.0,7,7,-2.4,1.56,0,0,0.0,100.0,7,1,0.0,7,14.6,0,-0.16,2,,,,,64.6,66.7,69.1,,66.4,,,,,,0,0,7,28.6,0.0,79.2,0.0,0,0,0,0,0,0,0.0,21,3.0,-4.31
Will Koch,128088,QB,UMASS,3,32.32,0,48,216,65.5,29,32,8.4,3.32,0,0,0.0,53.1,17,14,10.5,39,81.3,2,-0.44,9,,,,66.7,73.8,36.8,77.8,,27.7,56.2,,68.3,,,1,1,40,25.6,28.6,62.8,10.3,4,3,0,2,1,4,10.0,146,4.6,55.0,20,22,6.2,3.05,0,0,0.0,45.5,10,7,9.1,27,56.3,1,-0.61,4,,,,66.7,73.7,35.2,77.0,,25.6,62.8,,70.1,,,1,1,27,18.5,42.9,33.5,11.1,3,2,0,1,0,3,11.1,59,2.7,88.2,17,18,6.5,2.99,0,0,0.0,77.8,14,8,6.7,21,43.8,1,-0.46,5,,,,,22.2,39.7,72.8,,41.7,54.3,,57.3,,,0,0,22,33.3,25.0,110.0,9.5,2,1,0,1,1,2,9.1,107,5.9,0,87.5,8,8,-1.4,1.71,0,0,0.0,87.5,7,1,0.0,9,18.8,0,-0.99,0,,,,,13.8,30.6,69.8,,30.7,,,,,,0,0,9,22.2,100.0,79.2,11.1,1,0,0,0,0,1,11.1,20,2.5,3.26
KJ Jefferson,99129,QB,ARKANSAS,4,7.38,0,48,111,57.6,33,35,12.0,2.84,1,2,5.1,48.6,17,13,10.5,41,85.4,2,0.17,12,,,,,29.3,57.2,79.4,,62.9,60.0,,51.4,,,0,0,45,39.0,30.8,104.6,9.8,4,2,0,1,3,2,4.4,281,8.0,52.6,19,20,9.0,2.91,1,1,4.2,45.0,9,8,10.0,23,47.9,1,0.01,7,,,,,26.6,50.4,78.6,,53.0,,,52.4,,,0,0,27,39.1,25.0,82.7,8.7,2,1,0,0,1,2,7.4,127,6.4,72.2,18,21,11.6,2.51,1,1,4.8,52.4,11,6,15.4,25,52.1,2,0.17,6,,,,,67.7,69.8,73.4,,72.0,60.0,,57.3,,,0,0,25,36.0,33.3,111.6,8.0,2,1,0,2,2,0,0.0,172,8.2,0,100.0,4,6,-3.8,1.89,1,0,0.0,50.0,3,1,25.0,7,14.6,1,-0.37,1,,,,,64.6,58.6,69.1,,58.4,,,,,,0,0,7,28.6,0.0,56.3,0.0,0,0,0,1,0,0,0.0,18,3.0,1.84
Fred Payton,82102,QB,COAST CAR,5,11.69,0,46,141,60.6,33,33,12.5,3.02,0,1,2.8,45.5,15,12,25.0,42,91.3,5,0.24,16,,,,,72.6,63.3,40.6,,57.1,,,71.5,,,0,2,45,42.9,33.3,78.3,9.5,4,5,0,0,3,4,8.9,264,8.0,57.1,14,14,9.8,3.13,0,0,0.0,42.9,6,6,25.0,19,41.3,2,0.18,7,,,,,72.1,57.9,32.4,,54.4,,,63.4,,,0,1,22,42.1,33.3,25.9,10.5,2,3,0,0,0,2,9.1,60,4.3,68.2,22,22,12.3,2.9,0,1,4.5,54.5,12,6,20.0,27,58.7,3,0.03,10,,,,,26.7,59.8,73.4,,61.4,,,56.0,,,0,1,27,40.7,33.3,110.4,7.4,2,3,0,0,3,3,11.1,223,10.1,0,100.0,3,3,-2.3,2.68,0,0,0.0,100.0,3,0,0.0,4,8.7,0,-1.43,1,,,,,10.7,29.8,67.4,,63.3,,,43.2,,,0,0,4,25.0,,93.1,0.0,0,1,0,0,0,1,25.0,19,6.3,5.85
Tanner Mordecai,77656,QB,OKLAHOMA,4,6.06,0,45,261,86.2,29,30,12.1,3.24,1,3,9.7,80.0,24,8,4.0,34,75.6,1,0.46,19,,,,,30.5,65.5,77.0,,69.3,,,53.2,,,0,1,36,61.8,37.5,121.3,8.8,3,1,0,0,2,3,8.3,333,11.1,81.8,22,22,8.0,3.05,0,1,4.3,77.3,17,5,5.6,26,57.8,1,-0.03,12,,,,,28.4,41.0,76.5,,40.5,,,53.2,,,0,1,28,46.2,60.0,80.5,11.5,3,1,0,0,0,3,10.7,174,7.9,88.2,17,18,9.1,2.93,1,2,11.1,83.3,15,3,0.0,19,42.2,0,0.85,13,,,,,67.0,93.1,72.2,,92.5,,,63.2,,,0,0,19,78.9,0.0,154.9,0.0,0,1,0,0,2,0,0.0,221,12.3,0,80.0,10,10,-2.0,2.27,0,0,0.0,80.0,8,0,0.0,11,24.4,0,-0.02,6,,,,,65.6,63.0,70.4,,58.3,,,63.2,,,0,0,11,54.5,,92.5,0.0,0,1,0,0,0,0,0.0,62,6.2,4.37
Garrett Dzuro,64526,QB,UMASS,3,-11.11,0,45,216,56.7,30,34,10.7,2.95,0,2,5.4,44.1,15,21,11.8,43,95.6,2,-0.31,9,,,,,38.3,52.9,76.9,,54.1,51.6,,56.1,,,1,2,46,34.9,19.0,40.7,9.3,4,5,0,3,0,2,4.3,215,6.3,51.9,27,27,7.9,2.62,0,1,3.3,44.4,12,14,14.3,34,75.6,2,-0.25,6,,,,,70.1,53.4,76.3,,53.5,54.3,,58.1,,,0,1,37,35.3,21.4,44.5,8.8,3,4,0,0,0,1,2.7,135,5.0,60.0,5,9,19.2,3.77,0,1,11.1,33.3,3,8,0.0,11,24.4,0,-0.63,3,,,,,18.5,36.1,70.7,,38.1,60.0,,57.3,,,1,1,11,27.3,12.5,27.3,9.1,1,1,0,3,0,2,18.2,80,8.9,0,0.0,2,2,-5.0,1.75,0,0,0.0,0.0,0,1,,2,4.4,0,-1.04,0,,,,,60.3,26.4,65.5,,27.0,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0,3.89
Tyger Goslin,77634,QB,NAVY,4,20.0,0,44,237,46.7,30,33,12.8,3.15,1,1,2.8,42.4,14,20,0.0,42,95.5,0,-0.13,10,,,,,49.4,41.3,79.8,,42.7,47.2,,49.9,,,0,1,45,35.7,25.0,79.2,11.9,5,4,0,2,2,3,6.7,271,8.2,46.2,26,30,11.3,3.05,2,0,0.0,40.0,12,17,0.0,38,86.4,0,0.07,9,,,,,48.0,37.2,79.6,,36.3,54.3,,49.9,,,0,1,40,34.2,23.5,91.4,10.5,4,4,0,2,3,3,7.5,263,8.8,60.0,5,5,17.2,3.55,0,1,16.7,60.0,3,3,0.0,6,13.6,0,-0.27,2,,,,,64.6,68.6,69.8,,71.4,51.6,,,,,0,0,7,50.0,33.3,104.2,16.7,1,0,0,0,0,0,0.0,70,14.0,0,100.0,1,2,-4.0,2.35,1,0,0.0,50.0,1,0,0.0,2,4.5,0,3.34,1,,,,,61.8,58.9,65.5,,58.9,,,,,,0,0,2,50.0,,135.4,0.0,0,0,0,0,1,0,0.0,62,31.0,5.23
Calvin Brownholtz,83584,QB,UTEP,3,-5.56,0,44,330,67.6,34,36,18.2,3.23,0,3,7.5,50.0,18,9,21.7,43,97.7,5,-0.02,13,,,,,51.6,58.6,79.2,,51.3,,,65.6,,,0,4,47,46.5,33.3,52.2,7.0,3,4,1,1,2,6,12.8,255,7.1,65.4,26,28,17.0,3.25,0,3,9.7,50.0,14,8,17.6,35,79.5,3,0.04,12,,,,,49.5,64.4,78.9,,58.3,,,65.6,,,0,3,38,48.6,37.5,47.2,8.6,3,4,1,1,1,5,13.2,209,7.5,66.7,9,9,19.6,3.06,0,0,0.0,44.4,4,2,33.3,9,20.5,2,-0.36,1,,,,,65.4,37.0,70.1,,37.4,,,,,,0,1,10,33.3,0.0,57.9,0.0,0,0,0,0,1,1,10.0,46,5.1,0,0.0,1,1,-1.0,2.5,0,0,0.0,0.0,0,1,,1,2.3,0,-0.75,0,,,,,60.3,54.8,63.6,,55.3,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-2.35
Nick Nash,98679,QB,S JOSE ST,5,-6.32,0,44,285,66.7,27,28,12.6,3.81,0,3,10.0,53.6,15,13,16.7,38,86.4,3,-0.23,11,,,,,56.3,79.5,78.6,,67.0,59.9,,74.9,,,0,2,40,44.7,15.4,67.9,5.3,2,8,0,1,2,3,7.5,182,6.5,77.3,22,23,9.9,3.62,0,1,4.0,60.9,14,9,17.6,30,68.2,3,-0.38,8,,,,,55.0,72.1,78.1,,54.9,,,73.0,,,0,2,32,40.0,11.1,55.0,3.3,1,6,0,1,1,3,9.4,132,5.7,54.5,11,11,11.0,3.4,0,2,18.2,54.5,6,5,0.0,14,31.8,0,0.19,5,,,,,66.2,85.2,71.8,,80.1,59.9,,71.1,,,0,0,14,57.1,20.0,108.5,7.1,1,2,0,0,1,0,0.0,81,7.4,0,83.3,6,6,-0.2,1.93,0,0,0.0,83.3,5,1,0.0,6,13.6,0,-0.02,2,,,,,64.2,53.8,68.6,,53.7,,,,,,0,0,6,50.0,0.0,88.2,0.0,0,0,0,0,0,0,0.0,31,5.2,1.62
Joey Gatewood,82088,QB,KENTUCKY,6,-35.47,0,43,202,55.2,29,31,7.1,3.05,1,0,0.0,41.9,13,21,18.8,39,90.7,3,-0.88,3,,,,,50.5,38.1,37.9,,36.8,,,52.4,,,0,1,42,20.5,23.8,36.1,12.8,5,3,0,1,0,2,4.8,80,2.6,68.0,25,26,3.8,2.7,1,0,0.0,57.7,15,16,11.8,33,76.7,2,-0.71,4,,,,,49.0,45.6,35.8,,46.6,,,53.3,,,0,0,36,24.2,31.3,66.0,15.2,5,2,0,0,0,1,2.8,99,3.8,37.5,8,9,12.5,3.45,0,0,0.0,22.2,2,5,33.3,10,23.3,1,-0.89,0,,,,,65.4,32.5,70.1,,34.1,,,57.3,,,0,1,10,20.0,0.0,0.0,0.0,0,1,0,1,0,1,10.0,10,1.1,0,100.0,4,4,-3.0,1.13,0,0,0.0,100.0,4,0,0.0,4,9.3,0,0.56,1,,,,,63.3,64.9,67.4,,64.7,,,,,,0,0,4,50.0,,96.9,0.0,0,0,0,0,0,0,0.0,29,7.3,-2.7
D'Wan Mathis,99130,QB,GEORGIA,2,-14.91,0,40,173,41.7,24,27,17.3,3.46,1,2,6.7,33.3,9,20,10.0,37,92.5,1,-0.82,4,,,,,25.1,32.5,77.4,,29.5,,,53.4,,,0,3,40,16.2,25.0,15.1,13.5,5,5,0,2,1,7,17.5,79,2.9,52.4,21,23,13.6,3.42,1,2,8.0,43.5,10,17,9.1,33,82.5,1,-0.92,2,,,,,24.1,35.5,77.2,,30.6,,,53.4,,,0,3,35,12.1,29.4,26.3,15.2,5,5,0,1,1,7,20.0,72,3.1,33.3,6,7,20.2,2.84,0,0,0.0,28.6,2,3,0.0,7,17.5,0,-0.42,2,,,,,64.9,44.0,69.5,,44.2,,,,,,0,0,8,28.6,0.0,39.6,0.0,0,0,0,1,0,0,0.0,17,2.4,0,100.0,3,3,-3.0,1.47,0,0,0.0,100.0,3,0,0.0,3,7.5,0,-0.96,0,,,,,62.7,64.1,66.6,,63.8,,,,,,0,0,3,0.0,,80.6,0.0,0,0,0,0,0,0,0.0,10,3.3,-0.7
Todd Centeio,60552,QB,COLO STATE,3,32.44,0,40,144,56.7,30,35,12.7,3.13,0,2,5.4,37.1,13,17,23.5,38,95.0,4,-0.31,12,,,,,50.6,56.1,78.4,,62.1,,,51.5,,,1,1,40,34.2,0.0,53.9,0.0,0,3,0,4,1,2,5.0,195,5.6,50.0,18,21,12.1,2.85,0,1,4.8,23.8,5,11,44.4,22,55.0,4,-0.91,3,,,,,45.3,49.6,77.6,,50.5,,,53.8,,,1,1,22,18.2,0.0,36.4,0.0,0,1,0,2,1,2,9.1,67,3.2,69.2,13,16,12.5,3.48,0,1,5.6,56.3,9,7,0.0,18,45.0,0,0.37,9,,,,,67.1,69.9,72.4,,75.0,,,51.6,,,0,0,20,50.0,0.0,85.4,0.0,0,2,0,3,0,0,0.0,140,8.8,0,100.0,1,2,-2.0,3.2,0,0,0.0,50.0,1,1,0.0,2,5.0,0,-0.74,0,,,,,61.8,58.9,65.5,,58.9,,,,,,0,0,2,0.0,0.0,68.8,0.0,0,0,0,1,0,0,0.0,12,6.0,5.56
Brett Gabbert,97404,QB,MIAMI OH,2,-21.67,0,39,221,77.8,27,29,15.9,2.76,0,4,12.9,65.5,19,9,9.5,33,84.6,2,0.89,17,,,,,70.1,93.2,76.9,,92.7,,,72.5,,,0,0,36,57.6,11.1,135.1,3.0,1,3,0,2,3,1,2.8,306,10.6,75.0,20,20,11.8,2.49,0,3,15.0,75.0,15,5,0.0,23,59.0,0,1.38,12,,,,,69.4,93.3,76.2,,93.1,,,72.5,,,0,0,24,65.2,0.0,153.5,0.0,0,3,0,0,3,0,0.0,237,11.9,84.6,13,15,14.2,2.75,0,1,5.9,53.3,8,4,27.3,16,41.0,3,0.19,6,,,,,66.8,79.2,72.0,,78.5,,,,,,0,0,18,37.5,25.0,109.6,6.3,1,0,0,2,1,1,5.6,147,9.8,0,83.3,6,6,-1.5,1.72,0,0,0.0,66.7,4,0,20.0,6,15.4,1,0.87,1,,,,,64.2,60.1,68.6,,59.9,,,,,,0,0,6,33.3,,149.3,0.0,0,0,0,0,1,0,0.0,78,13.0,-2.05
Kaylan Wiggins,55167,QB,FIU,3,-38.46,0,37,166,46.2,26,29,14.2,3.75,0,0,0.0,34.5,10,24,16.7,37,100.0,2,-0.31,7,,,,,34.6,44.3,77.8,,29.2,,,75.1,,,0,1,40,29.7,16.7,29.0,10.8,4,4,0,3,0,4,10.0,74,2.6,47.8,23,26,13.5,3.66,0,0,0.0,38.5,10,21,9.1,33,89.2,1,-0.17,7,,,,,31.2,45.3,77.6,,29.6,,,73.3,,,0,1,34,33.3,14.3,30.6,9.1,3,4,0,3,0,4,11.8,74,2.8,33.3,3,3,19.7,4.45,0,0,0.0,0.0,0,3,100.0,4,10.8,1,-1.46,0,,,,,64.2,50.3,68.6,,42.2,,,64.4,,,0,0,6,0.0,33.3,39.6,25.0,1,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-2.85
Emory Jones,82111,QB,FLORIDA,6,-25.22,0,36,163,59.3,27,28,11.4,2.52,0,3,10.7,50.0,14,8,12.5,31,86.1,2,0.02,11,,,,,77.8,90.6,77.9,,71.9,,,86.1,,,1,1,31,45.2,0.0,81.1,0.0,0,3,0,0,2,2,6.5,191,6.8,73.9,23,23,6.7,2.37,0,2,8.7,65.2,15,5,11.8,26,72.2,2,-0.06,9,,,,,77.9,91.7,77.7,,76.5,,,86.1,,,0,0,26,46.2,0.0,109.5,0.0,0,3,0,0,2,1,3.8,133,5.8,44.4,9,10,15.3,2.41,0,1,10.0,40.0,4,3,0.0,10,27.8,0,0.31,4,,,,,65.4,60.4,70.1,,60.2,,,,,,1,1,10,40.0,0.0,30.4,0.0,0,0,0,0,0,1,10.0,83,8.3,0,100.0,5,5,-3.4,1.52,0,0,0.0,100.0,5,0,0.0,5,13.9,0,0.18,2,,,,,63.8,65.7,68.1,,65.4,,,,,,0,0,5,40.0,,87.5,0.0,0,0,0,0,0,0,0.0,25,5.0,2.52
Matthew Downing,82120,QB,TCU,4,28.0,0,36,305,58.3,24,24,9.7,2.87,0,2,8.3,50.0,12,12,14.3,30,83.3,2,-0.52,9,,,,,31.2,55.0,25.8,,53.0,,,62.7,,,0,1,30,36.7,33.3,65.8,13.3,4,2,0,0,1,2,6.7,147,6.1,60.0,25,25,7.7,2.43,0,2,8.0,52.0,13,10,13.3,29,80.6,2,-0.74,7,,,,,30.5,51.4,25.4,,49.9,,,61.9,,,0,1,29,27.6,40.0,64.9,13.8,4,0,0,0,1,2,6.9,137,5.5,80.0,5,5,3.0,3.24,0,0,0.0,80.0,4,2,0.0,7,19.4,0,0.34,2,,,,,64.6,74.6,69.1,,75.2,,,61.6,,,0,0,7,57.1,0.0,92.5,0.0,0,2,0,0,0,0,0.0,31,6.2,0,83.3,6,6,-4.2,1.2,0,0,0.0,83.3,5,0,0.0,6,16.7,0,-0.58,0,,,,,64.2,66.1,68.6,,65.9,,,,,,0,0,6,16.7,,81.3,0.0,0,0,0,0,0,0,0.0,21,3.5,0.72
Cade Fennegan,128127,QB,BOISE ST,2,-53.57,0,35,120,56.5,23,25,15.6,3.51,0,2,7.1,48.0,12,12,7.7,32,91.4,1,-0.37,7,,,,,33.3,32.2,76.0,,41.6,,,36.8,,,0,1,35,25.0,16.7,81.8,6.3,2,5,0,2,2,4,11.4,178,7.1,61.5,26,28,13.3,3.23,0,2,6.5,53.6,15,12,6.3,34,97.1,1,-0.4,7,,,,,34.6,34.5,76.2,,43.2,,,37.2,,,0,1,37,26.5,16.7,82.7,5.9,2,4,0,2,2,4,10.8,182,6.5,,0,0,,5.2,0,0,,,0,0,,1,2.9,0,-0.5,0,,,,,60.3,53.9,63.6,,,,,57.3,,,0,0,1,0.0,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,100.0,3,3,-4.3,0.9,0,0,0.0,100.0,3,0,0.0,3,8.6,0,-0.8,0,,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,33.3,,79.2,0.0,0,0,0,0,0,0,0.0,4,1.3,-6.5
Tate Rodemaker,122414,QB,FLORIDA ST,4,8.97,0,35,167,61.1,18,19,8.5,2.96,0,0,0.0,47.4,9,9,18.2,24,68.6,2,-0.84,7,,,,,70.4,27.7,75.5,,26.1,,,60.2,,,0,3,24,33.3,33.3,21.7,12.5,3,2,0,1,0,4,16.7,90,4.7,65.4,26,26,4.7,2.59,0,0,0.0,57.7,15,9,11.8,32,91.4,2,-0.87,8,,,,,70.8,28.3,76.2,,27.0,,,60.2,,,0,3,33,28.1,44.4,29.0,12.5,4,2,0,0,0,4,12.1,115,4.4,100.0,2,3,-2.5,3.0,0,0,0.0,66.7,2,1,0.0,3,8.6,0,0.19,0,,,,,62.7,60.3,66.6,,60.2,,,,,,0,0,3,66.7,0.0,78.5,0.0,0,0,0,1,0,0,0.0,15,5.0,0,80.0,10,10,-3.5,1.9,0,0,0.0,80.0,8,1,0.0,11,31.4,0,-0.65,1,,,,,65.8,52.5,70.7,,52.3,,,,,,0,0,12,27.3,100.0,83.3,9.1,1,0,0,0,0,0,0.0,40,4.0,0.58
Jordan Weeks,83585,QB,UTSA,2,-6.43,0,35,331,42.9,21,23,11.1,3.01,1,2,7.4,34.8,8,14,11.1,31,88.6,1,-0.79,5,,,,,68.6,48.0,75.9,,48.8,,,54.4,,,0,1,35,19.4,42.9,25.6,19.4,6,2,0,1,0,3,8.6,70,3.0,42.1,19,20,9.5,2.87,1,2,8.3,35.0,7,8,12.5,26,74.3,1,-0.58,4,,,,,68.2,45.6,75.5,,46.3,,,54.4,,,0,0,30,19.2,50.0,43.8,15.4,4,2,0,0,0,3,10.0,53,2.7,33.3,6,7,7.0,2.89,0,0,0.0,28.6,2,6,0.0,9,25.7,0,-1.51,1,,,,,65.1,52.6,69.8,,52.5,,,,,,0,1,9,11.1,33.3,0.0,22.2,2,0,0,1,0,0,0.0,16,2.3,0,25.0,4,4,-3.0,1.8,0,0,0.0,25.0,1,0,0.0,4,11.4,0,-1.08,0,,,,,63.3,43.1,67.4,,43.2,,,,,,0,0,4,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,-1,-0.3,-0.36
Josh Adkins,60483,QB,UTSA,4,-4.17,0,35,331,48.0,25,27,12.3,2.46,0,2,7.1,44.4,12,8,0.0,28,80.0,0,0.23,11,,,,,71.1,64.4,76.5,,62.2,,,63.4,,,0,0,29,46.4,0.0,88.5,0.0,0,1,1,1,1,2,6.9,240,8.9,61.9,21,24,8.6,1.98,1,1,4.2,54.2,13,5,0.0,25,71.4,0,0.16,9,,,,,70.9,60.7,76.3,,57.6,,,63.4,,,0,0,25,40.0,0.0,89.2,0.0,0,1,1,1,1,2,8.0,162,6.8,50.0,10,10,11.5,2.76,0,1,9.1,50.0,5,4,0.0,10,28.6,0,0.0,3,,,,,65.6,70.8,70.4,,70.4,,,,,,0,0,11,40.0,0.0,88.8,0.0,0,0,0,0,0,0,0.0,108,10.8,0,100.0,6,7,-2.2,1.19,1,0,0.0,85.7,6,1,0.0,7,20.0,0,-0.34,1,,,,,64.6,64.2,69.1,,63.9,,,,,,0,0,7,14.3,0.0,84.5,0.0,0,0,0,0,0,0,0.0,30,4.3,4.05
Trad Beatty,77637,QB,TEMPLE,2,-16.67,0,34,306,56.3,16,16,10.7,2.53,0,2,11.8,43.8,7,11,22.2,23,67.6,2,-0.42,5,,,,,69.9,68.3,75.6,,74.8,,,51.5,,,0,1,24,26.1,45.5,44.5,21.7,5,2,0,0,0,0,0.0,123,7.7,76.2,21,21,3.5,2.15,0,2,9.1,66.7,14,10,12.5,28,82.4,2,-0.38,5,,,,,70.2,72.4,75.9,,79.3,,,51.5,,,0,1,29,21.4,50.0,87.0,17.9,5,2,0,0,1,0,0.0,168,8.0,50.0,6,6,10.8,2.25,0,0,0.0,50.0,3,2,0.0,6,17.6,0,0.3,3,,,,,64.2,57.6,68.6,,57.5,,,,,,0,0,6,50.0,0.0,86.8,0.0,0,0,0,0,0,0,0.0,62,10.3,0,90.9,11,11,-3.0,1.41,0,0,0.0,90.9,10,1,0.0,11,32.4,0,0.06,3,,,,,65.6,68.2,70.4,,67.8,,,,,,0,0,11,27.3,0.0,137.5,0.0,0,0,0,0,1,0,0.0,107,9.7,2.33
