player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_epa,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_positive_epa_percent,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_epa,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_positive_epa_percent,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_epa,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_positive_epa_percent,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_epa,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_positive_epa_percent,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Max Johnson,124099,QB,LSU,5,-3.79,0,177,211,73.3,135,147,9.3,2.86,0,4,2.6,58.5,86,55,13.1,174,98.3,13,0.16,53,,,,,78.5,78.5,83.3,,74.7,,,70.5,,,4,1,180,46.0,14.5,96.3,4.6,8,19,0,8,8,5,2.8,1063,7.2,73.7,114,123,8.0,2.76,0,2,1.6,59.3,73,40,13.1,144,81.4,11,0.12,43,,,,,78.2,75.5,82.7,,69.9,,,72.2,,,3,1,148,46.5,17.5,93.1,4.9,7,14,0,6,6,5,3.4,846,6.9,75.0,24,27,13.8,3.19,0,2,7.1,55.6,15,15,16.7,33,18.6,3,0.23,10,,,,,68.6,79.2,74.3,,82.2,,,58.0,,,1,0,35,42.4,6.7,107.5,3.0,1,5,0,2,2,0,0.0,223,8.3,0,100.0,3,3,-3.0,1.7,0,0,0.0,66.7,2,0,33.3,3,1.7,1,-0.83,0,,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,33.3,,70.1,0.0,0,0,0,0,0,0,0.0,6,2.0,1.38
Hank Bachmeier,101284,QB,BOISE ST,5,10.95,0,177,120,72.7,128,145,11.7,2.77,1,7,4.7,58.6,85,65,8.6,161,91.0,8,0.22,52,,,,,67.0,77.9,66.4,,74.9,57.9,,72.3,,,6,2,167,47.2,13.8,90.9,5.6,9,7,2,8,6,2,1.2,1111,7.7,73.7,114,131,9.9,2.51,1,4,3.0,58.0,76,50,9.5,142,80.2,8,0.05,43,,,,,65.9,72.6,65.1,,70.0,,,69.4,,,6,2,147,39.4,16.0,84.9,5.6,8,3,2,8,5,1,0.7,884,6.7,74.1,27,29,12.3,3.35,0,3,10.0,69.0,20,18,0.0,35,19.8,0,0.47,12,,,,,68.7,79.2,3.2,,78.3,57.9,,69.7,,,0,0,36,65.7,11.1,107.1,5.7,2,4,0,2,1,1,2.8,251,8.7,0,84.6,13,15,-2.9,1.71,0,0,0.0,73.3,11,3,0.0,16,9.0,0,-0.78,3,,,,,66.5,53.0,0.0,,57.2,,,,,,0,0,16,18.8,33.3,75.7,6.3,1,0,0,2,0,0,0.0,24,1.6,1.91
Sam Noyer,40048,QB,COLORADO,6,1.95,0,176,143,69.2,120,136,12.0,2.77,4,11,7.6,50.0,68,50,18.1,151,85.8,15,-0.15,47,,,,,46.5,75.9,84.9,,72.8,,,67.5,,,2,6,160,37.7,12.0,64.9,4.0,6,9,0,10,5,7,4.4,890,6.5,71.7,99,111,8.7,2.49,4,5,4.3,54.1,60,32,15.5,120,68.2,11,-0.1,36,,,,,42.3,69.2,67.6,,66.4,,,65.4,,,1,4,126,40.0,12.5,75.4,3.3,4,5,0,7,5,5,4.0,752,6.8,75.6,45,50,11.8,2.9,0,6,11.3,56.0,28,21,17.6,56,31.8,6,-0.2,19,,,,,70.2,82.4,76.3,,80.1,54.3,,70.2,,,1,3,59,37.5,9.5,59.5,3.6,2,4,0,4,1,2,3.4,349,7.0,0,91.7,24,25,-2.0,1.7,0,0,0.0,80.0,20,3,9.1,25,14.2,2,0.0,8,,,,,67.7,62.5,0.0,,66.7,54.3,,,,,0,1,25,48.0,0.0,98.5,0.0,0,0,0,1,1,0,0.0,211,8.4,0.21
Jordan Travis,77615,QB,FLORIDA ST,8,-0.1,0,174,167,58.9,95,101,14.5,3.41,1,7,6.4,49.5,50,65,10.7,140,80.5,6,-0.11,38,,,,,49.9,69.5,84.8,,52.9,59.5,,79.4,,,0,6,150,37.9,24.6,71.9,11.4,16,22,0,5,5,10,6.7,893,8.8,62.8,78,80,8.6,3.08,0,4,4.6,55.0,44,43,10.2,109,62.6,5,-0.23,26,,,,66.7,46.7,68.0,84.5,,47.7,64.9,,79.4,,,0,5,118,37.6,30.2,59.3,11.9,13,15,0,2,3,6,5.1,479,6.0,73.9,46,51,13.9,3.17,1,3,5.7,54.9,28,27,17.6,65,37.4,6,0.22,20,,,,,70.6,69.5,76.7,,68.3,,,63.5,,,0,1,67,46.2,11.1,106.4,4.6,3,8,0,4,3,4,6.0,577,11.3,0,93.1,29,30,-2.3,1.89,0,0,0.0,73.3,22,5,18.5,34,19.5,5,0.12,8,,,,66.7,68.8,65.4,74.9,,65.8,68.7,,57.3,,,0,0,35,52.9,0.0,96.9,0.0,0,1,0,1,1,0,0.0,163,5.4,5.32
Jason Bean,83529,QB,N TEXAS,8,-6.4,0,173,251,63.9,122,132,15.4,3.14,2,13,9.5,50.0,66,49,15.4,158,91.3,12,0.0,49,,,,,58.3,85.5,84.8,,79.2,,,76.8,,,0,5,163,38.6,26.5,91.3,8.2,13,13,0,8,12,7,4.3,1047,7.9,73.1,67,71,12.0,2.99,1,5,6.8,57.7,41,29,16.3,88,50.9,8,-0.02,28,,,,,42.4,84.6,83.7,,77.9,,,75.4,,,0,2,90,39.8,31.0,104.5,10.2,9,7,0,3,7,4,4.4,565,8.0,61.8,68,74,15.4,2.96,1,8,10.4,51.4,38,20,9.5,85,49.1,4,0.05,26,,,,,56.2,73.5,77.8,,70.7,,,69.9,,,0,3,88,38.8,25.0,91.4,5.9,5,6,0,5,7,4,4.5,566,7.6,0,100.0,13,13,-2.3,1.16,0,0,0.0,100.0,13,0,0.0,15,8.7,0,0.18,5,,,,,18.5,47.5,71.4,,47.3,,,,,,0,0,15,46.7,,133.2,6.7,1,0,0,0,2,1,6.7,84,6.5,-0.31
Kaleb Eleby,77686,QB,W MICHIGAN,6,-15.07,0,173,347,71.7,120,133,14.1,2.85,9,14,9.8,60.9,81,26,5.8,151,87.3,5,0.63,69,,,,,25.8,90.1,68.4,,92.1,,,50.1,,,0,1,163,52.3,23.1,138.3,4.0,6,12,2,2,18,3,1.8,1563,11.8,75.0,84,88,10.9,2.84,2,7,7.4,70.5,62,16,1.6,99,57.2,1,0.51,43,,,,,25.5,80.7,65.3,,89.3,,,50.8,,,0,2,107,56.6,18.8,118.1,3.0,3,8,2,0,7,1,0.9,851,9.7,73.2,56,65,13.0,2.46,7,7,9.7,55.4,36,11,12.2,74,42.8,5,0.58,33,,,,,47.9,90.3,77.5,,90.5,,,54.8,,,0,0,81,47.3,36.4,139.9,5.4,4,4,0,2,11,2,2.5,854,13.1,0,90.0,20,20,-2.8,1.44,0,0,0.0,85.0,17,1,5.6,22,12.7,1,-0.1,7,,,,,67.7,63.4,73.1,,63.0,,,,,,0,1,25,54.5,100.0,75.4,4.5,1,0,0,0,0,0,0.0,142,7.1,3.47
Shai Werts,40384,QB,GA SOUTHRN,11,5.72,0,171,174,62.1,103,108,15.3,3.19,0,10,8.9,53.7,58,59,9.4,146,85.4,6,-0.08,45,,,,,28.5,68.3,87.7,,56.0,,,69.9,,,1,6,150,40.4,23.7,85.0,9.6,14,24,0,4,8,9,6.0,950,8.8,69.2,65,68,9.1,2.94,0,3,4.2,57.4,39,31,13.3,90,52.6,6,-0.18,24,,,,,29.6,69.3,87.1,,51.3,,,70.9,,,0,3,93,37.8,22.6,68.4,7.8,7,15,0,3,3,4,4.3,362,5.3,65.1,63,65,14.5,3.0,0,7,10.6,63.1,41,30,0.0,81,47.4,0,-0.01,25,,,,,43.3,62.8,77.5,,63.5,,,57.4,,,1,3,82,43.2,23.3,105.8,8.6,7,9,0,1,5,5,6.1,698,10.7,0,88.0,25,25,-2.8,1.68,0,0,0.0,88.0,22,2,0.0,25,14.6,0,-0.21,4,,,,,67.7,63.2,73.1,,62.8,,,,,,0,0,25,40.0,0.0,85.0,0.0,0,0,0,0,0,0,0.0,110,4.4,5.42
Chase Garbers,60356,QB,CAL,4,-9.31,0,171,130,67.2,119,128,9.2,2.73,2,6,4.4,60.2,77,51,3.8,162,94.7,3,-0.12,44,,,,,62.4,61.3,64.4,,61.3,,,58.7,,,0,3,172,40.7,29.4,81.3,9.3,15,19,1,6,6,3,1.7,714,5.6,71.7,99,106,7.3,2.47,2,2,1.8,64.2,68,35,4.2,131,76.6,3,-0.13,31,,,,,74.7,61.2,61.8,,59.1,,,63.4,,,0,2,137,40.5,34.3,73.8,9.2,12,13,1,4,1,2,1.5,584,5.5,62.1,29,31,12.3,3.31,0,4,11.4,54.8,17,16,5.6,40,23.4,1,-0.08,14,,,,,33.7,62.9,75.1,,67.5,,,49.7,,,0,1,44,42.5,18.8,99.1,7.5,3,6,0,2,5,1,2.3,187,6.0,0,100.0,9,9,-2.2,1.43,0,0,0.0,88.9,8,0,11.1,9,5.3,1,-0.18,1,,,,,65.1,67.6,69.8,,67.2,,,,,,0,0,9,44.4,,93.1,0.0,0,0,0,0,0,0,0.0,57,6.3,0.52
Stetson Bennett,60387,QB,GEORGIA,8,10.18,0,169,173,59.0,122,136,13.9,2.72,6,10,7.1,48.5,66,38,8.3,147,87.0,6,-0.03,50,,,,,36.2,68.4,84.2,,68.6,60.0,,56.8,,,1,6,154,40.1,10.5,75.5,2.7,4,7,2,5,8,7,4.5,1036,7.6,62.5,104,116,10.5,2.42,6,7,5.8,51.7,60,28,7.7,124,73.4,5,-0.04,38,,,,,31.8,62.8,83.8,,63.4,,,54.3,,,2,6,131,38.7,14.3,72.4,3.2,4,4,2,2,7,6,4.6,799,6.9,69.2,39,42,14.1,2.86,0,3,6.5,61.9,26,12,3.7,45,26.6,1,0.21,20,,,,,69.6,77.9,75.8,,76.2,60.0,,66.0,,,0,0,49,51.1,0.0,98.8,0.0,0,3,0,3,1,1,2.0,375,8.9,0,95.2,21,22,-2.8,1.34,0,0,0.0,90.9,20,2,0.0,22,13.0,0,0.38,8,,,,,67.8,65.4,73.3,,65.0,,,,,,1,0,26,54.5,0.0,92.8,0.0,0,0,0,0,0,0,0.0,138,6.3,2.04
Rocky Lombardi,60452,QB,MICH STATE,6,-21.26,0,168,223,60.5,119,132,13.1,2.56,3,9,6.3,47.7,63,39,12.5,141,83.9,9,-0.18,42,,,,,50.5,57.5,83.8,,59.5,,,50.1,,,2,9,151,36.2,12.8,62.2,3.5,5,4,0,8,7,12,7.9,984,7.5,73.5,98,108,7.5,2.27,1,6,5.1,59.3,64,28,11.1,116,69.0,8,-0.13,33,,,,,47.1,58.0,83.4,,60.1,,,50.9,,,2,6,125,37.1,14.3,73.5,3.4,4,3,0,7,6,9,7.2,691,6.4,51.2,43,50,17.6,2.68,2,3,5.9,38.0,19,13,13.6,52,31.0,3,-0.3,15,,,,,69.8,60.4,75.8,,60.9,,,57.3,,,0,3,53,34.6,7.7,55.2,1.9,1,1,0,5,2,3,5.7,397,7.9,0,100.0,22,26,-3.2,1.55,0,0,0.0,76.9,20,2,9.1,27,16.1,2,-0.19,6,,,,,67.9,65.6,73.4,,65.2,,,,,,0,0,27,37.0,0.0,95.7,0.0,0,0,0,4,1,0,0.0,104,4.0,1.54
Dorian Thompson-Robinson,83574,QB,UCLA,5,-19.09,0,167,324,67.3,107,117,9.7,3.22,1,5,4.0,59.8,70,53,2.8,142,85.0,2,0.23,53,,,,,53.7,65.0,30.4,,53.1,,,80.2,,,1,4,153,47.2,15.1,92.9,5.6,8,17,0,8,8,10,6.5,911,7.8,75.0,104,110,6.8,2.89,0,3,2.6,69.1,76,41,2.6,131,78.4,2,0.37,51,,,,,52.4,69.6,29.0,,58.7,,,79.9,,,0,3,140,51.9,14.6,109.8,4.6,6,14,0,6,9,7,5.0,905,8.2,57.7,26,30,10.1,3.2,1,2,6.3,50.0,15,15,0.0,36,21.6,0,0.01,10,,,,,68.9,51.4,74.6,,46.1,,,69.7,,,1,1,38,41.7,13.3,94.2,5.6,2,4,0,2,3,3,7.9,223,7.4,0,91.3,23,23,-3.1,1.47,0,0,0.0,91.3,21,3,0.0,25,15.0,0,0.65,8,,,,,67.7,67.7,73.1,,64.4,,,64.1,,,0,0,25,64.0,0.0,145.6,0.0,0,1,0,0,4,0,0.0,217,9.4,-0.8
Jack Abraham,40557,QB,SO MISS,5,1.96,0,167,296,68.8,125,129,8.4,2.58,1,6,4.3,61.2,79,41,8.1,146,87.4,7,0.07,43,,,,,45.7,73.5,83.6,,74.2,,,55.7,,,0,3,156,41.1,29.3,94.2,8.2,12,5,0,3,6,1,0.6,1091,8.5,71.0,100,102,5.6,2.39,1,5,4.5,64.7,66,31,7.0,114,68.3,5,-0.21,31,,,,,59.2,68.7,82.9,,69.0,,,57.0,,,0,4,122,36.8,25.8,76.1,7.0,8,4,0,1,3,0,0.0,651,6.4,75.6,45,48,9.7,2.42,0,1,2.0,66.7,32,10,5.9,53,31.7,2,0.53,20,,,,,33.6,78.7,76.0,,78.9,,,57.3,,,0,0,56,52.8,40.0,135.9,7.5,4,1,0,3,4,1,1.8,582,12.1,0,95.0,20,21,-2.7,1.18,0,0,0.0,90.5,19,0,0.0,21,12.6,0,-0.26,8,,,,,67.4,69.3,72.7,,68.9,,,,,,0,1,22,47.6,,90.9,0.0,0,0,0,1,1,0,0.0,142,6.8,5.75
Jacob Free,60591,QB,TROY,6,-9.26,0,165,318,63.7,113,125,13.1,2.87,3,7,5.3,51.2,64,37,11.1,137,83.0,8,-0.17,46,,,,,55.7,60.1,81.7,,59.9,60.0,,55.9,,,2,5,144,43.1,24.3,72.9,6.6,9,3,0,7,6,9,6.3,863,6.9,69.9,123,135,9.2,2.62,3,7,4.9,59.3,80,33,7.0,146,88.5,6,-0.02,50,,,,,56.6,62.6,81.9,,62.4,60.0,,55.9,,,2,3,153,46.6,24.2,82.4,5.5,8,3,0,7,5,8,5.2,901,6.7,64.7,17,18,15.9,2.93,0,0,0.0,50.0,9,5,18.2,19,11.5,2,-0.81,5,,,,,67.2,55.8,72.5,,55.6,,,,,,0,2,21,31.6,20.0,57.4,5.3,1,0,0,1,1,1,4.8,150,8.3,0,92.6,27,28,-3.1,1.65,0,0,0.0,89.3,25,1,0.0,28,17.0,0,0.18,9,,,,,68.2,66.9,73.7,,66.5,,,,,,0,0,30,53.6,0.0,94.6,0.0,0,0,0,1,0,0,0.0,188,6.7,1.66
Joe Milton III,82151,QB,MICHIGAN,6,18.33,0,161,222,62.3,122,127,13.8,2.95,1,11,8.4,52.0,66,52,13.2,146,90.7,10,-0.01,49,,,,,76.5,74.0,82.5,,72.7,,,64.3,,,4,4,151,37.7,17.3,73.2,6.2,9,10,0,0,4,8,5.3,928,7.3,63.3,109,113,12.7,2.77,1,10,8.6,53.1,60,44,13.0,128,79.5,9,0.01,42,,,,,76.2,71.6,82.2,,68.9,,,66.5,,,3,3,132,39.1,15.9,70.7,5.5,7,8,0,0,2,8,6.1,800,7.1,77.8,27,28,9.3,2.95,0,1,3.4,71.4,20,8,4.8,33,20.5,1,0.29,15,,,,,68.5,76.3,74.2,,79.1,,,52.8,,,1,1,34,48.5,25.0,111.0,6.1,2,2,0,0,2,0,0.0,272,9.7,0,100.0,14,14,-3.2,1.49,0,0,0.0,100.0,14,0,0.0,15,9.3,0,0.78,8,,,,,66.4,67.7,71.4,,67.4,,,,,,0,0,15,73.3,,109.5,0.0,0,0,0,0,0,0,0.0,144,10.3,2.63
Kyle Vantrease,55029,QB,BUFFALO,7,-5.46,0,155,126,69.4,147,149,11.7,2.17,1,11,6.9,61.1,91,20,10.8,150,96.8,11,0.25,52,,,,,75.9,86.9,85.5,,85.2,,,65.3,,,0,3,161,54.0,5.0,96.5,0.7,1,0,0,1,7,4,2.5,1295,8.7,71.2,104,104,10.5,2.06,0,6,5.4,63.5,66,13,10.8,105,67.7,8,0.22,36,,,,,75.1,79.1,84.9,,76.9,,,65.3,,,0,2,112,52.4,7.7,90.9,1.0,1,0,0,0,4,2,1.8,776,7.5,66.7,48,50,12.6,2.31,1,5,9.3,58.0,29,7,9.4,50,32.3,3,0.28,17,,,,,69.9,90.2,75.9,,89.4,,,,,,0,1,54,54.0,0.0,107.9,0.0,0,0,0,1,3,2,3.7,550,11.0,0,80.0,5,5,-4.0,1.44,0,0,0.0,80.0,4,0,0.0,5,3.2,0,-0.08,1,,,,,63.8,58.9,68.1,,58.7,,,,,,0,0,5,20.0,,92.5,0.0,0,0,0,0,0,0,0.0,31,6.2,3.54
Bryson Lucero,97608,QB,UAB,7,-13.97,0,155,321,59.0,122,134,14.2,2.79,3,7,5.0,50.7,68,47,5.6,141,91.0,4,-0.19,47,,,,,74.0,64.6,84.4,,63.8,,,56.2,,,2,8,148,40.4,6.4,62.4,2.1,3,3,1,6,6,8,5.4,900,6.7,70.5,78,85,9.3,2.39,2,2,2.3,60.0,51,28,7.3,90,58.1,4,-0.2,30,,,,,72.5,68.7,83.5,,67.6,,,58.5,,,1,3,92,40.0,10.7,81.8,3.3,3,2,1,3,5,4,4.3,506,6.0,52.6,57,63,16.9,3.11,2,5,7.4,46.0,29,19,3.3,65,41.9,1,-0.11,20,,,,,70.7,59.1,76.9,,59.5,,,57.3,,,1,5,70,40.0,0.0,49.6,0.0,0,1,0,3,2,4,5.7,478,7.6,0,100.0,13,14,-3.3,1.73,1,0,0.0,85.7,12,0,7.7,14,9.0,1,0.11,3,,,,,66.2,67.2,71.2,,66.8,,,,,,0,0,14,35.7,,115.5,0.0,0,0,0,0,1,0,0.0,84,6.0,1.64
Jeremy Hunt,123483,QB,LA MONROE,7,0.84,0,153,209,61.0,100,106,13.6,2.87,2,4,3.6,48.1,51,47,16.4,129,84.3,10,-0.25,36,,,,,30.0,55.3,81.7,,60.7,,,43.3,,,0,4,133,32.6,21.3,66.5,7.8,10,13,0,4,5,5,3.8,620,5.8,67.3,101,108,9.5,2.61,2,2,1.8,53.7,58,42,14.7,130,85.0,10,-0.28,33,,,,,30.2,53.4,56.2,,59.6,,,43.3,,,0,4,134,31.5,21.4,67.0,6.9,9,13,0,5,5,5,3.7,523,4.8,70.0,20,22,16.9,2.75,1,2,9.1,54.5,12,7,14.3,23,15.0,2,0.14,7,,,,,67.5,69.6,72.8,,69.1,,,,,,0,0,23,43.5,14.3,104.2,4.3,1,0,0,1,1,0,0.0,219,10.0,0,100.0,21,24,-3.1,1.36,1,0,0.0,79.2,19,2,9.5,24,15.7,2,-0.05,4,,,,,67.6,63.5,0.0,,66.7,,,,,,0,0,24,37.5,0.0,101.7,0.0,0,0,0,2,1,0,0.0,122,5.1,5.11
Eli Peters,40041,QB,TOLEDO,4,-1.16,0,152,316,73.5,102,105,10.9,2.63,2,6,5.2,65.7,69,37,8.0,128,84.2,6,0.38,51,,,,,28.8,68.1,42.3,,72.0,,,50.8,,,0,2,140,51.6,24.3,116.6,7.0,9,14,0,1,9,5,3.6,985,9.4,78.0,82,86,6.4,2.43,3,1,1.0,68.6,59,26,7.8,100,65.8,5,0.31,37,,,,,35.9,61.6,21.4,,67.1,,,46.1,,,0,1,112,51.0,23.1,107.8,6.0,6,8,0,1,6,2,1.8,622,7.2,72.1,43,43,12.0,2.52,0,5,11.4,67.4,29,12,6.5,52,34.2,2,0.41,18,,,,,38.1,76.8,75.8,,76.6,,,62.3,,,0,1,53,55.8,25.0,118.8,5.8,3,6,0,0,3,3,5.7,484,11.3,0,87.0,23,24,-2.9,1.53,1,0,0.0,79.2,19,1,5.0,24,15.8,1,0.16,4,,,,,67.7,64.0,0.0,,66.8,,,,,,0,0,25,58.3,0.0,87.7,0.0,0,0,0,0,0,0,0.0,121,5.0,4.03
Jake Bentley,40788,QB,UTAH,5,-2.77,0,151,328,65.1,106,111,10.6,3.24,1,5,4.3,57.7,64,64,7.2,137,90.7,5,-0.03,43,,,,,60.8,61.0,83.1,,55.1,,,68.3,,,3,6,145,43.8,10.9,74.0,5.1,7,19,0,1,6,8,5.5,757,6.8,70.8,89,94,8.1,3.1,1,4,4.0,62.8,59,51,6.3,115,76.2,4,0.03,37,,,,,43.2,62.7,82.7,,55.3,,,70.8,,,3,4,124,45.2,11.8,88.4,5.2,6,15,0,1,6,8,6.5,687,7.3,63.3,30,30,12.0,3.15,0,1,3.3,60.0,18,14,5.3,36,23.8,1,-0.09,13,,,,,68.7,56.2,74.4,,58.0,,,55.0,,,0,2,36,50.0,14.3,52.1,5.6,2,4,0,0,0,1,2.8,200,6.7,0,100.0,13,13,-2.9,1.86,0,0,0.0,100.0,13,1,0.0,14,9.3,0,0.25,7,,,,,21.3,60.9,71.4,,60.6,,,,,,0,0,15,71.4,100.0,108.3,7.1,1,0,0,0,0,1,6.7,130,10.0,-0.64
T.J. Finley,124093,QB,LSU,5,4.14,0,151,211,68.0,122,130,11.3,2.74,1,5,3.6,54.6,71,39,14.5,141,93.4,12,-0.19,46,,,,,36.8,72.1,63.0,,71.6,,,62.4,,,4,5,148,40.4,15.4,70.8,4.3,6,5,0,3,4,8,5.4,904,7.0,71.6,88,92,8.6,2.62,1,1,1.0,55.4,51,27,19.0,101,66.9,12,-0.25,29,,,,,43.9,67.2,82.4,,65.4,,,62.4,,,3,4,106,37.6,11.1,68.4,3.0,3,5,0,0,3,6,5.7,605,6.6,65.1,43,47,13.8,2.69,0,4,8.2,59.6,28,13,0.0,50,33.1,0,-0.01,19,,,,,38.1,76.2,12.5,,76.9,,,,,,1,1,52,44.0,23.1,80.2,6.0,3,0,0,3,1,2,3.8,341,7.3,0,88.9,9,9,-2.4,1.3,0,0,0.0,88.9,8,1,0.0,10,6.6,0,0.06,2,,,,,65.4,61.1,70.1,,60.8,,,,,,0,0,10,30.0,0.0,86.1,0.0,0,0,0,0,0,0,0.0,42,4.7,0.68
Jayden de Laura,131928,QB,WASH STATE,4,0.4,0,150,341,72.3,112,122,11.7,3.14,1,7,5.6,58.2,71,40,12.3,142,94.7,10,-0.15,37,,,,,47.2,74.8,58.4,,78.2,,,54.5,,,1,4,146,44.4,22.5,77.9,6.3,9,11,0,8,5,6,4.1,801,6.6,73.1,104,112,10.6,3.06,0,4,3.5,60.7,68,29,10.5,129,86.0,8,-0.09,36,,,,,45.1,72.3,56.9,,75.2,,,55.6,,,1,3,132,45.0,24.1,80.6,5.4,7,10,0,7,4,5,3.8,730,6.5,81.3,16,18,11.9,2.95,1,3,15.0,61.1,11,11,15.4,21,14.0,2,-0.15,5,,,,,67.5,78.3,72.8,,80.1,,,57.0,,,0,1,23,42.9,18.2,86.1,9.5,2,1,0,1,1,1,4.3,163,9.1,0,100.0,8,8,-2.1,1.4,0,0,0.0,100.0,8,0,0.0,8,5.3,0,0.81,4,,,,,65.1,67.6,69.8,,67.3,,,,,,0,0,9,50.0,,114.6,0.0,0,0,0,0,0,0,0.0,92,11.5,2.54
Matt McDonald,60350,QB,BOWL GREEN,5,4.7,0,149,122,55.2,105,113,12.5,3.09,4,5,4.2,40.7,46,58,20.7,139,93.3,12,-0.42,28,,,,,58.4,49.1,83.6,,49.4,,,51.0,,,3,6,144,29.5,15.5,40.6,6.5,9,17,0,1,1,8,5.6,645,5.7,56.9,72,76,11.3,2.87,2,3,3.7,42.1,32,37,22.0,90,60.4,9,-0.52,16,,,,,51.9,44.6,82.7,,43.0,,,52.7,,,1,5,95,24.4,13.5,34.6,5.6,5,9,0,1,1,7,7.4,374,4.9,60.5,43,47,11.1,3.16,2,2,4.1,46.8,22,21,15.4,59,39.6,4,-0.22,15,,,,,70.3,63.2,76.3,,66.0,,,53.6,,,2,1,61,37.3,19.0,62.2,6.8,4,8,0,0,0,1,1.6,338,7.2,0,90.0,10,10,-2.0,1.65,0,0,0.0,80.0,8,0,11.1,10,6.7,1,-0.07,3,,,,,65.8,68.5,70.7,,68.1,,,,,,0,0,12,30.0,,94.6,0.0,0,0,0,0,0,0,0.0,67,6.7,2.27
