season,id,name,position,team,conference,averagePPA.all,averagePPA.pass,averagePPA.rush,averagePPA.firstDown,averagePPA.secondDown,averagePPA.thirdDown,averagePPA.standardDowns,averagePPA.passingDowns,totalPPA.all,totalPPA.pass,totalPPA.rush,totalPPA.firstDown,totalPPA.secondDown,totalPPA.thirdDown,totalPPA.standardDowns,totalPPA.passingDowns
2023,4246731,Isaac Foster,RB,Kennesaw State,INDAA,0.408,0.403,0.424,-0.281,0.615,1.011,0.167,0.77,12.245,8.857,3.389,-3.372,5.534,8.086,3.004,9.241
2023,4247578,Hamze Elzayat,WR,Eastern Michigan,MAC,0.519,0.458,1.136,0.257,0.599,1.045,0.323,0.743,23.342,18.798,4.544,2.828,11.973,12.541,7.748,15.595
2023,4248558,Jason Brown,QB,Jackson State,,0.209,0.229,0.102,0.308,0.089,0.219,0.314,0.047,44.835,41.25,3.585,22.767,6.413,13.802,40.88,3.955
2023,4249602,Kyndel Dean,WR,Furman,,0.669,0.741,-0.378,0.468,0.558,0.977,0.581,0.763,20.736,21.493,-0.757,6.078,3.907,10.752,9.291,11.445
2023,4249638,Zion Webb,QB,Jacksonville State,CUSA,0.229,0.128,0.416,0.165,0.235,0.252,0.198,0.272,78.416,28.503,49.913,17.04,29.567,24.92,39.292,39.124
2023,4249856,Isaiah Hill,WR,Murray State,,0.71,0.867,-0.075,0.692,0.936,0.064,0.591,0.947,4.258,4.333,-0.075,1.385,2.809,0.064,2.365,1.893
2023,4250013,Ramon Jefferson,RB,Kentucky,SEC,0.008,,0.008,0.016,0.147,-0.56,-0.043,0.432,0.221,0.0,0.221,0.311,1.03,-1.12,-1.075,1.296
2023,4250491,Jacob Logan,TE,SE Louisiana,,0.713,0.544,3.925,-0.044,0.961,1.581,0.125,1.804,14.255,10.33,3.925,-0.44,1.923,6.324,1.626,12.629
2023,4250679,Dominique Shoffner,QB,Charlotte,AAC,0.198,0.1,0.323,-0.318,0.438,0.785,0.01,0.612,3.167,0.903,2.264,-2.228,3.068,0.785,0.109,3.058
2023,4250679,Dominique Shoffner,QB,Charlotte,,0.198,0.1,0.323,-0.318,0.438,0.785,0.01,0.612,3.167,0.903,2.264,-2.228,3.068,0.785,0.109,3.058
2023,4250765,Brandon Porter,WR,Incarnate Word,,1.122,1.237,-0.057,0.918,1.007,1.421,1.065,1.252,88.638,89.04,-0.402,35.816,19.142,26.995,58.588,30.051
2023,4250927,Lyndon Rash,WR,Grambling,,0.951,0.873,3.063,0.488,0.796,3.278,0.202,2.109,26.628,23.564,3.063,6.339,6.368,16.391,3.428,23.199
2023,4251136,Spencer Curtis,WR,Nevada,MWC,0.837,0.837,,0.516,1.192,0.811,0.856,0.805,29.293,29.293,0.0,7.744,14.307,5.677,18.828,10.465
2023,4251808,Josh Thompson,WR,Stephen F. Austin,,0.864,0.908,-0.347,0.748,1.103,0.817,0.663,1.131,24.181,24.528,-0.347,8.227,8.826,4.901,10.613,13.568
2023,4258412,Perry Carter,WR,Jacksonville State,CUSA,1.227,1.332,0.473,0.859,1.168,1.889,1.068,1.438,60.103,57.264,2.839,16.327,23.351,16.999,29.915,30.188
2023,4258419,Hunter Smith,RB,UL Monroe,SBC,0.186,0.864,0.128,0.181,0.064,0.766,0.141,0.31,18.928,6.911,12.017,9.592,2.554,6.127,10.571,8.357
2023,4259910,Isaiah Woullard,RB,UL Monroe,SBC,-0.017,0.11,-0.03,-0.031,-0.016,-0.139,-0.073,0.157,-1.801,1.096,-2.897,-1.566,-0.681,-1.808,-5.884,4.083
2023,4261911,Monterio Hunt,WR,Alcorn State,,0.977,0.977,,1.315,0.802,0.493,1.005,0.921,26.37,26.37,0.0,14.47,10.422,1.478,18.084,8.286
2023,4360056,Ben Bryant,QB,Northwestern,B1G,0.249,0.239,0.331,0.007,0.218,0.709,0.048,0.5,78.867,67.283,11.584,0.797,24.21,60.265,8.434,70.432
2023,4360075,Ryan Montgomery,RB,Cincinnati,B12,0.387,1.215,0.196,-0.142,0.734,0.946,0.087,0.961,24.789,14.58,10.21,-3.962,18.344,10.408,3.646,21.144
2023,4360159,Andre Pegues,WR,Norfolk State,,1.143,1.143,,1.031,1.894,0.645,1.034,1.299,19.433,19.433,0.0,9.278,7.576,2.579,10.338,9.094
2023,4360195,Peyton Sawyer,WR,Houston,B12,-0.921,-0.921,,-0.921,,,-0.921,,-0.921,-0.921,0.0,-0.921,0.0,0.0,-0.921,0.0
2023,4360204,Johnny Langan,TE,Rutgers,B1G,0.566,0.566,,0.328,0.856,0.892,0.278,1.044,9.051,9.051,0.0,2.952,3.424,2.675,2.785,6.266
2023,4360205,David Bailey,RB,Texas A&M,SEC,0.186,1.848,0.098,0.132,-0.155,1.528,0.218,0.056,3.718,1.848,1.869,1.59,-0.927,3.055,3.494,0.223
2023,4360225,Jehlani Galloway,WR,Western Michigan,MAC,0.252,0.252,,-0.028,-0.122,1.81,0.215,0.51,4.028,4.028,0.0,-0.256,-0.612,1.81,3.008,1.02
2023,4360230,Emory Jones,QB,Cincinnati,B12,0.28,0.257,0.341,0.09,0.233,0.605,0.149,0.507,128.589,84.902,43.687,15.879,33.759,71.977,43.335,85.254
2023,4360247,Dante Lang,TE,Florida,SEC,-3.718,-3.718,,,,,-3.718,,-3.718,-3.718,0.0,0.0,0.0,0.0,-3.718,0.0
2023,4360271,Tanner Mordecai,QB,Wisconsin,B1G,0.207,0.21,0.195,0.161,0.127,0.463,0.179,0.258,81.544,67.101,14.444,24.65,16.941,46.808,45.641,35.904
2023,4360278,Jaylon Robinson,WR,TCU,B12,0.882,0.924,-0.587,0.692,0.55,1.667,0.777,0.976,31.767,32.354,-0.587,8.305,5.495,20.004,13.215,18.552
2023,4360282,Drake Stoops,WR,Oklahoma,B12,0.755,0.812,-0.625,0.695,0.579,1.267,0.633,0.953,75.486,77.987,-2.501,31.979,17.379,27.873,39.257,36.228
2023,4360379,Kenyon Sims,RB,Jacksonville State,CUSA,-0.207,,-0.207,-0.166,-0.662,0.001,-0.207,,-0.827,0.0,-0.827,-0.166,-0.662,0.002,-0.827,0.0
2023,4360382,D'Ante' Cox,WR,Southern Illinois,,1.117,1.117,,1.077,0.596,1.379,0.978,1.297,35.757,35.757,0.0,12.92,5.36,13.785,17.597,18.16
2023,4360407,Jarett Garner,WR,East Carolina,AAC,0.507,0.507,,0.254,0.076,1.444,0.507,,2.028,2.028,0.0,0.508,0.076,1.444,2.028,0.0
2023,4360423,Michael Penix Jr.,QB,Washington,PAC,0.466,0.474,0.305,0.356,0.481,0.68,0.439,0.518,270.202,261.66,8.542,95.792,84.202,84.997,167.61,102.592
2023,4360425,Ronnie Walker Jr.,RB,Utah Tech,,0.092,0.492,0.079,0.117,-0.045,0.355,0.114,-0.068,11.814,1.969,9.845,8.991,-1.626,4.613,12.83,-1.016
2023,4360435,Jacolby Hewitt,WR,Alabama A&M,,0.889,0.889,,0.491,1.627,0.422,0.596,1.272,26.671,26.671,0.0,5.397,17.895,3.379,10.131,16.541
2023,4360462,Geordon Porter,WR,UConn,Ind,0.638,0.689,0.383,0.68,0.593,0.645,0.399,0.995,19.132,17.215,1.917,6.799,6.524,5.808,7.188,11.944
2023,4360486,Nico Ragaini,WR,Iowa,B1G,0.177,0.25,-0.949,0.07,0.253,0.648,-0.118,0.483,8.664,11.512,-2.848,1.185,3.548,9.717,-2.94,11.604
2023,4360492,Samson Evans,RB,Eastern Michigan,MAC,0.177,0.156,0.179,0.058,0.129,0.406,0.209,0.05,26.145,2.34,23.805,4.022,4.894,14.612,24.66,1.485
2023,4360516,Tyrone Tracy Jr.,RB,Purdue,B1G,0.248,0.282,0.243,0.219,0.284,0.659,0.176,0.556,32.553,5.352,27.2,14.228,12.49,11.865,18.665,13.888
2023,4360564,TaMerik Williams,RB,North Dakota State,,0.131,0.373,0.117,0.178,0.367,-0.156,0.11,0.254,17.163,2.611,14.551,14.808,12.479,-1.712,12.329,4.833
2023,4360589,Dontae Smith,RB,Georgia Tech,ACC,0.316,0.635,0.28,-0.044,0.447,1.055,0.26,0.575,33.839,6.984,26.856,-2.532,12.95,20.043,22.918,10.921
2023,4360637,Jeshaun Jones,WR,Maryland,B1G,0.921,0.952,-1.09,0.924,0.61,1.191,0.852,1.027,58.918,60.007,-1.09,27.73,10.371,19.053,33.237,25.681
2023,4360649,Dimitri Stanley,WR,Iowa State,B12,0.536,0.536,,0.209,0.121,1.295,0.2,0.704,8.039,8.039,0.0,0.834,0.728,6.477,1.001,7.038
2023,4360650,Blake Stenstrom,QB,Princeton,,0.273,0.315,-0.011,0.059,0.301,0.46,0.151,0.408,104.036,104.572,-0.537,8.05,38.181,50.105,30.184,73.852
2023,4360652,Deion Smith,RB,BYU,B12,-0.058,0.068,-0.117,0.308,-0.343,-0.131,0.141,-0.372,-1.783,0.684,-2.467,3.389,-4.121,-1.051,2.677,-4.46
2023,4360689,Tyler Shough,QB,Texas Tech,B12,0.222,0.183,0.338,0.046,0.089,0.64,0.211,0.245,34.214,21.028,13.185,3.092,4.434,21.106,21.492,12.722
2023,4360698,Joe Milton,QB,Tennessee,SEC,0.419,0.399,0.529,0.386,0.409,0.654,0.375,0.49,172.199,138.898,33.301,67.904,50.749,67.317,95.238,76.961
2023,4360707,I'Shawn Stewart,WR,Illinois State,,0.496,1.19,-0.892,1.19,-0.892,,1.19,-0.892,1.488,2.38,-0.892,2.38,-0.892,0.0,2.38,-0.892
2023,4360799,Jordan Travis,QB,Florida State,ACC,0.419,0.426,0.379,0.204,0.522,0.56,0.274,0.646,165.543,142.421,23.123,30.416,66.801,59.87,66.049,99.495
2023,4360803,Marcus Riley,WR,Florida A&M,,0.805,0.956,-0.099,0.801,0.223,1.995,0.831,0.733,33.826,34.423,-0.597,21.626,2.226,9.974,25.767,8.059
2023,4360818,Tyler Harrell,WR,Miami,ACC,0.789,0.789,,0.562,0.524,,0.544,2.01,4.732,4.732,0.0,0.562,2.097,0.0,2.722,2.01
2023,4360823,Luke Shiflett,WR,Furman,,1.085,1.085,,1.191,0.6,1.948,1.225,0.98,30.374,30.374,0.0,8.335,8.402,13.637,14.699,15.675
2023,4360846,Theo Day,QB,Northern Iowa,,0.404,0.475,-0.266,0.257,0.476,0.552,0.327,0.518,119.32,126.778,-7.458,29.544,45.224,43.029,57.157,62.163
2023,4360873,Chris Carter,TE,Tulane,AAC,0.588,0.588,,0.48,0.7,0.499,0.905,0.31,8.813,8.813,0.0,1.919,4.897,1.997,6.337,2.476
2023,4360886,Terrence Horne,WR,Western Carolina,,0.082,0.082,,0.0,0.328,,0.082,,0.326,0.326,0.0,-0.001,0.328,0.0,0.326,0.0
2023,4360890,Jordan McCloud,QB,James Madison,SBC,0.516,0.553,0.304,0.393,0.474,0.74,0.467,0.614,234.957,214.558,20.399,78.132,71.068,71.766,140.987,93.97
2023,4360900,Jason Bean,QB,Kansas,B12,0.689,0.754,0.378,0.461,0.603,1.021,0.609,0.793,165.462,149.982,15.48,40.114,45.223,68.387,82.157,83.304
2023,4360930,Jyaire Shorter,WR,Auburn,SEC,1.118,1.118,,,1.118,,,1.118,1.118,1.118,0.0,0.0,1.118,0.0,0.0,1.118
2023,4360936,Zack Annexstad,QB,Illinois State,,0.421,0.441,0.246,0.301,0.203,0.775,0.323,0.654,123.316,115.923,7.393,42.698,14.022,56.561,66.456,56.86
2023,4360943,Bryce Williams,RB,Minnesota,B1G,0.195,1.124,0.088,-0.096,-0.035,0.366,0.192,0.203,7.59,4.494,3.096,-1.341,-0.416,3.663,5.761,1.829
2023,4360967,Brevyn Spann-Ford,TE,Minnesota,B1G,0.676,0.676,,0.559,0.87,0.717,0.533,0.845,16.232,16.232,0.0,6.145,4.349,5.738,6.933,9.3
2023,4360978,David Martin-Robinson,TE,Temple,AAC,1.182,1.198,0.953,0.702,1.48,1.164,0.92,1.495,54.389,51.53,2.86,9.834,23.673,15.137,22.991,31.398
2023,4360993,Jordan Smith,TE,Temple,AAC,0.861,0.861,,-0.231,0.96,1.715,0.189,1.724,27.541,27.541,0.0,-2.082,12.476,17.147,3.407,24.134
2023,4361025,Jack Tuttle,QB,Michigan,B1G,0.604,0.598,0.64,0.013,0.828,0.317,0.587,0.625,12.085,10.165,1.919,0.066,7.452,1.585,6.458,5.627
2023,4361027,Thomas Yassmin,TE,Utah,PAC,0.462,0.462,,1.101,-0.827,1.137,0.718,-0.048,4.162,4.162,0.0,5.504,-2.48,1.137,4.307,-0.145
2023,4361059,Da'kendall James,WR,Towson,,0.807,0.807,,0.736,0.758,1.314,0.729,1.028,15.34,15.34,0.0,5.89,6.821,2.629,10.2,5.14
2023,4361088,Colson Yankoff,RB,UCLA,PAC,-0.328,-1.158,-0.2,0.24,-1.094,-1.611,-0.236,-1.611,-4.918,-2.315,-2.603,2.164,-5.471,-1.611,-3.307,-1.611
2023,4361089,Marquis Spiker,WR,Portland State,,1.734,1.733,1.751,1.842,1.328,2.075,1.296,2.435,22.545,20.794,1.751,5.526,6.642,10.377,10.37,12.175
2023,4361091,Jacob Sirmon,QB,Northern Colorado,,0.105,0.127,-0.078,-0.002,0.014,0.305,0.062,0.175,20.897,22.536,-1.639,-0.159,0.805,17.063,7.606,13.29
2023,4361092,Austin Osborne,WR,Bowling Green,MAC,0.32,0.32,0.299,0.072,0.323,0.623,-0.028,0.685,13.103,12.804,0.299,0.942,4.52,7.48,-0.59,13.693
2023,4361095,Richard Newton,RB,Washington,PAC,0.013,,0.013,0.288,-1.017,0.216,0.013,,0.063,0.0,0.063,0.864,-1.017,0.216,0.063,0.0
2023,4361100,Jack Westover,TE,Washington,PAC,0.755,0.724,1.542,0.496,0.759,1.055,0.811,0.569,39.273,36.188,3.085,11.902,12.151,10.555,32.448,6.825
2023,4361112,Devin Culp,TE,Washington,PAC,0.881,0.881,,0.792,-0.05,2.121,0.834,0.958,18.502,18.502,0.0,7.924,-0.251,10.607,10.836,7.666
2023,4361173,Andre Hunt,WR,Jackson State,,0.334,0.31,0.416,0.906,-0.012,-0.291,0.491,-0.217,3.006,2.173,0.832,3.622,-0.035,-0.581,3.44,-0.435
2023,4361222,Layne Hatcher,QB,Ball State,MAC,0.129,0.109,0.299,-0.173,0.484,0.362,0.083,0.189,14.834,11.247,3.587,-7.62,15.985,11.943,5.393,9.44
2023,4361263,Drake Anderson,RB,Akron,MAC,-0.111,0.043,-0.183,-0.199,-0.01,-0.083,-0.116,-0.1,-5.858,0.737,-6.595,-4.768,-0.178,-0.912,-4.161,-1.697
2023,4361278,Raymond Niro III,WR,Northwestern,B1G,1.72,1.72,,1.339,1.9,1.919,1.629,1.9,5.159,5.159,0.0,1.339,1.9,1.919,3.259,1.9
2023,4361279,Charlie Mangieri,TE,Northwestern,B1G,0.543,0.614,0.05,0.734,-0.508,1.134,0.459,1.134,4.346,4.296,0.05,3.67,-0.508,1.134,3.212,1.134
2023,4361293,Thomas Pannunzio,WR,Central Michigan,MAC,0.324,0.258,0.651,0.23,-0.479,0.223,-0.061,0.804,5.827,3.874,1.953,2.071,-1.915,0.892,-0.607,6.433
2023,4361319,Erik Brooks,WR,Fresno State,MWC,0.946,0.946,,0.69,0.893,1.266,0.845,1.159,61.502,61.502,0.0,17.94,18.76,18.986,37.172,24.331
2023,4361328,George Takacs,TE,Boston College,ACC,0.778,0.778,,-0.469,3.265,0.78,0.871,0.686,6.226,6.226,0.0,-0.938,3.265,3.898,3.482,2.743
2023,4361329,Joey Gatewood,TE,Louisville,ACC,2.082,2.424,-0.993,0.78,2.008,1.575,0.971,2.823,20.821,21.814,-0.993,0.78,10.04,4.725,3.884,16.936
2023,4361333,Asa Martin,RB,Troy,SBC,0.103,0.371,-0.025,0.245,-0.369,0.668,0.199,-0.073,3.817,4.449,-0.632,4.9,-4.426,3.342,4.765,-0.948
2023,4361350,Brian Snead,RB,Arkansas State,SBC,-0.453,0.523,-0.514,-0.352,-0.62,-0.036,-0.216,-0.72,-7.705,0.523,-8.228,-2.818,-3.72,-0.073,-1.948,-5.757
2023,4361351,Jaelen Gill,WR,Fresno State,MWC,0.686,0.861,-0.222,0.647,0.307,1.901,0.738,0.609,42.555,44.78,-2.225,17.467,7.977,17.11,27.323,15.232
2023,4361369,L'Christian Smith,WR,Western Kentucky,CUSA,0.902,0.727,3.001,0.349,0.683,1.73,0.793,0.971,11.731,8.73,3.001,1.395,3.415,6.92,3.963,7.768
2023,4361397,Marcus Rogers,WR,Troy,SBC,0.025,0.025,,0.111,,-0.06,0.111,-0.06,0.051,0.051,0.0,0.111,0.0,-0.06,0.111,-0.06
2023,4361412,Daniel George,WR,Akron,MAC,0.511,0.511,0.507,0.158,0.764,0.684,0.248,0.849,32.7,32.194,0.507,4.583,14.518,9.575,8.92,23.781
2023,4361492,Amad Anderson Jr.,WR,Temple,AAC,0.948,0.989,0.052,0.411,1.285,0.97,0.887,1.102,43.613,43.51,0.103,6.568,19.28,12.614,29.283,14.33
2023,4361493,Jack Plummer,QB,Louisville,ACC,0.294,0.336,0.033,0.096,0.376,0.525,0.141,0.563,140.431,138.228,2.203,18.437,57.14,64.084,43.115,97.317
2023,4361497,Carson Baker,QB,Morgan State,,-0.041,-0.079,0.114,-0.28,0.047,0.277,-0.044,-0.037,-1.422,-2.217,0.795,-4.207,0.57,2.216,-0.873,-0.549
2023,4361527,Eddie Lewis,WR,South Carolina,SEC,1.073,1.073,,1.119,0.228,1.782,0.976,1.952,10.733,10.733,0.0,6.712,0.456,3.565,8.78,1.952
2023,4361593,Cornell Hendrick Jr.,WR,Elon,,0.681,0.681,,0.499,0.177,0.101,1.055,0.12,6.813,6.813,0.0,1.994,0.177,0.304,6.331,0.482
2023,4361598,Aaron Moore,WR,Norfolk State,,2.47,2.47,,2.129,2.567,2.762,2.342,2.978,12.348,12.348,0.0,4.258,2.567,5.523,9.37,2.978
2023,4361601,Darius Savedge,WR,Rhode Island,,0.495,0.495,,0.708,0.396,0.552,0.721,-0.024,16.351,16.351,0.0,11.331,3.961,3.312,16.593,-0.242
2023,4361604,Blake Watson,RB,Memphis,AAC,0.253,0.701,0.124,0.085,0.226,0.869,0.186,0.54,61.238,37.836,23.403,10.805,16.266,33.886,36.408,24.83
2023,4361607,Andrew Peasley,QB,Wyoming,MWC,0.37,0.303,0.591,0.284,0.306,0.529,0.316,0.479,117.651,73.904,43.748,40.077,26.025,48.179,67.305,50.346
2023,4361636,John Paddock,QB,Illinois,B1G,0.464,0.476,0.044,0.356,0.48,0.491,0.464,0.466,68.28,68.102,0.178,19.922,23.045,18.653,44.067,24.213
2023,4361653,Devin Leary,QB,Kentucky,SEC,0.297,0.305,0.153,0.14,0.334,0.559,0.265,0.335,118.474,115.264,3.21,20.433,44.046,64.23,57.844,60.63
2023,4361660,Trent Pennix,TE,NC State,ACC,1.163,0.834,3.793,0.915,0.665,,0.999,1.738,20.938,13.351,7.587,8.236,4.653,0.0,13.987,6.951
2023,4361678,Jasiah Provillon,WR,Campbell,,0.931,0.931,,1.884,0.455,,0.931,,2.794,2.794,0.0,1.884,0.91,0.0,2.794,0.0
2023,4361679,Devin Carter,WR,West Virginia,B12,1.168,1.168,,0.71,0.825,1.937,0.699,1.466,42.036,42.036,0.0,5.678,9.073,30.996,9.785,32.251
2023,4361690,Sean Chambers,QB,Montana State,,0.512,0.423,0.614,0.308,0.547,0.92,0.541,0.44,79.918,35.068,44.85,21.275,27.908,28.514,60.558,19.359
2023,4361697,Gunner Gentry,WR,Wyoming,MWC,1.254,1.254,,0.693,2.377,,1.254,,3.763,3.763,0.0,1.386,2.377,0.0,3.763,0.0
2023,4361714,Josiah Johnson,TE,Oklahoma State,B12,0.044,0.137,-1.215,0.191,-0.353,1.044,-0.009,0.162,1.274,3.704,-2.43,2.68,-3.532,4.176,-0.188,1.462
2023,4361735,Re-al Mitchell,QB,San Diego,,0.257,0.294,0.201,0.029,0.315,0.751,0.253,0.268,25.907,17.649,8.257,1.273,9.778,15.777,19.219,6.688
2023,4361736,Joseph Scates,WR,Memphis,AAC,1.053,1.053,,0.701,0.373,2.19,1.067,1.018,36.864,36.864,0.0,10.513,3.726,19.708,26.686,10.178
2023,4361762,Sean Shaw Jr.,WR,Texas State,SBC,0.451,0.451,,0.091,0.559,1.084,0.112,0.927,5.417,5.417,0.0,0.453,2.796,2.168,0.781,4.636
2023,4361804,Ygenio Booker,RB,UT Martin,,-0.453,-0.453,,-0.453,,,-0.453,,-0.453,-0.453,0.0,-0.453,0.0,0.0,-0.453,0.0
2023,4361825,Spencer Sanders,QB,Ole Miss,SEC,0.42,0.608,-0.127,0.545,0.206,0.93,0.13,1.072,16.366,17.634,-1.268,8.719,2.675,8.374,3.501,12.865
2023,4361837,Jahmyl Jeter,RB,Texas State,SBC,0.801,0.671,0.804,0.252,-0.077,1.375,0.852,0.164,32.031,0.671,31.36,3.019,-0.619,15.127,31.538,0.493
2023,4361862,Braden Cassity,FB,Oklahoma State,B12,0.095,0.095,,,-0.633,0.823,-0.717,0.365,0.38,0.38,0.0,0.0,-1.267,1.647,-0.717,1.096
2023,4361915,Sam Pinckney,WR,Coastal Carolina,SBC,1.041,1.055,-0.264,0.807,0.747,1.668,0.944,1.144,92.614,92.878,-0.264,20.184,25.396,46.714,43.43,49.184
2023,4361936,Anthony Queeley,WR,Georgia Southern,SBC,1.039,1.039,,0.822,0.439,2.321,0.825,1.389,30.12,30.12,0.0,9.044,4.828,16.249,14.845,15.276
2023,4361945,Jarveon Howard,RB,Alcorn State,,0.208,0.435,0.168,0.034,0.212,0.737,0.168,0.372,22.266,6.967,15.298,2.055,6.366,11.06,14.458,7.808
2023,4361959,Quincy Patterson II,QB,Temple,AAC,0.022,-0.365,0.615,-0.095,-0.112,0.378,0.02,0.027,1.921,-18.977,20.898,-3.222,-2.923,7.568,1.065,0.856
2023,4361987,Darryle Simmons,WR,Marshall,SBC,0.752,0.752,,0.783,0.36,0.863,0.647,0.915,21.067,21.067,0.0,9.402,2.523,6.044,10.997,10.07
2023,4361994,Sam Hartman,QB,Notre Dame,Ind,0.473,0.5,0.211,0.214,0.645,0.652,0.39,0.597,163.244,156.501,6.743,28.465,74.179,56.756,80.311,82.933
2023,4362073,Casey Thompson,QB,Florida Atlantic,AAC,0.289,0.332,-0.124,0.307,0.077,0.673,0.337,0.233,24.6,25.594,-0.994,9.508,2.381,14.805,15.506,9.094
2023,4362109,Al'Vonte Woodard,WR,Sam Houston,CUSA,0.88,0.88,,0.751,0.139,1.565,0.618,1.129,36.077,36.077,0.0,9.015,1.668,23.48,12.365,23.713
