season,id,name,position,team,conference,averagePPA.all,averagePPA.pass,averagePPA.rush,averagePPA.firstDown,averagePPA.secondDown,averagePPA.thirdDown,averagePPA.standardDowns,averagePPA.passingDowns,totalPPA.all,totalPPA.pass,totalPPA.rush,totalPPA.firstDown,totalPPA.secondDown,totalPPA.thirdDown,totalPPA.standardDowns,totalPPA.passingDowns
2022,102597,Will Rogers,QB,Mississippi State,SEC,0.214,0.239,-0.454,0.166,0.126,0.512,0.143,0.363,138.224,148.656,-10.432,44.38,28.352,69.132,62.666,75.558
2022,107494,Trey Sanders,RB,Alabama,SEC,0.562,1.338,0.451,0.269,-0.07,1.479,0.326,1.27,8.994,2.677,6.317,1.881,-0.28,7.393,3.912,5.081
2022,136429,Cedric Patterson III,WR,Rice,CUSA,-0.142,-0.192,-0.043,-0.33,,-0.049,-0.33,-0.049,-0.427,-0.385,-0.043,-0.33,0.0,-0.097,-0.33,-0.097
2022,241161,TJ Jones,RB,Western Carolina,,0.158,0.013,0.219,-0.021,0.265,0.924,0.124,0.323,16.597,0.391,16.206,-1.27,9.547,8.32,10.783,5.814
2022,502356,Damien Brown,RB,Lehigh,,-0.485,-0.111,-0.672,-0.672,-0.111,,-0.672,-0.111,-1.455,-0.111,-1.345,-1.345,-0.111,0.0,-1.345,-0.111
2022,537359,Tyler Smith,RB,South Carolina State,,0.501,-0.362,1.364,1.364,-0.362,,0.501,,1.002,-0.362,1.364,1.364,-0.362,0.0,1.002,0.0
2022,548696,Malik Jackson,TE,Towson,,0.801,0.801,,0.592,1.148,0.733,1.059,0.029,3.206,3.206,0.0,0.592,1.148,1.466,3.177,0.029
2022,560147,Kevin Johnson,WR,Hampton,,1.387,1.387,,0.428,2.254,2.39,0.428,2.345,8.319,8.319,0.0,1.285,2.254,4.78,1.285,7.034
2022,3149687,Christopher Brooks,RB,BYU,Ind,0.232,0.026,0.251,0.222,0.146,0.347,0.277,0.109,33.216,0.309,32.907,14.437,8.177,6.594,29.075,4.141
2022,3915266,Mylik Mitchell,QB,Ferris State,,0.075,0.288,-0.274,-0.135,-0.151,0.485,-0.01,0.237,2.182,5.192,-3.01,-1.758,-0.906,4.847,-0.187,2.369
2022,4029462,Jay Vallie,TE,Eastern Illinois,,0.22,0.22,,-0.753,0.624,0.205,-0.098,0.326,2.639,2.639,0.0,-1.505,3.121,1.023,-0.295,2.934
2022,4031087,Cody Chrest,WR,Sam Houston,WAC,0.326,0.326,,-0.303,0.387,0.94,0.05,0.694,18.262,18.262,0.0,-5.146,8.122,15.043,1.615,16.647
2022,4032491,Aubry Payne,TE,Georgia State,SBC,-0.066,-0.066,,,,-0.066,,-0.066,-0.066,-0.066,0.0,0.0,0.0,-0.066,0.0,-0.066
2022,4033797,Trey Sneed,RB,Fordham,,0.335,0.998,0.211,0.229,0.081,0.739,0.4,-0.043,34.158,15.974,18.184,12.832,2.339,9.608,34.802,-0.644
2022,4034670,Michael Keating,TE,East Texas A&M,,-0.143,-0.143,,,-0.143,,,-0.143,-0.143,-0.143,0.0,0.0,-0.143,0.0,0.0,-0.143
2022,4034770,Clay Geary,WR,Minnesota,B1G,1.756,1.756,,1.023,1.12,3.173,1.048,3.173,10.535,10.535,0.0,3.07,1.12,6.345,4.19,6.345
2022,4035319,Kobay White,WR,Maine,,0.996,0.996,,0.488,1.567,1.703,0.487,1.875,29.871,29.871,0.0,6.346,12.534,13.624,9.249,20.622
2022,4035430,Lindsey Scott Jr.,QB,Incarnate Word,,0.618,0.652,0.503,0.324,0.619,1.235,0.442,0.997,306.47,249.576,56.894,69.396,95.966,134.624,149.919,156.551
2022,4035583,Jordan Jones,WR,Missouri State,,0.433,0.433,,0.901,0.061,1.333,0.472,0.419,6.501,6.501,0.0,0.901,0.606,4.0,1.887,4.614
2022,4035820,Jalen Starks,RB,Chadron St,,0.437,,0.437,-0.151,0.911,1.545,0.437,,5.676,0.0,5.676,-1.058,3.643,3.091,5.676,0.0
2022,4036210,Tyrrell Pigrome,QB,Towson,,0.239,0.214,0.306,-0.005,0.224,0.449,0.138,0.399,81.62,53.811,27.809,-0.615,24.149,43.097,28.888,52.732
2022,4036473,Logan Bonner,QB,Utah State,MWC,0.173,0.307,-0.344,0.228,0.24,0.004,0.153,0.205,20.107,31.582,-3.444,10.729,9.131,0.092,10.874,9.233
2022,4037293,Lucas Johnson,QB,Montana,,0.418,0.35,0.771,0.404,0.236,0.71,0.39,0.462,122.378,86.12,36.258,51.673,21.211,49.697,70.614,51.763
2022,4037514,Rontavius Groves,WR,Texas State,SBC,0.345,0.345,,-0.433,0.366,0.99,0.185,0.521,13.784,13.784,0.0,-5.195,5.122,13.856,3.875,9.908
2022,4037556,Steven Duncan,QB,Incarnate Word,,0.216,0.296,-0.196,-0.719,0.038,1.236,-0.452,0.584,6.709,7.688,-0.978,-6.474,0.305,16.07,-4.971,11.68
2022,4038444,Landon Wolf,WR,South Dakota State,,-0.154,-0.154,,-0.695,1.619,-0.304,-0.116,-0.304,-0.768,-0.768,0.0,-2.084,1.619,-0.304,-0.465,-0.304
2022,4038961,Cam McCormick,TE,Oregon,PAC,0.669,0.669,,0.265,1.274,,0.669,,6.687,6.687,0.0,1.593,5.094,0.0,6.687,0.0
2022,4039365,Jahod Booker,WR,Missouri State,,0.982,1.048,-0.728,0.315,1.281,0.978,0.455,1.246,26.519,27.247,-0.728,1.891,12.811,9.776,4.095,22.425
2022,4039599,Devaughn Cooper,WR,Syracuse,ACC,0.702,0.702,,0.901,0.418,0.993,0.766,0.593,30.188,30.188,0.0,22.528,4.595,5.96,20.693,9.495
2022,4040407,Jack Abraham,QB,Missouri,SEC,0.572,0.572,,-0.622,1.415,0.922,0.166,0.978,3.431,3.431,0.0,-1.244,2.831,1.845,0.497,2.935
2022,4045293,Jonah Morris,WR,Illinois,B1G,0.581,0.581,,-0.346,-0.102,3.117,-0.346,1.507,2.322,2.322,0.0,-0.693,-0.102,3.117,-0.693,3.015
2022,4048768,Walter Dawn Jr.,WR,UTEP,CUSA,0.62,0.659,0.389,1.015,0.469,0.458,0.557,0.777,4.342,3.953,0.389,2.029,0.938,1.374,2.787,1.555
2022,4053805,Josh Moran,WR,Delaware,,1.368,1.368,,2.235,1.494,0.809,1.621,1.2,6.84,6.84,0.0,2.235,2.987,1.618,3.241,3.599
2022,4055165,Renard Bell,WR,Washington State,PAC,0.522,0.609,-1.987,0.44,0.688,0.684,0.401,1.13,15.673,17.661,-1.987,8.807,4.813,2.053,10.025,5.648
2022,4239099,Trent Cloud,WR,Hampton,,0.749,0.749,,0.213,0.576,1.319,0.737,0.767,12.734,12.734,0.0,1.494,3.455,3.957,7.366,5.368
2022,4239397,Leroy Henley,WR,Richmond,,0.603,0.603,,0.795,0.717,0.907,0.718,0.395,52.441,52.441,0.0,22.257,25.825,17.23,40.197,12.244
