player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,behind_los_accuracy_percent,behind_los_aimed_passes,behind_los_attempts,behind_los_attempts_percent,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_bats,behind_los_big_time_throws,behind_los_btt_rate,behind_los_completion_percent,behind_los_completions,behind_los_def_gen_pressures,behind_los_drop_rate,behind_los_dropbacks,behind_los_drops,behind_los_epa,behind_los_first_downs,behind_los_grades_pass,behind_los_hit_as_threw,behind_los_interceptions,behind_los_passing_snaps,behind_los_positive_epa_percent,behind_los_pressure_to_sack_rate,behind_los_qb_rating,behind_los_sack_percent,behind_los_sacks,behind_los_scrambles,behind_los_spikes,behind_los_thrown_aways,behind_los_touchdowns,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_yards,behind_los_ypa,center_behind_los_accuracy_percent,center_behind_los_aimed_passes,center_behind_los_attempts,center_behind_los_attempts_percent,center_behind_los_avg_depth_of_target,center_behind_los_avg_time_to_throw,center_behind_los_bats,center_behind_los_big_time_throws,center_behind_los_btt_rate,center_behind_los_completion_percent,center_behind_los_completions,center_behind_los_def_gen_pressures,center_behind_los_drop_rate,center_behind_los_dropbacks,center_behind_los_drops,center_behind_los_epa,center_behind_los_first_downs,center_behind_los_grades_pass,center_behind_los_hit_as_threw,center_behind_los_interceptions,center_behind_los_passing_snaps,center_behind_los_positive_epa_percent,center_behind_los_pressure_to_sack_rate,center_behind_los_qb_rating,center_behind_los_sack_percent,center_behind_los_sacks,center_behind_los_scrambles,center_behind_los_spikes,center_behind_los_thrown_aways,center_behind_los_touchdowns,center_behind_los_turnover_worthy_plays,center_behind_los_twp_rate,center_behind_los_yards,center_behind_los_ypa,center_deep_accuracy_percent,center_deep_aimed_passes,center_deep_attempts,center_deep_attempts_percent,center_deep_avg_depth_of_target,center_deep_avg_time_to_throw,center_deep_bats,center_deep_big_time_throws,center_deep_btt_rate,center_deep_completion_percent,center_deep_completions,center_deep_def_gen_pressures,center_deep_drop_rate,center_deep_dropbacks,center_deep_drops,center_deep_epa,center_deep_first_downs,center_deep_grades_pass,center_deep_hit_as_threw,center_deep_interceptions,center_deep_passing_snaps,center_deep_positive_epa_percent,center_deep_pressure_to_sack_rate,center_deep_qb_rating,center_deep_sack_percent,center_deep_sacks,center_deep_scrambles,center_deep_spikes,center_deep_thrown_aways,center_deep_touchdowns,center_deep_turnover_worthy_plays,center_deep_twp_rate,center_deep_yards,center_deep_ypa,center_medium_accuracy_percent,center_medium_aimed_passes,center_medium_attempts,center_medium_attempts_percent,center_medium_avg_depth_of_target,center_medium_avg_time_to_throw,center_medium_bats,center_medium_big_time_throws,center_medium_btt_rate,center_medium_completion_percent,center_medium_completions,center_medium_def_gen_pressures,center_medium_drop_rate,center_medium_dropbacks,center_medium_drops,center_medium_epa,center_medium_first_downs,center_medium_grades_pass,center_medium_hit_as_threw,center_medium_interceptions,center_medium_passing_snaps,center_medium_positive_epa_percent,center_medium_pressure_to_sack_rate,center_medium_qb_rating,center_medium_sack_percent,center_medium_sacks,center_medium_scrambles,center_medium_spikes,center_medium_thrown_aways,center_medium_touchdowns,center_medium_turnover_worthy_plays,center_medium_twp_rate,center_medium_yards,center_medium_ypa,center_short_accuracy_percent,center_short_aimed_passes,center_short_attempts,center_short_attempts_percent,center_short_avg_depth_of_target,center_short_avg_time_to_throw,center_short_bats,center_short_big_time_throws,center_short_btt_rate,center_short_completion_percent,center_short_completions,center_short_def_gen_pressures,center_short_drop_rate,center_short_dropbacks,center_short_drops,center_short_epa,center_short_first_downs,center_short_grades_pass,center_short_hit_as_threw,center_short_interceptions,center_short_passing_snaps,center_short_positive_epa_percent,center_short_pressure_to_sack_rate,center_short_qb_rating,center_short_sack_percent,center_short_sacks,center_short_scrambles,center_short_spikes,center_short_thrown_aways,center_short_touchdowns,center_short_turnover_worthy_plays,center_short_twp_rate,center_short_yards,center_short_ypa,declined_penalties,deep_accuracy_percent,deep_aimed_passes,deep_attempts,deep_attempts_percent,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_bats,deep_big_time_throws,deep_btt_rate,deep_completion_percent,deep_completions,deep_def_gen_pressures,deep_drop_rate,deep_dropbacks,deep_drops,deep_epa,deep_first_downs,deep_grades_pass,deep_hit_as_threw,deep_interceptions,deep_passing_snaps,deep_positive_epa_percent,deep_pressure_to_sack_rate,deep_qb_rating,deep_sack_percent,deep_sacks,deep_scrambles,deep_spikes,deep_thrown_aways,deep_touchdowns,deep_turnover_worthy_plays,deep_twp_rate,deep_yards,deep_ypa,franchise_id,left_behind_los_accuracy_percent,left_behind_los_aimed_passes,left_behind_los_attempts,left_behind_los_attempts_percent,left_behind_los_avg_depth_of_target,left_behind_los_avg_time_to_throw,left_behind_los_bats,left_behind_los_big_time_throws,left_behind_los_btt_rate,left_behind_los_completion_percent,left_behind_los_completions,left_behind_los_def_gen_pressures,left_behind_los_drop_rate,left_behind_los_dropbacks,left_behind_los_drops,left_behind_los_epa,left_behind_los_first_downs,left_behind_los_grades_pass,left_behind_los_hit_as_threw,left_behind_los_interceptions,left_behind_los_passing_snaps,left_behind_los_positive_epa_percent,left_behind_los_pressure_to_sack_rate,left_behind_los_qb_rating,left_behind_los_sack_percent,left_behind_los_sacks,left_behind_los_scrambles,left_behind_los_spikes,left_behind_los_thrown_aways,left_behind_los_touchdowns,left_behind_los_turnover_worthy_plays,left_behind_los_twp_rate,left_behind_los_yards,left_behind_los_ypa,left_deep_accuracy_percent,left_deep_aimed_passes,left_deep_attempts,left_deep_attempts_percent,left_deep_avg_depth_of_target,left_deep_avg_time_to_throw,left_deep_bats,left_deep_big_time_throws,left_deep_btt_rate,left_deep_completion_percent,left_deep_completions,left_deep_def_gen_pressures,left_deep_drop_rate,left_deep_dropbacks,left_deep_drops,left_deep_epa,left_deep_first_downs,left_deep_grades_pass,left_deep_hit_as_threw,left_deep_interceptions,left_deep_passing_snaps,left_deep_positive_epa_percent,left_deep_pressure_to_sack_rate,left_deep_qb_rating,left_deep_sack_percent,left_deep_sacks,left_deep_scrambles,left_deep_spikes,left_deep_thrown_aways,left_deep_touchdowns,left_deep_turnover_worthy_plays,left_deep_twp_rate,left_deep_yards,left_deep_ypa,left_medium_accuracy_percent,left_medium_aimed_passes,left_medium_attempts,left_medium_attempts_percent,left_medium_avg_depth_of_target,left_medium_avg_time_to_throw,left_medium_bats,left_medium_big_time_throws,left_medium_btt_rate,left_medium_completion_percent,left_medium_completions,left_medium_def_gen_pressures,left_medium_drop_rate,left_medium_dropbacks,left_medium_drops,left_medium_epa,left_medium_first_downs,left_medium_grades_pass,left_medium_hit_as_threw,left_medium_interceptions,left_medium_passing_snaps,left_medium_positive_epa_percent,left_medium_pressure_to_sack_rate,left_medium_qb_rating,left_medium_sack_percent,left_medium_sacks,left_medium_scrambles,left_medium_spikes,left_medium_thrown_aways,left_medium_touchdowns,left_medium_turnover_worthy_plays,left_medium_twp_rate,left_medium_yards,left_medium_ypa,left_short_accuracy_percent,left_short_aimed_passes,left_short_attempts,left_short_attempts_percent,left_short_avg_depth_of_target,left_short_avg_time_to_throw,left_short_bats,left_short_big_time_throws,left_short_btt_rate,left_short_completion_percent,left_short_completions,left_short_def_gen_pressures,left_short_drop_rate,left_short_dropbacks,left_short_drops,left_short_epa,left_short_first_downs,left_short_grades_pass,left_short_hit_as_threw,left_short_interceptions,left_short_passing_snaps,left_short_positive_epa_percent,left_short_pressure_to_sack_rate,left_short_qb_rating,left_short_sack_percent,left_short_sacks,left_short_scrambles,left_short_spikes,left_short_thrown_aways,left_short_touchdowns,left_short_turnover_worthy_plays,left_short_twp_rate,left_short_yards,left_short_ypa,medium_accuracy_percent,medium_aimed_passes,medium_attempts,medium_attempts_percent,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_bats,medium_big_time_throws,medium_btt_rate,medium_completion_percent,medium_completions,medium_def_gen_pressures,medium_drop_rate,medium_dropbacks,medium_drops,medium_epa,medium_first_downs,medium_grades_pass,medium_hit_as_threw,medium_interceptions,medium_passing_snaps,medium_positive_epa_percent,medium_pressure_to_sack_rate,medium_qb_rating,medium_sack_percent,medium_sacks,medium_scrambles,medium_spikes,medium_thrown_aways,medium_touchdowns,medium_turnover_worthy_plays,medium_twp_rate,medium_yards,medium_ypa,penalties,right_behind_los_accuracy_percent,right_behind_los_aimed_passes,right_behind_los_attempts,right_behind_los_attempts_percent,right_behind_los_avg_depth_of_target,right_behind_los_avg_time_to_throw,right_behind_los_bats,right_behind_los_big_time_throws,right_behind_los_btt_rate,right_behind_los_completion_percent,right_behind_los_completions,right_behind_los_def_gen_pressures,right_behind_los_drop_rate,right_behind_los_dropbacks,right_behind_los_drops,right_behind_los_epa,right_behind_los_first_downs,right_behind_los_grades_pass,right_behind_los_hit_as_threw,right_behind_los_interceptions,right_behind_los_passing_snaps,right_behind_los_positive_epa_percent,right_behind_los_pressure_to_sack_rate,right_behind_los_qb_rating,right_behind_los_sack_percent,right_behind_los_sacks,right_behind_los_scrambles,right_behind_los_spikes,right_behind_los_thrown_aways,right_behind_los_touchdowns,right_behind_los_turnover_worthy_plays,right_behind_los_twp_rate,right_behind_los_yards,right_behind_los_ypa,right_deep_accuracy_percent,right_deep_aimed_passes,right_deep_attempts,right_deep_attempts_percent,right_deep_avg_depth_of_target,right_deep_avg_time_to_throw,right_deep_bats,right_deep_big_time_throws,right_deep_btt_rate,right_deep_completion_percent,right_deep_completions,right_deep_def_gen_pressures,right_deep_drop_rate,right_deep_dropbacks,right_deep_drops,right_deep_epa,right_deep_first_downs,right_deep_grades_pass,right_deep_hit_as_threw,right_deep_interceptions,right_deep_passing_snaps,right_deep_positive_epa_percent,right_deep_pressure_to_sack_rate,right_deep_qb_rating,right_deep_sack_percent,right_deep_sacks,right_deep_scrambles,right_deep_spikes,right_deep_thrown_aways,right_deep_touchdowns,right_deep_turnover_worthy_plays,right_deep_twp_rate,right_deep_yards,right_deep_ypa,right_medium_accuracy_percent,right_medium_aimed_passes,right_medium_attempts,right_medium_attempts_percent,right_medium_avg_depth_of_target,right_medium_avg_time_to_throw,right_medium_bats,right_medium_big_time_throws,right_medium_btt_rate,right_medium_completion_percent,right_medium_completions,right_medium_def_gen_pressures,right_medium_drop_rate,right_medium_dropbacks,right_medium_drops,right_medium_epa,right_medium_first_downs,right_medium_grades_pass,right_medium_hit_as_threw,right_medium_interceptions,right_medium_passing_snaps,right_medium_positive_epa_percent,right_medium_pressure_to_sack_rate,right_medium_qb_rating,right_medium_sack_percent,right_medium_sacks,right_medium_scrambles,right_medium_spikes,right_medium_thrown_aways,right_medium_touchdowns,right_medium_turnover_worthy_plays,right_medium_twp_rate,right_medium_yards,right_medium_ypa,right_short_accuracy_percent,right_short_aimed_passes,right_short_attempts,right_short_attempts_percent,right_short_avg_depth_of_target,right_short_avg_time_to_throw,right_short_bats,right_short_big_time_throws,right_short_btt_rate,right_short_completion_percent,right_short_completions,right_short_def_gen_pressures,right_short_drop_rate,right_short_dropbacks,right_short_drops,right_short_epa,right_short_first_downs,right_short_grades_pass,right_short_hit_as_threw,right_short_interceptions,right_short_passing_snaps,right_short_positive_epa_percent,right_short_pressure_to_sack_rate,right_short_qb_rating,right_short_sack_percent,right_short_sacks,right_short_scrambles,right_short_spikes,right_short_thrown_aways,right_short_touchdowns,right_short_turnover_worthy_plays,right_short_twp_rate,right_short_yards,right_short_ypa,short_accuracy_percent,short_aimed_passes,short_attempts,short_attempts_percent,short_avg_depth_of_target,short_avg_time_to_throw,short_bats,short_big_time_throws,short_btt_rate,short_completion_percent,short_completions,short_def_gen_pressures,short_drop_rate,short_dropbacks,short_drops,short_epa,short_first_downs,short_grades_pass,short_hit_as_threw,short_interceptions,short_passing_snaps,short_positive_epa_percent,short_pressure_to_sack_rate,short_qb_rating,short_sack_percent,short_sacks,short_scrambles,short_spikes,short_thrown_aways,short_touchdowns,short_turnover_worthy_plays,short_twp_rate,short_yards,short_ypa
Tyler Rogers,46638,QB,NEW MEX ST,12,568,616,92.4,92,92,16.2,-3.3,1.97,0,0,0.0,82.6,76,23,10.6,92,9,-0.09,17,72.3,0,0,94,31.5,0.0,95.7,0.0,0,0,0,0,2,0,0.0,481,5.2,93.4,76,76,13.4,-3.5,1.87,0,0,0.0,84.2,64,19,9.9,76,7,-0.04,15,72.2,0,0,77,31.6,0.0,99.3,0.0,0,0,0,0,2,0,0.0,435,5.7,41.4,29,29,5.1,27.6,3.35,0,8,25.8,41.4,12,10,0.0,29,0,0.43,12,66.6,0,4,31,41.4,0.0,88.6,0.0,0,0,0,0,6,6,19.4,477,16.4,69.7,66,66,11.6,14.4,2.9,0,7,10.1,56.1,37,25,19.6,66,9,0.74,36,92.8,0,2,69,56.1,0.0,94.3,0.0,0,0,0,0,3,4,5.8,681,10.3,82.8,134,134,23.6,4.2,2.43,0,0,0.0,76.1,102,37,8.1,134,9,-0.02,39,81.0,0,5,139,47.8,0.0,83.2,0.0,0,0,0,0,3,4,2.9,830,6.2,0,42.4,85,85,15.0,27.3,2.88,0,17,18.9,38.8,33,29,8.3,85,3,0.28,33,87.5,0,5,90,38.8,0.0,96.6,0.0,0,0,0,0,9,8,8.9,1049,12.3,242,100.0,3,3,0.5,-2.7,1.9,0,0,0.0,66.7,2,0,33.3,3,1,-0.78,0,55.9,0,0,3,0.0,,70.1,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,34,34,6.0,26.9,2.76,0,8,21.6,41.2,14,15,17.6,34,3,0.45,14,93.4,0,0,37,41.2,0.0,111.4,0.0,0,0,0,0,3,1,2.7,372,10.9,41.7,36,36,6.3,13.7,2.63,0,0,0.0,36.1,13,12,13.3,36,2,0.18,12,59.3,0,1,37,36.1,0.0,77.4,0.0,0,0,0,0,4,1,2.7,171,4.8,79.2,48,48,8.5,3.8,2.2,0,0,0.0,72.9,35,9,7.9,48,3,0.1,11,39.8,0,1,48,47.9,0.0,91.2,0.0,0,0,0,0,2,4,8.3,267,5.6,59.1,132,132,23.2,14.3,2.79,0,8,5.8,49.2,65,47,16.7,132,13,0.48,63,84.0,0,5,137,49.2,0.0,83.7,0.0,0,0,0,0,9,9,6.6,1067,8.1,0,84.6,13,13,2.3,-2.7,2.59,0,0,0.0,76.9,10,4,9.1,13,1,-0.25,2,68.7,0,0,14,38.5,0.0,80.9,0.0,0,0,0,0,0,0,0.0,46,3.5,31.8,22,22,3.9,27.6,2.43,0,1,4.5,31.8,7,4,0.0,22,0,-0.19,7,66.1,0,1,22,31.8,0.0,47.5,0.0,0,0,0,0,0,1,4.5,200,9.1,56.7,30,30,5.3,14.7,2.73,0,1,3.2,50.0,15,10,11.8,30,2,0.25,15,59.8,0,2,31,50.0,0.0,68.1,0.0,0,0,0,0,2,4,12.9,215,7.2,69.8,53,53,9.3,3.5,2.47,0,0,0.0,66.0,35,15,5.4,53,2,0.0,14,27.4,0,2,54,43.4,0.0,80.9,0.0,0,0,0,0,2,6,11.1,343,6.5,79.1,235,235,41.4,4.0,2.39,0,0,0.0,73.2,172,61,7.5,235,14,0.01,64,55.9,0,8,241,46.8,0.0,84.4,0.0,0,0,0,0,7,14,5.8,1440,6.1
Mike White,46453,QB,W KENTUCKY,13,560,613,96.0,75,75,13.4,-2.5,1.82,0,0,0.0,90.7,68,9,5.6,75,4,-0.16,14,73.2,0,0,76,48.0,0.0,89.8,0.0,0,0,0,0,1,0,0.0,336,4.5,94.7,57,57,10.2,-2.7,1.85,0,0,0.0,91.2,52,7,3.7,57,2,-0.12,9,72.0,0,0,57,45.6,0.0,92.0,0.0,0,0,0,0,1,0,0.0,266,4.7,45.7,35,35,6.3,29.0,3.28,0,10,27.0,40.0,14,12,12.5,35,2,0.27,14,91.1,0,2,37,40.0,0.0,103.3,0.0,0,0,0,0,6,1,2.7,516,14.7,79.0,62,62,11.1,13.0,2.47,0,1,1.5,66.1,41,15,16.3,62,8,0.78,38,90.4,0,1,66,64.5,0.0,112.6,0.0,0,0,0,0,3,2,3.0,684,11.0,89.6,154,154,27.5,4.3,2.3,0,0,0.0,81.2,125,37,9.4,154,13,0.29,50,83.6,0,2,161,61.7,0.0,93.6,0.0,0,0,0,0,2,3,1.9,1036,6.7,0,41.3,80,80,14.3,29.2,3.06,0,23,26.4,36.3,29,31,12.1,80,4,0.44,29,91.6,0,2,87,37.5,0.0,113.5,0.0,0,0,0,0,13,1,1.1,1041,13.0,346,100.0,9,9,1.6,-2.0,1.42,0,0,0.0,88.9,8,0,11.1,9,1,-0.27,3,67.7,0,0,10,44.4,,81.5,0.0,0,0,0,0,0,0,0.0,32,3.6,42.9,28,28,5.0,30.3,3.09,0,9,30.0,39.3,11,12,8.3,28,1,0.92,11,91.5,0,0,30,42.9,0.0,126.5,0.0,0,0,0,0,4,0,0.0,403,14.4,44.7,38,38,6.8,14.0,2.66,0,3,7.7,36.8,14,16,17.6,38,3,0.13,12,64.3,0,1,39,39.5,0.0,73.0,0.0,0,0,0,0,3,2,5.1,227,6.0,79.0,62,62,11.1,5.3,2.33,0,0,0.0,71.0,44,16,10.2,62,5,0.16,20,48.0,0,1,65,54.8,0.0,80.2,0.0,0,0,0,0,0,2,3.1,382,6.2,63.1,122,122,21.8,13.5,2.58,0,5,3.9,53.3,65,36,15.6,122,12,0.48,60,78.6,0,3,127,53.3,0.0,92.4,0.0,0,0,0,0,7,7,5.5,1084,8.9,0,100.0,9,9,1.6,-1.8,2.02,0,0,0.0,88.9,8,2,11.1,9,1,-0.26,2,66.8,0,0,9,66.7,0.0,84.3,0.0,0,0,0,0,0,0,0.0,38,4.2,29.4,17,17,3.0,27.8,2.56,0,4,20.0,23.5,4,7,20.0,17,1,-0.03,4,66.2,0,0,20,23.5,0.0,96.6,0.0,0,0,0,0,3,0,0.0,122,7.2,50.0,22,22,3.9,14.3,2.75,0,1,4.5,45.5,10,5,9.1,22,1,0.23,10,51.4,0,1,22,45.5,0.0,68.9,0.0,0,0,0,0,1,3,13.6,173,7.9,87.2,47,47,8.4,4.3,2.28,0,0,0.0,78.7,37,8,9.8,47,4,0.61,21,74.7,0,0,49,63.8,0.0,114.5,0.0,0,0,0,0,3,0,0.0,299,6.4,86.7,263,263,47.0,4.5,2.3,0,0,0.0,78.3,206,61,9.6,263,22,0.31,91,74.9,0,3,275,60.5,0.0,95.5,0.0,0,0,0,0,5,5,1.8,1717,6.5
Luke Falk,46586,QB,WASH STATE,12,535,601,95.2,145,145,27.1,-3.0,1.99,0,0,0.0,92.4,134,13,2.9,145,4,-0.04,42,72.2,0,2,147,47.6,0.0,98.5,0.0,0,0,0,0,6,1,0.7,828,5.7,94.3,105,105,19.6,-3.2,1.95,0,0,0.0,91.4,96,10,3.0,105,3,-0.1,31,70.5,0,2,107,48.6,0.0,101.4,0.0,0,0,0,0,6,1,0.9,596,5.7,51.7,29,29,5.4,27.2,3.04,0,10,34.5,44.8,13,5,13.3,29,2,0.55,13,91.8,0,2,29,44.8,0.0,97.3,0.0,0,0,0,0,3,3,10.3,415,14.3,66.7,48,48,9.0,12.9,2.95,0,2,4.1,52.1,25,10,21.9,48,7,0.42,24,86.2,0,4,49,50.0,0.0,78.6,0.0,0,0,0,0,4,5,10.2,461,9.6,83.7,147,147,27.5,3.6,2.5,0,0,0.0,76.9,113,31,8.1,147,10,0.2,51,67.2,0,3,148,57.8,0.0,104.8,0.0,0,0,0,0,9,6,4.1,944,6.4,0,41.1,73,73,13.6,27.9,2.93,0,15,17.9,35.6,26,14,13.3,73,4,0.24,26,79.0,0,3,84,35.6,0.0,89.0,0.0,0,0,0,0,6,8,9.5,823,11.3,341,100.0,13,13,2.4,-2.2,2.21,0,0,0.0,100.0,13,0,0.0,13,0,0.29,4,68.5,0,0,13,46.2,,94.9,0.0,0,0,0,0,0,0,0.0,88,6.8,27.3,22,22,4.1,29.4,2.46,0,3,10.3,27.3,6,2,0.0,22,0,0.06,6,56.0,0,1,29,27.3,0.0,74.8,0.0,0,0,0,0,2,3,10.3,192,8.7,29.4,17,17,3.2,13.4,2.88,0,0,0.0,23.5,4,4,20.0,17,1,-0.4,4,32.3,0,1,19,23.5,0.0,39.8,0.0,0,0,0,0,1,4,21.1,72,4.2,69.6,23,23,4.3,5.1,2.25,0,0,0.0,52.2,12,3,25.0,23,4,0.07,6,61.8,0,0,23,43.5,0.0,99.3,0.0,0,0,0,0,3,0,0.0,78,3.4,54.3,94,94,17.6,13.2,2.81,0,3,3.1,44.7,42,20,17.6,94,9,0.21,39,64.0,0,5,98,42.6,0.0,66.7,0.0,0,0,0,0,5,11,11.2,718,7.6,0,96.3,27,27,5.0,-2.7,2.03,0,0,0.0,92.6,25,3,3.8,27,1,0.02,7,68.4,0,0,27,44.4,0.0,88.9,0.0,0,0,0,0,0,0,0.0,144,5.3,40.9,22,22,4.1,27.5,3.25,0,2,7.7,31.8,7,7,22.2,22,2,0.01,7,70.1,0,0,26,31.8,0.0,84.7,0.0,0,0,0,0,1,2,7.7,216,9.8,48.3,29,29,5.4,13.6,2.53,0,1,3.3,44.8,13,6,7.1,29,1,0.21,11,52.0,0,0,30,41.4,0.0,66.0,0.0,0,0,0,0,0,2,6.7,185,6.4,88.2,34,34,6.4,3.1,2.59,0,0,0.0,88.2,30,9,0.0,34,0,0.15,9,69.5,0,0,34,61.8,0.0,100.4,0.0,0,0,0,0,1,0,0.0,195,5.7,82.8,204,204,38.1,3.7,2.49,0,0,0.0,76.0,155,43,8.3,204,14,0.18,66,68.3,0,3,205,56.9,0.0,105.4,0.0,0,0,0,0,13,6,2.9,1217,6.0
Kurt Benkert,46540,QB,VIRGINIA,13,511,572,97.6,83,83,16.2,-4.0,1.69,0,0,0.0,90.4,75,3,7.4,83,6,-0.09,20,72.7,0,0,83,41.0,0.0,93.2,0.0,0,0,0,0,2,0,0.0,368,4.4,96.9,65,65,12.7,-4.2,1.6,0,0,0.0,89.2,58,2,7.9,65,5,-0.05,16,68.5,0,0,65,46.2,0.0,96.2,0.0,0,0,0,0,2,0,0.0,301,4.6,20.0,15,15,2.9,33.9,3.27,0,2,11.8,20.0,3,5,0.0,15,0,-0.03,3,52.8,0,0,17,20.0,0.0,87.6,0.0,0,0,0,0,1,0,0.0,138,9.2,65.6,32,32,6.3,12.6,3.01,0,2,5.9,56.3,18,9,14.3,32,3,0.46,16,90.2,0,1,34,53.1,0.0,93.5,0.0,0,0,0,0,2,1,2.9,282,8.8,78.0,173,173,33.9,4.8,2.1,0,0,0.0,68.8,119,17,11.9,173,16,0.08,53,67.7,0,2,180,50.9,0.0,88.4,0.0,0,0,0,0,4,4,2.2,1084,6.3,0,32.9,76,76,14.9,31.4,2.72,0,19,22.6,26.3,20,18,20.0,76,5,0.16,20,69.2,0,2,84,27.6,0.0,98.0,0.0,0,0,0,0,12,7,8.3,772,10.2,335,100.0,6,6,1.2,-3.3,1.92,0,0,0.0,83.3,5,0,16.7,6,1,-0.37,0,66.0,0,0,6,16.7,,79.2,0.0,0,0,0,0,0,0,0.0,17,2.8,35.9,39,39,7.6,30.7,2.49,0,11,26.2,23.1,9,7,35.7,39,5,0.01,9,71.6,0,2,42,25.6,0.0,80.2,0.0,0,0,0,0,6,5,11.9,327,8.4,47.6,21,21,4.1,13.9,2.86,0,2,8.7,42.9,9,5,10.0,21,1,-0.12,9,52.2,0,1,23,42.9,0.0,67.0,0.0,0,0,0,0,1,1,4.3,167,8.0,80.6,31,31,6.1,4.6,2.62,0,0,0.0,74.2,23,8,8.0,31,2,0.07,8,58.7,0,1,33,48.4,0.0,84.6,0.0,0,0,0,0,1,2,6.1,174,5.6,54.2,72,72,14.1,13.7,3.02,0,5,6.5,45.8,33,21,15.4,72,6,0.17,29,67.4,0,2,77,44.4,0.0,79.3,0.0,0,0,0,0,4,4,5.2,555,7.7,0,100.0,12,12,2.3,-3.3,2.04,0,0,0.0,100.0,12,1,0.0,12,0,-0.16,4,77.1,0,0,12,25.0,0.0,84.0,0.0,0,0,0,0,0,0,0.0,50,4.2,36.4,22,22,4.3,30.9,2.76,0,6,24.0,36.4,8,6,0.0,22,0,0.54,8,71.3,0,0,25,36.4,0.0,124.1,0.0,0,0,0,0,5,2,8.0,307,14.0,42.1,19,19,3.7,15.2,3.2,0,1,5.0,31.6,6,7,25.0,19,2,0.01,4,43.3,0,0,20,31.6,0.0,69.2,0.0,0,0,0,0,1,2,10.0,106,5.6,78.7,47,47,9.2,4.6,2.84,0,0,0.0,59.6,28,17,24.3,47,9,-0.5,11,52.1,0,2,50,42.6,0.0,63.0,0.0,0,0,0,0,1,4,8.0,247,5.3,78.5,251,251,49.1,4.7,2.3,0,0,0.0,67.7,170,42,13.7,251,27,-0.03,72,63.2,0,5,263,49.0,0.0,83.2,0.0,0,0,0,0,6,10,3.8,1505,6.0
