player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Quinn Billerman,19744,QB,NC CENT,2,2.32,2.16,2.6,4.7,36,247,77.3,22,24,6.6,1.83,1,1,4.2,58.3,14,3,17.6,24,66.7,3,-0.04,8,,,,,67.6,66.8,73.0,,66.4,,,,,,0,0,24,41.7,0.0,75.0,0.0,0,0,0,1,0,0,0.0,140,5.8,25.0,8,9,17.4,3.3,0,0,0.0,22.2,2,6,0.0,12,33.3,0,-1.36,1,,,,,65.6,33.9,70.7,,38.0,,,51.6,,,0,2,12,8.3,16.7,0.0,8.3,1,2,0,1,0,1,8.3,14,1.6
Brodie Lambert,31383,QB,MO STATE,2,2.71,2.48,2.7,6.55,36,230,72.7,22,22,8.2,1.93,0,1,4.3,54.5,12,5,25.0,22,61.1,4,-0.65,3,,,,,67.5,44.5,72.8,,44.5,,,,,,0,2,23,22.7,0.0,32.4,0.0,0,0,0,0,0,2,8.7,120,5.5,75.0,8,11,8.0,3.94,0,2,16.7,45.5,5,9,16.7,14,38.9,1,-0.87,2,,,,,66.4,65.9,71.4,,71.3,,,53.6,,,0,1,15,21.4,11.1,21.0,7.1,1,2,0,3,0,1,6.7,50,4.5
Cody Williams,32677,QB,MONMOUTH,1,2.47,2.22,5.95,3.5,35,231,58.8,17,18,4.7,1.7,1,1,5.3,55.6,10,2,0.0,18,51.4,0,-0.39,3,,,,,67.0,49.4,72.2,,49.4,,,,,,0,1,19,33.3,0.0,37.7,0.0,0,0,0,0,0,3,15.8,54,3.0,80.0,10,11,8.6,3.99,0,0,0.0,63.6,7,5,12.5,14,40.0,1,-0.08,4,,,,,66.2,50.8,71.2,,52.9,,,57.3,,,0,0,14,35.7,40.0,75.2,14.3,2,1,0,1,0,1,7.1,53,4.8
Faton Bauta,46470,QB,GEORGIA,1,2.92,2.82,4.0,4.9,35,173,55.6,9,10,3.6,1.84,1,0,0.0,50.0,5,2,0.0,10,28.6,0,-0.46,3,,,,,65.4,44.8,70.1,,44.9,,,,,,0,0,10,40.0,0.0,60.4,0.0,0,0,0,0,0,0,0.0,40,4.0,61.9,21,23,13.4,3.35,0,1,4.2,43.5,10,12,23.1,25,71.4,3,-0.7,5,,,,,67.8,33.7,73.3,,31.1,,,64.3,,,1,4,26,44.0,8.3,19.4,4.0,1,1,0,1,0,5,19.2,114,5.0
Daniel Kniffin,31376,QB,SACRAMENTO,1,2.38,2.38,,,35,279,76.2,21,22,6.1,1.97,1,0,0.0,63.6,14,3,12.5,22,62.9,2,-0.09,6,,,,,67.4,56.6,72.7,,56.4,,,,,,0,1,22,45.5,0.0,61.4,0.0,0,0,0,0,0,2,9.1,133,6.0,66.7,9,13,8.2,3.08,0,2,15.4,30.8,4,6,33.3,13,37.1,2,-0.28,3,,,,,66.0,68.0,71.0,,67.7,,,,,,0,0,13,23.1,0.0,43.1,0.0,0,0,0,4,0,1,7.7,48,3.7
Foster Sawyer,13010,QB,TCU,4,2.91,2.36,4.07,5.22,35,305,61.5,13,13,6.4,1.5,0,0,0.0,61.5,8,1,0.0,13,37.1,0,-0.73,1,,,,,66.4,33.0,71.4,,33.4,,,,,,0,1,15,23.1,0.0,33.8,0.0,0,0,0,0,0,1,6.7,32,2.5,45.5,11,14,22.0,3.75,1,3,21.4,21.4,3,6,40.0,22,62.9,2,-0.52,4,,,,,67.5,49.5,72.8,,50.0,,,56.5,,,1,2,23,22.7,50.0,63.7,13.6,3,5,0,1,2,4,17.4,123,8.8
A.J. Schurr,19879,QB,ARMY,6,2.6,2.4,3.13,4.4,34,114,46.7,15,15,17.9,2.06,0,0,0.0,33.3,5,4,28.6,17,50.0,2,-0.21,3,,,,,66.7,27.9,71.8,,28.1,,,,,,0,2,17,29.4,50.0,48.6,11.8,2,0,0,0,1,4,23.5,130,8.7,60.0,10,13,15.0,3.14,1,1,7.1,38.5,5,7,16.7,17,50.0,1,0.08,5,,,,,22.9,48.5,72.0,,45.9,,,62.5,,,1,2,18,35.3,28.6,86.2,11.8,2,2,0,1,2,3,16.7,168,12.9
Moses Skillon,20354,QB,MORGAN ST,1,2.45,2.1,3.08,4.47,34,235,61.9,21,21,5.7,1.88,0,1,4.5,52.4,11,4,15.4,22,64.7,2,-0.31,5,,,,,67.5,54.7,72.8,,54.5,,,,,,0,1,23,27.3,25.0,45.5,4.5,1,0,0,0,0,2,8.7,99,4.7,60.0,5,5,17.8,3.51,0,0,0.0,60.0,3,6,0.0,12,35.3,0,0.12,4,,,,,65.8,65.0,70.7,,59.6,,,66.0,,,0,0,12,41.7,66.7,85.4,33.3,4,3,0,0,0,0,0.0,40,8.0
Mark Iannotti,37982,QB,S ILLINOIS,1,2.12,1.98,3.0,3.8,34,295,84.0,25,26,7.0,1.77,0,0,0.0,76.9,20,4,4.8,26,76.5,1,1.01,11,,,,,68.0,78.1,73.5,,77.4,,,,,,0,0,28,61.5,0.0,157.9,0.0,0,0,0,1,4,0,0.0,364,14.0,80.0,5,5,16.0,3.24,0,1,20.0,80.0,4,4,0.0,8,23.5,0,0.51,3,,,,,64.9,68.5,69.5,,68.1,,,61.4,,,0,0,8,75.0,25.0,105.8,12.5,1,2,0,0,0,0,0.0,47,9.4
Gus Ragland,39063,QB,MIAMI OH,8,2.74,2.52,3.7,4.67,34,221,73.3,15,15,8.1,2.0,0,0,0.0,73.3,11,4,0.0,15,44.1,0,0.61,6,,,,,66.7,78.8,71.8,,78.1,,,,,,0,0,17,66.7,0.0,133.1,0.0,0,0,0,0,2,1,5.9,109,7.3,78.6,14,15,8.4,3.33,0,1,6.7,66.7,10,6,9.1,19,55.9,1,0.07,5,,,,,67.0,68.6,72.2,,71.1,,,57.2,,,0,0,19,52.6,16.7,107.6,5.3,1,3,0,1,1,0,0.0,100,6.7
Kenneth Coleman,46551,QB,FL A&M,1,2.3,2.03,3.0,4.6,33,164,77.3,22,25,2.6,1.66,3,0,0.0,48.0,12,2,29.4,25,75.8,5,-0.14,4,,,,,67.8,48.1,73.3,,48.1,,,,,,0,1,26,24.0,0.0,40.8,0.0,0,0,0,0,0,1,3.8,92,3.7,75.0,4,4,7.8,4.28,0,1,25.0,50.0,2,2,33.3,8,24.2,1,-0.46,2,,,,,64.9,66.6,69.5,,75.7,,,54.8,,,0,1,8,50.0,50.0,49.0,12.5,1,3,0,0,0,0,0.0,43,10.8
Connor Frazier,20514,QB,TOWSON,1,2.92,2.78,2.6,4.5,33,317,61.5,13,13,7.5,1.93,0,1,7.1,53.8,7,4,12.5,13,39.4,1,0.13,5,,,,,66.2,80.5,71.2,,79.8,,,,,,0,0,14,46.2,0.0,80.6,0.0,0,0,0,0,0,0,0.0,105,8.1,57.1,14,15,16.1,3.57,1,1,6.7,53.3,8,6,0.0,20,60.6,0,0.11,7,,,,,67.1,67.8,72.4,,69.1,,,58.6,,,0,1,20,40.0,33.3,72.9,10.0,2,3,0,0,1,0,0.0,115,7.7
Darrel Colbert Jr.,46577,QB,SMU,4,3.56,3.31,3.13,4.4,33,287,80.0,5,5,5.6,1.93,0,0,0.0,80.0,4,3,0.0,7,21.2,0,-1.77,2,,,,,14.6,42.9,69.1,,68.2,,,42.7,,,0,0,7,28.6,33.3,97.5,14.3,1,1,0,0,0,1,14.3,37,7.4,64.7,17,17,19.5,4.0,0,2,11.8,64.7,11,7,0.0,26,78.8,0,0.31,6,,,,,67.8,64.0,73.3,,74.7,,,47.9,,,0,0,26,46.2,28.6,116.3,7.7,2,7,0,0,1,1,3.8,166,9.8
Dallas Davis,13241,QB,S ALABAMA,4,2.34,1.84,3.11,4.9,33,288,57.9,19,19,10.5,1.74,0,1,5.3,52.6,10,3,9.1,21,63.6,1,-0.43,5,,,,,67.2,54.4,72.5,,54.2,,,,,,0,1,21,28.6,66.7,65.5,9.5,2,0,0,0,1,1,4.8,109,5.7,25.0,4,4,18.5,3.38,0,0,0.0,25.0,1,6,0.0,12,36.4,0,-1.12,1,,,,,20.3,33.4,71.0,,29.6,,,61.8,,,0,0,13,16.7,100.0,39.6,50.0,6,2,0,0,0,1,7.7,1,0.3
K.J. Carta-Samuels,46525,QB,WASHINGTON,4,2.93,2.56,2.75,4.88,32,340,70.0,10,12,4.5,1.88,2,0,0.0,41.7,5,2,28.6,12,37.5,2,-0.64,1,,,,,65.8,47.5,70.7,,47.5,,,,,,0,0,12,33.3,0.0,49.3,0.0,0,0,0,0,0,0,0.0,36,3.0,58.3,12,13,11.8,3.57,1,0,0.0,46.2,6,15,14.3,20,62.5,1,-0.12,7,,,,,67.1,48.4,72.4,,42.3,,,64.0,,,0,1,20,50.0,13.3,39.3,10.0,2,5,0,0,0,2,10.0,96,7.4
Parker McKenzie,45035,QB,ABILENE CH,1,2.57,2.46,3.67,,32,100,92.9,14,14,1.8,1.67,0,0,0.0,71.4,10,1,23.1,14,43.8,3,0.03,3,,,,,66.2,67.0,71.2,,66.6,,,,,,0,0,14,57.1,0.0,81.5,0.0,0,0,0,0,0,0,0.0,67,4.8,60.0,15,15,14.0,3.27,0,0,0.0,53.3,8,10,11.1,18,56.3,1,-0.6,6,,,,,66.8,55.1,72.0,,55.0,,,,,,0,2,18,33.3,30.0,35.0,16.7,3,0,0,0,0,1,5.6,101,6.7
Jared Johnson,24589,QB,SM HOUSTON,1,2.21,1.85,5.1,4.6,32,281,69.6,23,23,4.7,1.61,0,0,0.0,65.2,15,3,6.3,23,71.9,1,-0.42,5,,,,,67.5,53.5,72.8,,53.3,,,,,,0,1,23,39.1,0.0,58.4,0.0,0,0,0,0,0,1,4.3,111,4.8,60.0,5,5,16.8,3.74,0,0,0.0,60.0,3,3,0.0,9,28.1,0,0.86,4,,,,,65.1,61.8,69.8,,54.4,,,66.3,,,0,0,9,55.6,33.3,79.6,11.1,1,3,0,0,0,0,0.0,33,6.6
Hayden Rettig,21652,QB,RUTGERS,4,2.92,2.5,3.73,4.98,32,278,63.6,11,13,10.0,2.02,0,1,7.1,46.2,6,2,14.3,13,40.6,1,0.0,3,,,,,66.2,64.6,71.2,,64.3,,,,,,1,0,14,38.5,0.0,83.2,0.0,0,0,0,1,1,0,0.0,53,4.1,72.7,11,12,17.4,3.54,0,3,23.1,66.7,8,10,0.0,19,59.4,0,0.32,8,,,,,67.1,79.2,72.4,,80.3,,,61.9,,,1,0,20,47.4,30.0,137.5,15.8,3,4,0,0,1,1,5.0,180,15.0
Tanner Gueller,26687,QB,IDAHO ST,2,2.16,2.12,3.3,,31,186,65.2,23,25,10.1,1.98,2,1,4.0,52.0,13,7,13.3,25,80.6,2,-0.09,9,,,,,67.7,63.1,73.1,,62.7,,,,,,0,0,25,40.0,0.0,65.6,0.0,0,0,0,0,0,0,0.0,121,4.8,50.0,4,5,6.8,2.93,0,0,0.0,40.0,2,4,0.0,6,19.4,0,-1.53,1,,,,,64.2,32.6,68.6,,32.9,,,,,,0,1,6,16.7,25.0,8.3,16.7,1,0,0,1,0,1,16.7,9,1.8
Taylor Reed,18096,QB,CENT ARK,1,2.72,2.47,3.0,4.18,31,132,80.0,15,15,2.1,1.83,0,0,0.0,73.3,11,3,8.3,15,48.4,1,-0.24,4,,,,,66.4,69.2,71.4,,68.7,,,,,,0,0,15,40.0,0.0,82.6,0.0,0,0,0,0,0,0,0.0,70,4.7,55.6,9,10,16.4,3.56,0,1,9.1,30.0,3,10,40.0,16,51.6,2,0.08,3,,,,,66.8,37.1,72.0,,45.1,,,46.0,,,0,0,18,31.3,20.0,84.6,12.5,2,4,0,1,1,1,5.6,58,5.8
Breck Ruddick,31221,QB,MO STATE,1,2.52,1.97,3.97,4.75,31,230,95.0,20,20,0.7,1.59,0,0,0.0,65.0,13,1,31.6,20,64.5,6,-0.13,4,,,,,67.2,59.1,72.5,,58.8,,,,,,0,0,21,35.0,0.0,92.9,0.0,0,0,0,0,1,0,0.0,96,4.8,25.0,4,4,18.3,4.21,0,0,0.0,25.0,1,8,0.0,11,35.5,0,-0.5,1,,,,,66.2,33.5,71.2,,26.1,,,71.7,,,0,0,14,27.3,37.5,39.6,27.3,3,4,0,0,0,1,7.1,5,1.3
Jordan Gehrke,21879,QB,COLORADO,3,3.19,2.84,4.15,5.5,30,143,81.8,11,11,1.0,2.13,0,0,0.0,72.7,8,1,11.1,11,36.7,1,0.21,3,,,,,65.6,52.6,70.4,,52.4,,,,,,0,1,11,54.5,0.0,80.5,0.0,0,0,0,0,1,1,9.1,67,6.1,66.7,9,13,15.7,3.81,1,0,0.0,30.8,4,12,33.3,19,63.3,2,-0.56,3,,,,,24.7,37.2,72.5,,41.1,,,50.6,,,2,0,21,26.3,33.3,43.4,21.1,4,2,0,1,0,3,14.3,49,3.8
Kevin Anderson,46499,QB,FORDHAM,1,2.66,2.53,2.45,3.93,30,168,76.9,13,13,8.9,2.13,0,1,7.1,61.5,8,7,20.0,15,50.0,2,0.34,4,,,,,21.8,63.0,71.6,,62.7,,,,,,0,0,16,53.3,28.6,105.4,13.3,2,0,0,0,0,1,6.3,185,14.2,88.9,9,10,12.4,3.19,0,2,20.0,70.0,7,6,12.5,15,50.0,1,0.52,7,,,,,66.4,84.7,71.4,,91.5,,,50.6,,,1,0,15,66.7,33.3,112.5,13.3,2,3,0,0,0,0,0.0,137,13.7
Reggie Bonnafon,47542,QB,LOUISVILLE,6,3.27,2.82,3.12,6.7,30,210,71.4,7,8,4.0,1.86,0,0,0.0,50.0,4,4,20.0,10,33.3,1,-0.19,2,,,,,65.4,58.8,70.1,,58.6,,,,,,0,0,10,40.0,50.0,65.1,20.0,2,0,0,1,0,0,0.0,41,5.1,66.7,12,13,11.2,3.97,0,1,6.3,61.5,8,12,0.0,20,66.7,0,-0.18,6,,,,,67.5,67.4,73.6,,64.0,90.0,,60.0,,,0,1,23,35.0,33.3,76.4,20.0,4,3,0,1,1,1,4.3,92,7.1
Kyle Pohl,16451,QB,AKRON,3,2.26,2.14,2.9,4.6,29,102,52.9,17,19,8.8,1.79,2,0,0.0,42.1,8,3,11.1,19,65.5,1,-0.1,6,,,,,67.0,49.9,72.2,,49.9,,,,,,0,0,19,36.8,0.0,54.9,0.0,0,0,0,0,0,0,0.0,81,4.3,80.0,5,8,15.6,3.13,0,2,25.0,37.5,3,6,25.0,10,34.5,1,-0.32,2,,,,,65.4,81.4,70.1,,85.0,,,57.8,,,0,0,10,20.0,16.7,62.5,10.0,1,1,0,3,0,0,0.0,56,7.0
Chad Voytik,46471,QB,PITTSBURGH,4,2.46,2.21,3.3,5.1,29,268,83.3,12,12,-0.3,1.58,0,0,0.0,83.3,10,2,0.0,13,44.8,0,-1.27,2,,,,,20.0,41.5,71.0,,41.6,,,,,,0,1,13,23.1,50.0,44.4,7.7,1,0,0,0,0,2,15.4,20,1.7,60.0,10,11,17.2,3.38,0,1,7.1,54.5,6,7,0.0,15,51.7,0,-0.35,2,,,,,23.3,46.8,72.0,,43.1,,,64.2,,,0,0,18,40.0,42.9,112.7,20.0,3,1,0,1,1,1,5.6,92,8.4
Ryan Higgins,22948,QB,LA TECH,5,2.3,2.19,2.4,3.65,28,208,87.5,16,16,2.4,1.77,0,0,0.0,62.5,10,5,28.6,17,60.7,4,-0.23,3,,,,,66.7,70.3,71.8,,69.9,,,,,,0,0,17,41.2,20.0,69.5,5.9,1,0,0,0,0,0,0.0,59,3.7,55.6,9,9,18.7,3.12,0,1,11.1,55.6,5,3,0.0,11,39.3,0,-0.54,4,,,,,65.6,46.9,70.4,,51.0,,,53.1,,,0,3,11,54.5,0.0,82.4,0.0,0,2,0,0,1,2,18.2,79,8.8
Tyler O'Connor,46460,QB,MICH STATE,3,2.68,2.5,3.0,4.45,28,223,66.7,12,13,4.1,1.93,0,0,0.0,53.8,7,2,12.5,13,46.4,1,-0.11,3,,,,,66.4,53.2,71.4,,53.1,,,,,,0,0,15,38.5,0.0,64.6,0.0,0,0,0,1,0,1,6.7,55,4.2,72.7,11,11,12.5,3.33,0,1,9.1,54.5,6,8,25.0,15,53.6,2,0.0,4,,,,,26.3,58.3,71.4,,71.1,,,40.6,,,0,1,15,33.3,25.0,78.8,13.3,2,2,0,0,2,1,6.7,78,7.1
Nick Schuessler,12061,QB,CLEMSON,5,2.46,2.12,3.97,4.2,28,140,68.8,16,16,6.3,1.69,0,0,0.0,62.5,10,3,9.1,16,57.1,1,0.3,5,,,,,66.5,32.7,71.6,,33.0,,,,,,0,0,16,31.3,0.0,90.6,0.0,0,0,0,0,0,1,6.3,140,8.8,42.9,7,7,14.6,3.5,0,0,0.0,42.9,3,6,0.0,12,42.9,0,-1.56,2,,,,,65.6,29.5,70.7,,31.2,,,52.3,,,0,1,12,16.7,50.0,20.2,25.0,3,2,0,0,0,1,8.3,37,5.3
Johnathan Williams,19860,QB,GRAMBLING,1,2.82,2.39,4.0,4.8,28,177,50.0,12,12,7.0,1.78,0,0,0.0,41.7,5,1,16.7,12,42.9,1,-1.11,1,,,,,66.0,51.9,71.0,,51.8,,,,,,0,1,13,25.0,0.0,16.0,0.0,0,0,0,0,0,0,0.0,40,3.3,50.0,8,10,16.6,3.6,0,0,0.0,20.0,2,11,50.0,16,57.1,2,-0.8,2,,,,,66.5,29.2,71.6,,29.9,,,50.8,,,1,3,16,12.5,27.3,13.7,18.8,3,3,0,1,0,2,12.5,63,6.3
Jared Davis,25006,QB,TENN TECH,1,2.7,2.63,3.55,,28,309,76.9,13,13,6.0,2.07,0,0,0.0,76.9,10,2,0.0,13,46.4,0,0.79,4,,,,,66.0,56.4,71.0,,56.3,,,,,,0,0,13,61.5,0.0,143.9,0.0,0,0,0,0,1,1,7.7,166,12.8,63.6,11,13,14.4,3.25,0,0,0.0,46.2,6,8,14.3,15,53.6,1,-0.25,3,,,,,66.4,47.2,71.4,,47.3,,,,,,1,1,15,26.7,25.0,80.9,13.3,2,0,0,1,1,3,20.0,146,11.2
Jake Melville,46405,QB,COLGATE,1,2.69,2.63,,4.4,27,142,85.7,14,15,6.4,1.63,1,1,6.7,66.7,10,1,16.7,15,55.6,2,0.35,4,,,,,66.4,64.7,71.4,,64.4,,,,,,0,0,15,53.3,0.0,103.7,0.0,0,0,0,0,1,0,0.0,86,5.7,57.1,7,11,14.6,4.02,2,0,0.0,36.4,4,4,0.0,12,44.4,0,-0.31,3,,,,,66.0,50.2,71.0,,56.6,,,50.4,,,0,0,13,33.3,0.0,47.9,0.0,0,1,0,2,0,1,7.7,41,3.7
Quinten Dormady,35426,QB,TENNESSEE,5,3.21,2.93,4.03,5.05,27,307,71.4,7,7,1.9,1.5,0,0,0.0,57.1,4,0,20.0,7,25.9,1,0.06,2,,,,,64.6,60.5,69.1,,60.3,,,,,,0,0,7,28.6,,77.7,0.0,0,0,0,0,0,0,0.0,47,6.7,76.9,13,15,12.1,3.81,0,3,20.0,60.0,9,10,10.0,20,74.1,1,-0.04,7,,,,,67.1,84.9,72.4,,90.2,,,52.4,,,0,0,20,45.0,30.0,119.3,15.0,3,2,0,2,1,0,0.0,162,10.8
Sean Goldrich,19476,QB,NEW HAMP,1,2.54,2.21,3.6,4.2,27,240,61.5,13,15,4.5,1.81,1,0,0.0,40.0,6,5,25.0,16,59.3,2,-0.52,3,,,,,66.5,48.5,71.6,,48.5,,,,,,0,0,16,25.0,20.0,47.9,6.3,1,0,0,1,0,0,0.0,36,2.4,85.7,7,7,6.0,3.59,0,0,0.0,57.1,4,5,33.3,11,40.7,2,0.04,2,,,,,65.6,77.9,70.4,,73.9,,,66.9,,,0,0,11,45.5,20.0,64.0,9.1,1,3,0,0,0,0,0.0,24,3.4
Thomas Stuart,46486,QB,BOISE ST,4,2.74,2.42,2.98,3.93,27,120,62.5,8,9,2.1,1.94,1,0,0.0,55.6,5,4,0.0,12,44.4,0,-0.6,2,,,,,66.0,64.7,71.0,,64.4,,,,,,0,0,13,16.7,75.0,97.9,25.0,3,0,0,0,1,0,0.0,23,2.6,77.8,9,9,14.8,3.39,0,0,0.0,77.8,7,6,0.0,15,55.6,0,0.36,7,,,,,21.3,72.4,71.4,,73.9,,,60.8,,,0,0,15,60.0,33.3,108.8,13.3,2,4,0,0,0,1,6.7,91,10.1
Daxx Garman,19183,QB,MARYLAND,2,2.68,2.19,2.62,4.98,27,215,60.0,10,13,11.1,1.96,1,0,0.0,30.8,4,7,33.3,15,55.6,2,-0.34,2,,,,,66.4,59.2,71.4,,58.9,,,,,,1,0,15,26.7,28.6,79.3,13.3,2,0,0,1,1,0,0.0,81,6.2,40.0,5,5,9.2,3.58,0,0,0.0,40.0,2,4,0.0,12,44.4,0,-0.42,1,,,,,66.2,40.2,71.2,,47.6,,,48.9,,,0,1,14,33.3,75.0,22.5,25.0,3,4,0,0,0,0,0.0,32,6.4
Chris Carter,46512,QB,ARMY,2,2.79,2.71,2.7,3.7,27,114,50.0,4,5,20.3,2.2,0,0,0.0,40.0,2,4,0.0,8,29.6,0,-0.47,2,,,,,64.9,46.1,69.5,,48.9,,,57.0,,,0,1,8,25.0,50.0,87.5,25.0,2,1,0,1,1,1,12.5,73,14.6,68.8,16,16,18.2,3.03,0,4,25.0,68.8,11,6,0.0,19,70.4,0,0.89,10,,,,,67.0,90.9,72.2,,90.2,,,64.2,,,0,1,19,52.6,33.3,106.3,10.5,2,1,0,0,1,3,15.8,275,17.2
Kyle Copeland,24880,QB,CHARLES SO,2,3.23,2.66,3.3,6.33,27,135,71.4,7,8,11.3,2.0,1,0,0.0,37.5,3,0,40.0,8,29.6,2,0.45,3,,,,,64.9,63.3,69.5,,63.1,,,,,,0,0,8,37.5,,96.9,0.0,0,0,0,0,1,0,0.0,46,5.8,45.5,11,13,17.4,3.96,0,1,7.7,38.5,5,12,0.0,18,66.7,0,-0.44,5,,,,,66.8,47.7,0.0,,53.9,,,54.1,,,0,1,18,27.8,8.3,53.0,5.6,1,4,0,2,1,1,5.6,79,6.1
William Crest Jr.,45917,QB,W VIRGINIA,7,2.31,2.07,8.3,,26,343,52.9,17,18,4.1,1.63,1,0,0.0,44.4,8,3,11.1,18,69.2,1,-0.69,3,,,,,66.8,27.5,72.0,,27.7,,,,,,0,1,18,27.8,0.0,39.4,0.0,0,0,0,0,0,2,11.1,101,5.6,42.9,7,7,18.9,3.83,0,0,0.0,42.9,3,3,0.0,8,30.8,0,-0.77,1,,,,,65.1,47.6,71.8,,44.3,62.7,,,,,0,0,9,25.0,33.3,51.5,12.5,1,0,0,0,0,1,11.1,23,3.3
Wilton Speight,46399,QB,MICHIGAN,5,2.93,2.81,,6.0,26,222,50.0,12,12,4.6,2.01,0,0,0.0,41.7,5,4,16.7,12,46.2,1,-0.75,1,,,,,66.0,62.8,71.0,,62.5,,,,,,0,1,13,33.3,0.0,15.6,0.0,0,0,0,0,0,0,0.0,39,3.3,36.4,11,13,19.8,3.73,0,0,0.0,30.8,4,6,0.0,14,53.8,0,-0.62,2,,,,,66.4,53.8,71.4,,55.6,,,57.3,,,1,0,15,28.6,0.0,65.9,0.0,0,1,0,1,1,1,6.7,34,2.6
Jeremiah Briscoe,27427,QB,SM HOUSTON,1,2.46,2.35,3.3,4.2,26,281,86.7,15,15,1.5,1.59,0,0,0.0,80.0,12,0,7.7,15,57.7,1,0.07,3,,,,,66.4,66.9,71.4,,66.6,,,,,,0,0,15,46.7,,109.4,0.0,0,0,0,0,1,0,0.0,74,4.9,87.5,8,9,13.6,3.65,0,1,11.1,66.7,6,4,14.3,11,42.3,1,0.25,7,,,,,65.6,87.8,70.4,,84.3,,,64.1,,,0,1,11,54.5,25.0,64.8,9.1,1,1,0,1,0,1,9.1,101,11.2
Ross Comis,46584,QB,UMASS,5,2.87,2.32,5.43,4.75,26,216,100.0,11,11,6.6,1.96,0,2,18.2,90.9,10,2,9.1,11,42.3,1,1.08,4,,,,,65.6,92.3,70.4,,92.0,,,,,,0,0,11,63.6,0.0,144.1,0.0,0,0,0,0,2,0,0.0,100,9.1,66.7,9,10,13.1,3.53,0,0,0.0,50.0,5,8,16.7,15,57.7,1,-0.32,2,,,,,66.5,42.2,71.6,,45.4,,,53.1,,,1,0,16,26.7,37.5,73.3,20.0,3,2,0,0,0,0,0.0,71,7.1
Shane Cockerille,50875,FB,MARYLAND,2,2.83,2.54,4.5,5.3,26,215,66.7,9,12,6.2,1.91,3,0,0.0,50.0,6,0,0.0,12,46.2,0,-0.74,1,,,,,65.8,49.8,0.0,,54.3,,,,,,0,0,12,25.0,,56.3,0.0,0,0,0,0,0,0,0.0,25,2.1,50.0,10,11,20.1,3.61,0,0,0.0,45.5,5,8,0.0,14,53.8,0,0.18,6,,,,,66.2,62.6,71.2,,61.3,,,62.0,,,0,0,14,50.0,12.5,61.6,7.1,1,2,0,1,0,0,0.0,57,5.2
Zach Conque,39739,QB,STF AUSTIN,1,3.08,2.71,3.65,4.7,26,301,100.0,10,11,-2.2,1.77,0,0,0.0,81.8,9,1,10.0,11,42.3,1,-0.91,0,,,,,65.6,61.7,70.4,,61.5,,,,,,0,0,11,0.0,0.0,79.2,0.0,0,0,0,1,0,0,0.0,6,0.5,50.0,6,7,17.3,4.04,0,1,12.5,28.6,2,10,33.3,15,57.7,1,-1.1,1,,,,,21.8,37.1,71.6,,33.4,,,61.8,,,0,1,16,13.3,60.0,0.0,40.0,6,2,0,1,0,2,12.5,5,0.7
Tyrell Maxwell,31128,QB,GARD-WEBB,1,2.51,2.12,5.5,4.37,26,171,57.1,14,16,6.9,1.92,2,1,5.9,50.0,8,1,0.0,16,61.5,0,-0.39,5,,,,,66.7,55.1,71.8,,55.0,,,,,,0,1,17,31.3,0.0,53.4,0.0,0,0,0,0,1,1,5.9,57,3.6,66.7,6,6,10.5,3.45,0,0,0.0,50.0,3,4,25.0,10,38.5,1,0.15,3,,,,,65.4,44.0,70.1,,42.0,,,58.4,,,0,1,10,40.0,25.0,95.8,10.0,1,3,0,0,1,1,10.0,75,12.5
