player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,behind_los_accuracy_percent,behind_los_aimed_passes,behind_los_attempts,behind_los_attempts_percent,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_bats,behind_los_big_time_throws,behind_los_btt_rate,behind_los_completion_percent,behind_los_completions,behind_los_def_gen_pressures,behind_los_drop_rate,behind_los_dropbacks,behind_los_drops,behind_los_epa,behind_los_first_downs,behind_los_grades_pass,behind_los_hit_as_threw,behind_los_interceptions,behind_los_passing_snaps,behind_los_positive_epa_percent,behind_los_pressure_to_sack_rate,behind_los_qb_rating,behind_los_sack_percent,behind_los_sacks,behind_los_scrambles,behind_los_spikes,behind_los_thrown_aways,behind_los_touchdowns,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_yards,behind_los_ypa,center_behind_los_accuracy_percent,center_behind_los_aimed_passes,center_behind_los_attempts,center_behind_los_attempts_percent,center_behind_los_avg_depth_of_target,center_behind_los_avg_time_to_throw,center_behind_los_bats,center_behind_los_big_time_throws,center_behind_los_btt_rate,center_behind_los_completion_percent,center_behind_los_completions,center_behind_los_def_gen_pressures,center_behind_los_drop_rate,center_behind_los_dropbacks,center_behind_los_drops,center_behind_los_epa,center_behind_los_first_downs,center_behind_los_grades_pass,center_behind_los_hit_as_threw,center_behind_los_interceptions,center_behind_los_passing_snaps,center_behind_los_positive_epa_percent,center_behind_los_pressure_to_sack_rate,center_behind_los_qb_rating,center_behind_los_sack_percent,center_behind_los_sacks,center_behind_los_scrambles,center_behind_los_spikes,center_behind_los_thrown_aways,center_behind_los_touchdowns,center_behind_los_turnover_worthy_plays,center_behind_los_twp_rate,center_behind_los_yards,center_behind_los_ypa,center_deep_accuracy_percent,center_deep_aimed_passes,center_deep_attempts,center_deep_attempts_percent,center_deep_avg_depth_of_target,center_deep_avg_time_to_throw,center_deep_bats,center_deep_big_time_throws,center_deep_btt_rate,center_deep_completion_percent,center_deep_completions,center_deep_def_gen_pressures,center_deep_drop_rate,center_deep_dropbacks,center_deep_drops,center_deep_epa,center_deep_first_downs,center_deep_grades_pass,center_deep_hit_as_threw,center_deep_interceptions,center_deep_passing_snaps,center_deep_positive_epa_percent,center_deep_pressure_to_sack_rate,center_deep_qb_rating,center_deep_sack_percent,center_deep_sacks,center_deep_scrambles,center_deep_spikes,center_deep_thrown_aways,center_deep_touchdowns,center_deep_turnover_worthy_plays,center_deep_twp_rate,center_deep_yards,center_deep_ypa,center_medium_accuracy_percent,center_medium_aimed_passes,center_medium_attempts,center_medium_attempts_percent,center_medium_avg_depth_of_target,center_medium_avg_time_to_throw,center_medium_bats,center_medium_big_time_throws,center_medium_btt_rate,center_medium_completion_percent,center_medium_completions,center_medium_def_gen_pressures,center_medium_drop_rate,center_medium_dropbacks,center_medium_drops,center_medium_epa,center_medium_first_downs,center_medium_grades_pass,center_medium_hit_as_threw,center_medium_interceptions,center_medium_passing_snaps,center_medium_positive_epa_percent,center_medium_pressure_to_sack_rate,center_medium_qb_rating,center_medium_sack_percent,center_medium_sacks,center_medium_scrambles,center_medium_spikes,center_medium_thrown_aways,center_medium_touchdowns,center_medium_turnover_worthy_plays,center_medium_twp_rate,center_medium_yards,center_medium_ypa,center_short_accuracy_percent,center_short_aimed_passes,center_short_attempts,center_short_attempts_percent,center_short_avg_depth_of_target,center_short_avg_time_to_throw,center_short_bats,center_short_big_time_throws,center_short_btt_rate,center_short_completion_percent,center_short_completions,center_short_def_gen_pressures,center_short_drop_rate,center_short_dropbacks,center_short_drops,center_short_epa,center_short_first_downs,center_short_grades_pass,center_short_hit_as_threw,center_short_interceptions,center_short_passing_snaps,center_short_positive_epa_percent,center_short_pressure_to_sack_rate,center_short_qb_rating,center_short_sack_percent,center_short_sacks,center_short_scrambles,center_short_spikes,center_short_thrown_aways,center_short_touchdowns,center_short_turnover_worthy_plays,center_short_twp_rate,center_short_yards,center_short_ypa,declined_penalties,deep_accuracy_percent,deep_aimed_passes,deep_attempts,deep_attempts_percent,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_bats,deep_big_time_throws,deep_btt_rate,deep_completion_percent,deep_completions,deep_def_gen_pressures,deep_drop_rate,deep_dropbacks,deep_drops,deep_epa,deep_first_downs,deep_grades_pass,deep_hit_as_threw,deep_interceptions,deep_passing_snaps,deep_positive_epa_percent,deep_pressure_to_sack_rate,deep_qb_rating,deep_sack_percent,deep_sacks,deep_scrambles,deep_spikes,deep_thrown_aways,deep_touchdowns,deep_turnover_worthy_plays,deep_twp_rate,deep_yards,deep_ypa,franchise_id,left_behind_los_accuracy_percent,left_behind_los_aimed_passes,left_behind_los_attempts,left_behind_los_attempts_percent,left_behind_los_avg_depth_of_target,left_behind_los_avg_time_to_throw,left_behind_los_bats,left_behind_los_big_time_throws,left_behind_los_btt_rate,left_behind_los_completion_percent,left_behind_los_completions,left_behind_los_def_gen_pressures,left_behind_los_drop_rate,left_behind_los_dropbacks,left_behind_los_drops,left_behind_los_epa,left_behind_los_first_downs,left_behind_los_grades_pass,left_behind_los_hit_as_threw,left_behind_los_interceptions,left_behind_los_passing_snaps,left_behind_los_positive_epa_percent,left_behind_los_pressure_to_sack_rate,left_behind_los_qb_rating,left_behind_los_sack_percent,left_behind_los_sacks,left_behind_los_scrambles,left_behind_los_spikes,left_behind_los_thrown_aways,left_behind_los_touchdowns,left_behind_los_turnover_worthy_plays,left_behind_los_twp_rate,left_behind_los_yards,left_behind_los_ypa,left_deep_accuracy_percent,left_deep_aimed_passes,left_deep_attempts,left_deep_attempts_percent,left_deep_avg_depth_of_target,left_deep_avg_time_to_throw,left_deep_bats,left_deep_big_time_throws,left_deep_btt_rate,left_deep_completion_percent,left_deep_completions,left_deep_def_gen_pressures,left_deep_drop_rate,left_deep_dropbacks,left_deep_drops,left_deep_epa,left_deep_first_downs,left_deep_grades_pass,left_deep_hit_as_threw,left_deep_interceptions,left_deep_passing_snaps,left_deep_positive_epa_percent,left_deep_pressure_to_sack_rate,left_deep_qb_rating,left_deep_sack_percent,left_deep_sacks,left_deep_scrambles,left_deep_spikes,left_deep_thrown_aways,left_deep_touchdowns,left_deep_turnover_worthy_plays,left_deep_twp_rate,left_deep_yards,left_deep_ypa,left_medium_accuracy_percent,left_medium_aimed_passes,left_medium_attempts,left_medium_attempts_percent,left_medium_avg_depth_of_target,left_medium_avg_time_to_throw,left_medium_bats,left_medium_big_time_throws,left_medium_btt_rate,left_medium_completion_percent,left_medium_completions,left_medium_def_gen_pressures,left_medium_drop_rate,left_medium_dropbacks,left_medium_drops,left_medium_epa,left_medium_first_downs,left_medium_grades_pass,left_medium_hit_as_threw,left_medium_interceptions,left_medium_passing_snaps,left_medium_positive_epa_percent,left_medium_pressure_to_sack_rate,left_medium_qb_rating,left_medium_sack_percent,left_medium_sacks,left_medium_scrambles,left_medium_spikes,left_medium_thrown_aways,left_medium_touchdowns,left_medium_turnover_worthy_plays,left_medium_twp_rate,left_medium_yards,left_medium_ypa,left_short_accuracy_percent,left_short_aimed_passes,left_short_attempts,left_short_attempts_percent,left_short_avg_depth_of_target,left_short_avg_time_to_throw,left_short_bats,left_short_big_time_throws,left_short_btt_rate,left_short_completion_percent,left_short_completions,left_short_def_gen_pressures,left_short_drop_rate,left_short_dropbacks,left_short_drops,left_short_epa,left_short_first_downs,left_short_grades_pass,left_short_hit_as_threw,left_short_interceptions,left_short_passing_snaps,left_short_positive_epa_percent,left_short_pressure_to_sack_rate,left_short_qb_rating,left_short_sack_percent,left_short_sacks,left_short_scrambles,left_short_spikes,left_short_thrown_aways,left_short_touchdowns,left_short_turnover_worthy_plays,left_short_twp_rate,left_short_yards,left_short_ypa,medium_accuracy_percent,medium_aimed_passes,medium_attempts,medium_attempts_percent,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_bats,medium_big_time_throws,medium_btt_rate,medium_completion_percent,medium_completions,medium_def_gen_pressures,medium_drop_rate,medium_dropbacks,medium_drops,medium_epa,medium_first_downs,medium_grades_pass,medium_hit_as_threw,medium_interceptions,medium_passing_snaps,medium_positive_epa_percent,medium_pressure_to_sack_rate,medium_qb_rating,medium_sack_percent,medium_sacks,medium_scrambles,medium_spikes,medium_thrown_aways,medium_touchdowns,medium_turnover_worthy_plays,medium_twp_rate,medium_yards,medium_ypa,penalties,right_behind_los_accuracy_percent,right_behind_los_aimed_passes,right_behind_los_attempts,right_behind_los_attempts_percent,right_behind_los_avg_depth_of_target,right_behind_los_avg_time_to_throw,right_behind_los_bats,right_behind_los_big_time_throws,right_behind_los_btt_rate,right_behind_los_completion_percent,right_behind_los_completions,right_behind_los_def_gen_pressures,right_behind_los_drop_rate,right_behind_los_dropbacks,right_behind_los_drops,right_behind_los_epa,right_behind_los_first_downs,right_behind_los_grades_pass,right_behind_los_hit_as_threw,right_behind_los_interceptions,right_behind_los_passing_snaps,right_behind_los_positive_epa_percent,right_behind_los_pressure_to_sack_rate,right_behind_los_qb_rating,right_behind_los_sack_percent,right_behind_los_sacks,right_behind_los_scrambles,right_behind_los_spikes,right_behind_los_thrown_aways,right_behind_los_touchdowns,right_behind_los_turnover_worthy_plays,right_behind_los_twp_rate,right_behind_los_yards,right_behind_los_ypa,right_deep_accuracy_percent,right_deep_aimed_passes,right_deep_attempts,right_deep_attempts_percent,right_deep_avg_depth_of_target,right_deep_avg_time_to_throw,right_deep_bats,right_deep_big_time_throws,right_deep_btt_rate,right_deep_completion_percent,right_deep_completions,right_deep_def_gen_pressures,right_deep_drop_rate,right_deep_dropbacks,right_deep_drops,right_deep_epa,right_deep_first_downs,right_deep_grades_pass,right_deep_hit_as_threw,right_deep_interceptions,right_deep_passing_snaps,right_deep_positive_epa_percent,right_deep_pressure_to_sack_rate,right_deep_qb_rating,right_deep_sack_percent,right_deep_sacks,right_deep_scrambles,right_deep_spikes,right_deep_thrown_aways,right_deep_touchdowns,right_deep_turnover_worthy_plays,right_deep_twp_rate,right_deep_yards,right_deep_ypa,right_medium_accuracy_percent,right_medium_aimed_passes,right_medium_attempts,right_medium_attempts_percent,right_medium_avg_depth_of_target,right_medium_avg_time_to_throw,right_medium_bats,right_medium_big_time_throws,right_medium_btt_rate,right_medium_completion_percent,right_medium_completions,right_medium_def_gen_pressures,right_medium_drop_rate,right_medium_dropbacks,right_medium_drops,right_medium_epa,right_medium_first_downs,right_medium_grades_pass,right_medium_hit_as_threw,right_medium_interceptions,right_medium_passing_snaps,right_medium_positive_epa_percent,right_medium_pressure_to_sack_rate,right_medium_qb_rating,right_medium_sack_percent,right_medium_sacks,right_medium_scrambles,right_medium_spikes,right_medium_thrown_aways,right_medium_touchdowns,right_medium_turnover_worthy_plays,right_medium_twp_rate,right_medium_yards,right_medium_ypa,right_short_accuracy_percent,right_short_aimed_passes,right_short_attempts,right_short_attempts_percent,right_short_avg_depth_of_target,right_short_avg_time_to_throw,right_short_bats,right_short_big_time_throws,right_short_btt_rate,right_short_completion_percent,right_short_completions,right_short_def_gen_pressures,right_short_drop_rate,right_short_dropbacks,right_short_drops,right_short_epa,right_short_first_downs,right_short_grades_pass,right_short_hit_as_threw,right_short_interceptions,right_short_passing_snaps,right_short_positive_epa_percent,right_short_pressure_to_sack_rate,right_short_qb_rating,right_short_sack_percent,right_short_sacks,right_short_scrambles,right_short_spikes,right_short_thrown_aways,right_short_touchdowns,right_short_turnover_worthy_plays,right_short_twp_rate,right_short_yards,right_short_ypa,short_accuracy_percent,short_aimed_passes,short_attempts,short_attempts_percent,short_avg_depth_of_target,short_avg_time_to_throw,short_bats,short_big_time_throws,short_btt_rate,short_completion_percent,short_completions,short_def_gen_pressures,short_drop_rate,short_dropbacks,short_drops,short_epa,short_first_downs,short_grades_pass,short_hit_as_threw,short_interceptions,short_passing_snaps,short_positive_epa_percent,short_pressure_to_sack_rate,short_qb_rating,short_sack_percent,short_sacks,short_scrambles,short_spikes,short_thrown_aways,short_touchdowns,short_turnover_worthy_plays,short_twp_rate,short_yards,short_ypa
Luke Falk,46586,QB,WASH STATE,12,649,714,95.5,154,154,23.7,-2.9,1.86,0,0,0.0,90.3,139,13,5.4,154,8,-0.05,36,66.9,0,1,155,44.2,0.0,97.7,0.0,0,0,0,0,5,2,1.3,847,5.5,95.3,107,107,16.5,-3.1,1.89,0,0,0.0,90.7,97,10,4.9,107,5,-0.07,28,61.1,0,1,108,42.1,0.0,100.2,0.0,0,0,0,0,4,2,1.9,642,6.0,52.0,25,25,3.9,24.4,2.97,0,8,32.0,52.0,13,5,0.0,25,0,0.76,13,86.8,0,2,25,52.0,0.0,90.8,0.0,0,0,0,0,2,5,20.0,342,13.7,64.0,86,86,13.3,13.3,2.9,0,6,6.7,58.1,50,13,9.1,86,5,0.56,41,75.6,0,2,89,58.1,0.0,97.0,0.0,0,0,0,0,4,12,13.5,839,9.8,85.0,220,220,33.9,3.6,2.33,0,0,0.0,75.9,167,29,10.7,220,20,0.33,76,80.1,0,0,227,58.6,0.0,111.7,0.0,0,0,0,0,13,4,1.8,1410,6.4,0,49.2,63,63,9.7,25.7,2.63,0,22,33.3,44.4,28,9,9.7,63,3,0.53,28,91.7,0,3,66,44.4,0.0,97.5,0.0,0,0,0,0,5,8,12.1,782,12.4,341,100.0,16,16,2.5,-2.3,1.74,0,0,0.0,93.8,15,1,6.3,16,1,0.32,2,69.3,0,0,16,68.8,0.0,92.2,0.0,0,0,0,0,0,0,0.0,98,6.1,46.4,28,28,4.3,26.8,2.23,0,11,35.5,35.7,10,2,23.1,28,3,0.16,10,87.6,0,1,31,35.7,0.0,73.5,0.0,0,0,0,0,1,3,9.7,300,10.7,73.9,23,23,3.5,12.8,2.09,0,3,13.0,65.2,15,2,11.8,23,2,0.41,14,86.1,0,1,23,65.2,0.0,110.0,0.0,0,0,0,0,5,2,8.7,177,7.7,77.3,22,22,3.4,4.2,2.64,0,0,0.0,72.7,16,8,5.9,22,1,0.06,6,57.4,0,0,23,45.5,0.0,96.6,0.0,0,0,0,0,1,0,0.0,99,4.5,66.9,139,139,21.4,13.1,2.65,0,10,7.0,61.2,85,17,8.6,139,8,0.58,74,90.1,0,4,143,61.2,0.0,109.1,0.0,0,0,0,0,12,14,9.8,1309,9.4,0,93.5,31,31,4.8,-2.5,1.79,0,0,0.0,87.1,27,2,6.9,31,2,-0.15,6,74.0,0,0,31,38.7,0.0,91.8,0.0,0,0,0,0,1,0,0.0,107,3.5,50.0,10,10,1.5,25.6,2.91,0,3,30.0,50.0,5,2,0.0,10,0,1.0,5,90.3,0,0,10,50.0,0.0,135.4,0.0,0,0,0,0,2,0,0.0,140,14.0,70.0,30,30,4.6,13.0,2.36,0,1,3.2,66.7,20,2,4.8,30,1,0.75,19,92.9,0,1,31,66.7,0.0,117.8,0.0,0,0,0,0,3,0,0.0,293,9.8,56.5,23,23,3.5,4.7,2.77,0,0,0.0,52.2,12,5,7.7,23,1,0.08,6,48.6,0,0,24,39.1,0.0,98.6,0.0,0,0,0,0,2,0,0.0,133,5.8,81.9,265,265,40.8,3.8,2.39,0,0,0.0,73.6,195,42,10.1,265,22,0.29,88,74.4,0,0,274,55.8,0.0,109.3,0.0,0,0,0,0,16,4,1.5,1642,6.2
Patrick Mahomes,11765,QB,TEXAS TECH,13,577,648,91.3,149,149,25.8,-3.1,1.63,0,0,0.0,88.6,132,16,2.9,149,4,0.0,39,71.2,0,0,154,49.0,0.0,104.8,0.0,0,0,0,0,6,0,0.0,885,5.9,90.1,111,111,19.2,-3.3,1.6,0,0,0.0,88.3,98,11,2.0,111,2,0.07,32,70.1,0,0,114,53.2,0.0,112.3,0.0,0,0,0,0,6,0,0.0,737,6.6,48.3,29,29,5.0,34.0,3.91,0,10,30.3,37.9,11,16,21.4,29,3,0.77,11,91.2,0,4,33,41.4,0.0,85.8,0.0,0,0,0,0,8,3,9.1,446,15.4,70.3,64,64,11.1,12.9,3.4,0,5,7.4,54.7,35,31,22.2,64,10,0.45,32,89.2,0,4,68,53.1,0.0,81.1,0.0,0,0,0,0,3,3,4.4,673,10.5,78.2,133,133,23.1,4.3,2.46,0,1,0.7,70.7,94,37,9.6,133,10,0.23,53,67.7,0,1,136,54.9,0.0,104.1,0.0,0,0,0,0,5,5,3.7,1077,8.1,0,40.3,77,77,13.3,32.7,3.45,0,20,23.5,31.2,24,33,22.6,77,7,0.44,24,84.0,0,7,85,32.5,0.0,81.7,0.0,0,0,0,0,15,10,11.8,960,12.5,315,100.0,17,17,2.9,-2.4,1.46,0,0,0.0,94.1,16,0,5.9,17,1,-0.21,2,69.4,0,0,17,35.3,,83.8,0.0,0,0,0,0,0,0,0.0,70,4.1,38.5,26,26,4.5,31.2,2.76,0,6,20.7,30.8,8,9,20.0,26,2,0.52,8,68.4,0,0,29,30.8,0.0,118.4,0.0,0,0,0,0,4,4,13.8,319,12.3,54.2,24,24,4.2,15.2,2.38,0,2,8.0,45.8,11,6,15.4,24,2,0.39,10,62.4,0,2,25,45.8,0.0,74.7,0.0,0,0,0,0,2,1,4.0,238,9.9,87.5,32,32,5.5,4.9,1.94,0,0,0.0,81.3,26,4,7.1,32,2,0.36,13,88.0,0,0,33,65.6,0.0,130.1,0.0,0,0,0,0,2,0,0.0,327,10.2,64.3,115,115,19.9,13.5,3.16,0,9,7.4,52.2,60,44,18.9,115,14,0.42,53,78.2,0,7,122,51.3,0.0,79.4,0.0,0,0,0,0,6,6,4.9,1154,10.0,0,90.5,21,21,3.6,-2.6,1.95,0,0,0.0,85.7,18,5,5.3,21,1,-0.16,5,64.9,0,0,23,38.1,0.0,82.1,0.0,0,0,0,0,0,0,0.0,78,3.7,31.8,22,22,3.8,32.6,3.68,0,4,17.4,22.7,5,8,28.6,22,2,-0.07,5,68.8,0,3,23,22.7,0.0,64.0,0.0,0,0,0,0,3,3,13.0,195,8.9,59.3,27,27,4.7,13.5,3.29,0,2,6.9,51.9,14,7,12.5,27,2,0.38,11,56.7,0,1,29,51.9,0.0,79.7,0.0,0,0,0,0,1,2,6.9,243,9.0,80.0,35,35,6.1,4.0,3.07,0,0,0.0,80.0,28,10,0.0,35,0,0.34,13,74.2,0,0,36,65.7,0.0,113.1,0.0,0,0,0,0,2,0,0.0,230,6.6,80.0,200,200,34.7,4.3,2.49,0,1,0.5,74.0,148,51,7.5,200,12,0.27,79,76.7,0,1,205,58.5,0.0,110.7,0.0,0,0,0,0,9,5,2.4,1634,8.2
Matt Johnson,11111,QB,BOWL GREEN,14,566,626,94.6,112,112,19.8,-2.2,1.63,0,0,0.0,94.6,106,11,0.0,112,0,0.37,39,68.7,0,1,115,62.5,0.0,109.3,0.0,0,0,0,0,5,1,0.9,846,7.6,95.7,69,69,12.2,-2.4,1.71,0,0,0.0,95.7,66,10,0.0,69,0,0.51,27,68.0,0,0,70,62.3,0.0,116.5,0.0,0,0,0,0,3,0,0.0,586,8.5,45.5,33,33,5.8,32.1,2.72,0,9,23.7,36.4,12,13,20.0,33,3,0.89,12,90.6,0,1,38,36.4,0.0,111.4,0.0,0,0,0,0,6,3,7.9,488,14.8,67.4,43,43,7.6,13.0,2.68,0,1,2.2,62.8,27,8,6.9,43,2,0.7,27,91.6,0,2,45,60.5,0.0,117.4,0.0,0,0,0,0,9,2,4.4,442,10.3,84.1,107,107,18.9,3.7,2.02,0,0,0.0,77.6,83,22,7.8,107,7,0.32,39,77.7,0,1,109,60.7,0.0,105.5,0.0,0,0,0,0,5,2,1.8,696,6.5,0,45.8,107,107,18.9,32.8,2.68,0,35,28.2,37.4,40,32,18.4,107,9,0.92,40,95.6,0,1,124,39.3,0.0,121.0,0.0,0,0,0,0,20,5,4.0,1698,15.9,122,95.2,21,21,3.7,-1.5,1.23,0,0,0.0,95.2,20,0,0.0,21,0,0.47,6,70.4,0,0,22,71.4,,108.5,0.0,0,0,0,0,1,0,0.0,131,6.2,31.4,35,35,6.2,32.9,2.6,0,8,19.5,25.7,9,8,18.2,35,2,0.38,9,88.5,0,0,41,31.4,0.0,114.5,0.0,0,0,0,0,5,0,0.0,402,11.5,74.2,31,31,5.5,13.2,2.81,0,3,9.4,74.2,23,8,0.0,31,0,0.68,22,91.0,0,1,32,74.2,0.0,111.6,0.0,0,0,0,0,1,2,6.3,375,12.1,86.4,66,66,11.7,4.3,2.01,0,0,0.0,86.4,57,3,0.0,66,0,0.39,26,76.3,0,1,66,72.7,0.0,104.5,0.0,0,0,0,0,3,3,4.5,460,7.0,66.0,100,100,17.7,12.8,2.79,0,5,4.7,64.0,64,23,3.0,100,2,0.61,63,92.4,0,4,106,64.0,0.0,115.2,0.0,0,0,0,0,10,5,4.7,1034,10.3,0,90.9,22,22,3.9,-1.8,1.75,0,0,0.0,90.9,20,1,0.0,22,0,-0.17,6,60.4,0,1,23,54.5,0.0,87.3,0.0,0,0,0,0,1,1,4.3,129,5.9,59.0,39,39,6.9,33.4,2.72,0,18,40.0,48.7,19,11,17.4,39,4,1.42,19,97.3,0,0,45,48.7,0.0,134.3,0.0,0,0,0,0,9,2,4.4,808,20.7,53.8,26,26,4.6,11.9,2.94,0,1,3.4,53.8,14,7,0.0,26,0,0.37,14,78.4,0,1,29,57.7,0.0,65.7,0.0,0,0,0,0,0,1,3.4,217,8.3,91.4,35,35,6.2,4.0,2.41,0,1,2.8,82.9,29,4,9.4,35,3,0.21,13,80.1,0,0,36,60.0,0.0,118.7,0.0,0,0,0,0,3,0,0.0,197,5.6,86.1,208,208,36.7,3.9,2.08,0,1,0.5,81.3,169,29,5.6,208,10,0.32,78,82.6,0,2,211,64.4,0.0,107.4,0.0,0,0,0,0,11,5,2.4,1353,6.5
Mike Bercovici,10986,QB,ARIZONA ST,13,535,586,93.6,94,94,17.6,-2.8,1.78,0,0,0.0,86.2,81,11,8.0,94,7,-0.1,19,65.9,0,1,95,40.4,0.0,100.9,0.0,0,0,0,0,5,1,1.1,473,5.0,95.7,69,69,12.9,-3.1,1.77,0,0,0.0,87.0,60,7,9.1,69,6,-0.09,17,64.7,0,1,69,36.2,0.0,106.1,0.0,0,0,0,0,5,1,1.4,353,5.1,27.8,36,36,6.7,29.1,2.84,0,5,12.5,25.0,9,8,10.0,36,1,-0.09,9,58.6,0,1,40,25.0,0.0,93.1,0.0,0,0,0,0,4,5,12.5,350,9.7,75.8,62,62,11.6,13.0,2.61,0,5,7.7,67.7,42,13,10.6,62,5,1.07,36,92.2,0,0,65,66.1,0.0,131.9,0.0,0,0,0,0,4,3,4.6,772,12.5,82.4,136,136,25.4,4.4,2.31,0,1,0.7,72.8,99,27,11.6,136,13,0.34,55,90.1,0,2,138,55.1,0.0,108.9,0.0,0,0,0,0,10,1,0.7,905,6.7,0,35.7,70,70,13.1,27.4,2.94,0,12,16.0,31.4,22,17,12.0,70,3,-0.05,22,72.2,0,2,75,31.4,0.0,86.1,0.0,0,0,0,0,5,7,9.3,771,11.0,110,100.0,12,12,2.2,-2.3,1.54,0,0,0.0,100.0,12,0,0.0,12,0,-0.2,1,68.5,0,0,13,58.3,,84.7,0.0,0,0,0,0,0,0,0.0,52,4.3,50.0,14,14,2.6,23.8,2.57,0,4,26.7,42.9,6,3,14.3,14,1,0.53,6,87.4,0,0,15,42.9,0.0,113.7,0.0,0,0,0,0,1,1,6.7,188,13.4,51.7,29,29,5.4,14.4,2.37,0,0,0.0,41.4,12,8,20.0,29,3,0.3,12,70.3,0,2,30,41.4,0.0,76.7,0.0,0,0,0,0,2,1,3.3,319,11.0,71.4,35,35,6.5,4.9,2.28,0,0,0.0,68.6,24,4,4.0,35,1,0.01,13,35.7,0,2,35,51.4,0.0,74.6,0.0,0,0,0,0,1,3,8.6,249,7.1,62.8,129,129,24.1,13.4,2.5,0,7,5.1,51.9,67,34,17.3,129,14,0.58,60,90.1,0,2,136,51.9,0.0,100.7,0.0,0,0,0,0,8,5,3.7,1272,9.9,0,76.9,13,13,2.4,-1.8,2.04,0,0,0.0,69.2,9,4,10.0,13,1,-0.08,1,60.5,0,0,13,46.2,0.0,81.6,0.0,0,0,0,0,0,0,0.0,68,5.2,40.0,20,20,3.7,26.8,3.37,0,3,15.0,35.0,7,6,12.5,20,1,-0.37,7,72.4,0,1,20,35.0,0.0,59.0,0.0,0,0,0,0,0,1,5.0,233,11.7,50.0,38,38,7.1,13.3,2.42,0,2,4.9,34.2,13,13,31.6,38,6,-0.03,12,73.8,0,0,41,36.8,0.0,68.0,0.0,0,0,0,0,2,1,2.4,181,4.8,82.9,35,35,6.5,4.5,2.33,0,1,2.8,77.1,27,5,6.9,35,2,0.33,14,79.0,0,0,36,62.9,0.0,110.9,0.0,0,0,0,0,2,1,2.8,214,6.1,80.6,206,206,38.5,4.5,2.31,0,2,1.0,72.8,150,36,9.6,206,16,0.28,82,80.3,0,4,209,55.8,0.0,103.4,0.0,0,0,0,0,13,5,2.4,1368,6.6
